location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Costa Rica	Delta	0.6242349	0.8397981	0.4447053	0.76761246	0.50122935	0.69844043	0.55526245
Costa Rica	Omicron 21K	0.69030166	0.7190637	0.6617571	0.70858437	0.67055315	0.6995141	0.6798888
Costa Rica	Omicron 22A	1.1614205	1.5713754	0.8490962	1.4218588	0.94404304	1.286735	1.0391595
Costa Rica	Omicron 22B	1.1585239	1.5530245	0.8943223	1.3961686	0.95637345	1.2959721	1.0510137
Costa Rica	Omicron 22C	1.2040238	1.5160751	0.9629569	1.4023478	1.02841	1.3039865	1.109798
Costa Rica	other	0.9844421	1.0526134	0.9008205	1.0369284	0.9347498	1.0152199	0.95540655
