location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Japan	Delta	0.52104354	0.6354891	0.42819744	0.5900851	0.4508164	0.5545735	0.478801
Japan	Omicron 21K	0.71964765	0.72430885	0.71453786	0.7227833	0.7165314	0.7213205	0.7180343
Japan	Omicron 22A	1.0579758	1.6279207	0.7002822	1.4019809	0.79603887	1.2257192	0.9213954
Japan	Omicron 22B	1.4141774	1.9408174	1.0319245	1.713162	1.1351719	1.5836033	1.2814164
Japan	Omicron 22C	1.762341	2.2293	1.3804734	2.0739646	1.5014502	1.9381123	1.6317677
Japan	other	1.0896237	1.102963	1.077704	1.0993315	1.0813121	1.0941191	1.0846584
