variant	location	freq	date	median_freq_nowcast	median_freq_forecast
Delta	USA	0.022536175471546398	2022-01-15	0.022536175471546398	
Delta	USA	0.019861675265192308	2022-01-16	0.019861675265192308	
Delta	USA	0.01682035240477336	2022-01-17	0.01682035240477336	
Delta	USA	0.014571496014971905	2022-01-18	0.014571496014971905	
Delta	USA	0.012939475276482289	2022-01-19	0.012939475276482289	
Delta	USA	0.011262790522642521	2022-01-20	0.011262790522642521	
Delta	USA	0.009978653907309261	2022-01-21	0.009978653907309261	
Delta	USA	0.008896127013404887	2022-01-22	0.008896127013404887	
Delta	USA	0.008585733387756216	2022-01-23	0.008585733387756216	
Delta	USA	0.008231591238777276	2022-01-24	0.008231591238777276	
Delta	USA	0.0077041749121227795	2022-01-25	0.0077041749121227795	
Delta	USA	0.007184647214581903	2022-01-26	0.007184647214581903	
Delta	USA	0.006821143241700531	2022-01-27	0.006821143241700531	
Delta	USA	0.006243798800231294	2022-01-28	0.006243798800231294	
Delta	USA	0.00570414045855682	2022-01-29	0.00570414045855682	
Delta	USA	0.005052589437162392	2022-01-30	0.005052589437162392	
Delta	USA	0.004500666311377271	2022-01-31	0.004500666311377271	
Delta	USA	0.0040213485531016896	2022-02-01	0.0040213485531016896	
Delta	USA	0.003672028279671066	2022-02-02	0.003672028279671066	
Delta	USA	0.003524338175905011	2022-02-03	0.003524338175905011	
Delta	USA	0.0030929111914191542	2022-02-04	0.0030929111914191542	
Delta	USA	0.002732499174906407	2022-02-05	0.002732499174906407	
Delta	USA	0.002722169935554106	2022-02-06	0.002722169935554106	
Delta	USA	0.0024679483832083264	2022-02-07	0.0024679483832083264	
Delta	USA	0.0022021973076654373	2022-02-08	0.0022021973076654373	
Delta	USA	0.001853267645742435	2022-02-09	0.001853267645742435	
Delta	USA	0.0015880337981198534	2022-02-10	0.0015880337981198534	
Delta	USA	0.0014757445734641654	2022-02-11	0.0014757445734641654	
Delta	USA	0.001399079092701176	2022-02-12	0.001399079092701176	
Delta	USA	0.0010593724735658738	2022-02-13	0.0010593724735658738	
Delta	USA	0.0010431706355605486	2022-02-14	0.0010431706355605486	
Delta	USA	0.001026287929369386	2022-02-15	0.001026287929369386	
Delta	USA	0.0010983817877736521	2022-02-16	0.0010983817877736521	
Delta	USA	0.0010411117056227266	2022-02-17	0.0010411117056227266	
Delta	USA	0.0010631912236505415	2022-02-18	0.0010631912236505415	
Delta	USA	0.0010109425043637562	2022-02-19	0.0010109425043637562	
Delta	USA	0.0010592911544723188	2022-02-20	0.0010592911544723188	
Delta	USA	0.0008694700373227944	2022-02-21	0.0008694700373227944	
Delta	USA	0.001110777432691741	2022-02-22	0.001110777432691741	
Delta	USA	0.0009491249407677242	2022-02-23	0.0009491249407677242	
Delta	USA	0.0009830153085090237	2022-02-24	0.0009830153085090237	
Delta	USA	0.001008356167778905	2022-02-25	0.001008356167778905	
Delta	USA	0.0011196001393010962	2022-02-26	0.0011196001393010962	
Delta	USA	0.001237268497435753	2022-02-27	0.001237268497435753	
Delta	USA	0.0013596044652220201	2022-02-28	0.0013596044652220201	
Delta	USA	0.0010752150026398974	2022-03-01	0.0010752150026398974	
Delta	USA	0.0011939411731525555	2022-03-02	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-03	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-04	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-05	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-06	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-07	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-08	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-09	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-10	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-11	0.0011939411731525555	
Delta	USA	0.0011939411731525555	2022-03-12	0.0011939411731525555	
