date,location,variant,median_freq_forecast,freq_forecast_upper_95,freq_forecast_lower_95,freq_forecast_upper_80,freq_forecast_lower_80,freq_forecast_upper_50,freq_forecast_lower_50
2022-05-14,Japan,Delta,1.0641718e-06,1.0641718e-06,1.0641718e-06,1.0641718e-06,1.0641718e-06,1.0641718e-06,1.0641718e-06
2022-05-15,Japan,Delta,9.0238376e-07,9.0238376e-07,9.0238376e-07,9.0238376e-07,9.0238376e-07,9.0238376e-07,9.0238376e-07
2022-05-16,Japan,Delta,7.6191594e-07,7.6191594e-07,7.6191594e-07,7.6191594e-07,7.6191594e-07,7.6191594e-07,7.6191594e-07
2022-05-17,Japan,Delta,6.404966e-07,6.404966e-07,6.404966e-07,6.404966e-07,6.404966e-07,6.404966e-07,6.404966e-07
2022-05-18,Japan,Delta,5.360379e-07,5.360379e-07,5.360379e-07,5.360379e-07,5.360379e-07,5.360379e-07,5.360379e-07
2022-05-19,Japan,Delta,4.4661508e-07,4.4661508e-07,4.4661508e-07,4.4661508e-07,4.4661508e-07,4.4661508e-07,4.4661508e-07
2022-05-20,Japan,Delta,3.7045785e-07,3.7045785e-07,3.7045785e-07,3.7045785e-07,3.7045785e-07,3.7045785e-07,3.7045785e-07
2022-05-21,Japan,Delta,3.0594032e-07,3.0594032e-07,3.0594032e-07,3.0594032e-07,3.0594032e-07,3.0594032e-07,3.0594032e-07
2022-05-22,Japan,Delta,2.5157468e-07,2.5157468e-07,2.5157468e-07,2.5157468e-07,2.5157468e-07,2.5157468e-07,2.5157468e-07
2022-05-23,Japan,Delta,2.0600852e-07,2.0600852e-07,2.0600852e-07,2.0600852e-07,2.0600852e-07,2.0600852e-07,2.0600852e-07
2022-05-24,Japan,Delta,1.680193e-07,1.680193e-07,1.680193e-07,1.680193e-07,1.680193e-07,1.680193e-07,1.680193e-07
2022-05-25,Japan,Delta,1.3651118e-07,1.3651118e-07,1.3651118e-07,1.3651118e-07,1.3651118e-07,1.3651118e-07,1.3651118e-07
2022-05-26,Japan,Delta,1.10509255e-07,1.10509255e-07,1.10509255e-07,1.10509255e-07,1.10509255e-07,1.10509255e-07,1.10509255e-07
2022-05-27,Japan,Delta,8.91547e-08,8.91547e-08,8.91547e-08,8.91547e-08,8.91547e-08,8.91547e-08,8.91547e-08
2022-05-28,Japan,Delta,7.169723e-08,7.169723e-08,7.169723e-08,7.169723e-08,7.169723e-08,7.169723e-08,7.169723e-08
2022-05-29,Japan,Delta,5.7487302e-08,5.7487302e-08,5.7487302e-08,5.7487302e-08,5.7487302e-08,5.7487302e-08,5.7487302e-08
2022-05-30,Japan,Delta,4.5967617e-08,4.5967617e-08,4.5967617e-08,4.5967617e-08,4.5967617e-08,4.5967617e-08,4.5967617e-08
2022-05-31,Japan,Delta,3.6664005e-08,3.6664005e-08,3.6664005e-08,3.6664005e-08,3.6664005e-08,3.6664005e-08,3.6664005e-08
2022-06-01,Japan,Delta,2.9176345e-08,2.9176345e-08,2.9176345e-08,2.9176345e-08,2.9176345e-08,2.9176345e-08,2.9176345e-08
2022-06-02,Japan,Delta,2.3169335e-08,2.3169335e-08,2.3169335e-08,2.3169335e-08,2.3169335e-08,2.3169335e-08,2.3169335e-08
2022-06-03,Japan,Delta,1.8364268e-08,1.8364268e-08,1.8364268e-08,1.8364268e-08,1.8364268e-08,1.8364268e-08,1.8364268e-08
2022-06-04,Japan,Delta,1.453094e-08,1.453094e-08,1.453094e-08,1.453094e-08,1.453094e-08,1.453094e-08,1.453094e-08
2022-06-05,Japan,Delta,1.1480108e-08,1.1480108e-08,1.1480108e-08,1.1480108e-08,1.1480108e-08,1.1480108e-08,1.1480108e-08
2022-06-06,Japan,Delta,9.057353e-09,9.057353e-09,9.057353e-09,9.057353e-09,9.057353e-09,9.057353e-09,9.057353e-09
2022-06-07,Japan,Delta,7.1370883e-09,7.1370883e-09,7.1370883e-09,7.1370883e-09,7.1370883e-09,7.1370883e-09,7.1370883e-09
2022-06-08,Japan,Delta,5.6177702e-09,5.6177702e-09,5.6177702e-09,5.6177702e-09,5.6177702e-09,5.6177702e-09,5.6177702e-09
2022-06-09,Japan,Delta,4.417559e-09,4.417559e-09,4.417559e-09,4.417559e-09,4.417559e-09,4.417559e-09,4.417559e-09
2022-06-10,Japan,Delta,3.4707535e-09,3.4707535e-09,3.4707535e-09,3.4707535e-09,3.4707535e-09,3.4707535e-09,3.4707535e-09
