location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Japan,Delta,0.55979025,0.55979025,0.55979025,0.55979025,0.55979025,0.55979025,0.55979025
Japan,Omicron 21K,0.69685,0.69685,0.69685,0.69685,0.69685,0.69685,0.69685
Japan,Omicron 22C,1.0357276,1.0357276,1.0357276,1.0357276,1.0357276,1.0357276,1.0357276
Japan,other,1.0428493,1.0428493,1.0428493,1.0428493,1.0428493,1.0428493,1.0428493
