location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
United Kingdom,Delta,0.35929573,0.36257252,0.35597658,0.3611864,0.35700932,0.3602219,0.3580909
United Kingdom,Omicron 21K,0.64847076,0.64965785,0.6474842,0.6492296,0.64782405,0.64888716,0.64811975
United Kingdom,other,0.87590903,0.88430434,0.86805654,0.8812163,0.87040615,0.87874365,0.8732602
