location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
USA	Delta	1.1479874	1.2935354	1.0161564	1.2352592	1.060378	1.1950368	1.1054472
USA	Omicron 21K	1.0515239	1.0931724	1.0102274	1.0791159	1.0236852	1.0656302	1.0369681
USA	Omicron 22A	1.4668524	1.4776516	1.4571894	1.474019	1.460896	1.4704739	1.4639074
USA	Omicron 22B	1.6224233	1.6322888	1.6119128	1.6285888	1.615107	1.6255764	1.6187077
USA	Omicron 22C	1.1360073	1.141555	1.1305553	1.1395603	1.1323347	1.1378024	1.1339159
USA	Omicron 22D	1.829166	1.9719248	1.7197196	1.9305115	1.755037	1.8826241	1.7882967
USA	Omicron 22E	1.7508893	3.4330246	0.8973	2.670924	1.1234071	2.2108953	1.3968972
USA	other	1.130448	1.165888	1.0988024	1.152877	1.1089858	1.1421746	1.1177042
