location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
United Kingdom,Omicron 21K,0.96305877,1.0357282,0.88380444,1.0100032,0.9097421,0.9892733,0.9360842
United Kingdom,Omicron 22A,0.89139974,0.9032325,0.87989354,0.8997485,0.88366663,0.89631736,0.8873405
United Kingdom,Omicron 22B,0.9211111,0.93267983,0.9106497,0.9293375,0.91384125,0.9253323,0.9173235
United Kingdom,Omicron 22C,0.7259464,0.8199804,0.64520967,0.78080326,0.6756525,0.75576603,0.69870526
United Kingdom,Omicron 22D,1.073338,1.0884907,1.0594084,1.0830919,1.0640962,1.0793655,1.0684154
United Kingdom,Omicron 22E,1.1787667,1.1935949,1.1661391,1.1888951,1.1703298,1.184689,1.1739362
United Kingdom,other,1.1689427,1.1922281,1.1441324,1.1850866,1.1520069,1.1770716,1.1599355
