location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
USA	Delta	0.46881706	0.47362572	0.46433276	0.47197542	0.46570793	0.47028783	0.4671961
USA	Omicron 21K	0.67069495	0.67284477	0.66876346	0.67206657	0.66940826	0.6714406	0.6700504
USA	Omicron 22C	1.4123387	1.4439778	1.385969	1.4344232	1.3947303	1.422131	1.4030073
USA	other	0.73967206	0.7470733	0.7325296	0.7443513	0.7352331	0.7421737	0.737617
