location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
USA,Delta,0.7495636,0.7700603,0.72211534,0.7639509,0.73160326,0.75747484,0.73996866
USA,Omicron 21K,0.676731,0.67858624,0.67493993,0.6779376,0.67553556,0.6773546,0.67614746
USA,Omicron 22A,1.554599,1.6005247,1.5070363,1.5834548,1.5248908,1.5707095,1.5393612
USA,Omicron 22B,1.7998246,1.8641212,1.7437894,1.843015,1.7621617,1.8217447,1.7785256
USA,Omicron 22C,1.2440459,1.2472868,1.241032,1.2463427,1.2418679,1.2451404,1.2430098
USA,other,0.9532518,0.96245754,0.9442855,0.9590178,0.94675297,0.9562534,0.9497059
