location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Japan,Delta,0.5478099,0.5478099,0.5478099,0.5478099,0.5478099,0.5478099,0.5478099
Japan,Omicron 21K,0.6629461,0.6629461,0.6629461,0.6629461,0.6629461,0.6629461,0.6629461
Japan,Omicron 22C,2.0121095,2.0121095,2.0121095,2.0121095,2.0121095,2.0121095,2.0121095
Japan,other,1.0936124,1.0936124,1.0936124,1.0936124,1.0936124,1.0936124,1.0936124
