location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Brazil	Delta	0.41851553	0.57420677	0.30472875	0.5184846	0.3390709	0.47281027	0.37244126
Brazil	Omicron 21K	0.8282347	0.8347558	0.8212872	0.8324388	0.82370526	0.83050346	0.82581455
Brazil	Omicron 22A	1.433275	1.8532188	1.1121881	1.6643374	1.2225572	1.5503216	1.3196685
Brazil	Omicron 22B	1.4039816	1.6890407	1.1428461	1.5769465	1.2419817	1.500855	1.3043841
Brazil	Omicron 22C	1.1349053	1.2602074	1.0343562	1.2031295	1.0704759	1.1663837	1.1015366
Brazil	other	1.0691109	1.117371	1.016192	1.1024123	1.0356667	1.0857711	1.0524135
