location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Brazil,Omicron 21K,0.9647318,1.0686742,0.8833503,1.0284729,0.90851504,0.99829686,0.93283844
Brazil,Omicron 22A,1.4283643,1.4546194,1.4078008,1.4431857,1.4150649,1.4361604,1.4211539
Brazil,Omicron 22B,1.54565,1.5683789,1.5240614,1.5597203,1.5312852,1.5529125,1.5382757
Brazil,Omicron 22C,1.0959027,1.1373658,1.0561018,1.1215562,1.0700195,1.1092906,1.0825197
Brazil,other,1.0499239,1.1054945,1.0017731,1.0849669,1.0180608,1.0667534,1.0316496
