variant,location,freq,date,median_freq_nowcast,median_freq_forecast
Omicron 21K,United Kingdom,0.0011574074074074073,2022-10-03,0.0011574074074074073,
Omicron 21L,United Kingdom,0.003211760251590128,2022-10-03,0.003211760251590128,
Omicron 22A,United Kingdom,0.062168416709632565,2022-10-03,0.062168416709632565,
Omicron 22B,United Kingdom,0.7969949541999242,2022-10-03,0.7969949541999242,
Omicron 22D,United Kingdom,0.04881530573757787,2022-10-03,0.04881530573757787,
Omicron 22E,United Kingdom,0.08201618865888631,2022-10-03,0.08201618865888631,
other,United Kingdom,0.007086853420129298,2022-10-03,0.007086853420129298,
Omicron 21K,United Kingdom,0.0009479799223152251,2022-10-04,0.0009479799223152251,
Omicron 21L,United Kingdom,0.003653247059923179,2022-10-04,0.003653247059923179,
Omicron 22A,United Kingdom,0.06365521329515464,2022-10-04,0.06365521329515464,
Omicron 22B,United Kingdom,0.7911334513943942,2022-10-04,0.7911334513943942,
Omicron 22D,United Kingdom,0.05108008240310943,2022-10-04,0.05108008240310943,
Omicron 22E,United Kingdom,0.08420211003884501,2022-10-04,0.08420211003884501,
other,United Kingdom,0.0065269368393297235,2022-10-04,0.0065269368393297235,
Omicron 21K,United Kingdom,0.0009083824136606753,2022-10-05,0.0009083824136606753,
Omicron 21L,United Kingdom,0.0032173921464563253,2022-10-05,0.0032173921464563253,
Omicron 22A,United Kingdom,0.06290803344349717,2022-10-05,0.06290803344349717,
Omicron 22B,United Kingdom,0.7849919974917462,2022-10-05,0.7849919974917462,
Omicron 22C,United Kingdom,0.0008291873963515755,2022-10-05,0.0008291873963515755,
Omicron 22D,United Kingdom,0.053749883580373296,2022-10-05,0.053749883580373296,
Omicron 22E,United Kingdom,0.08913167466990217,2022-10-05,0.08913167466990217,
other,United Kingdom,0.00595288402647094,2022-10-05,0.00595288402647094,
Omicron 21K,United Kingdom,0.0007838699167873092,2022-10-06,0.0007838699167873092,
Omicron 21L,United Kingdom,0.0032219633739963348,2022-10-06,0.0032219633739963348,
Omicron 22A,United Kingdom,0.05928900301699315,2022-10-06,0.05928900301699315,
Omicron 22B,United Kingdom,0.7792457927457445,2022-10-06,0.7792457927457445,
Omicron 22C,United Kingdom,0.0008291873963515755,2022-10-06,0.0008291873963515755,
Omicron 22D,United Kingdom,0.05406418476794824,2022-10-06,0.05406418476794824,
Omicron 22E,United Kingdom,0.09751814370828023,2022-10-06,0.09751814370828023,
other,United Kingdom,0.006318494211333766,2022-10-06,0.006318494211333766,
Omicron 21K,United Kingdom,0.0007838699167873092,2022-10-07,0.0007838699167873092,
Omicron 21L,United Kingdom,0.002456665539014164,2022-10-07,0.002456665539014164,
Omicron 22A,United Kingdom,0.05674296061389298,2022-10-07,0.05674296061389298,
Omicron 22B,United Kingdom,0.7768723948512031,2022-10-07,0.7768723948512031,
Omicron 22C,United Kingdom,0.0008291873963515755,2022-10-07,0.0008291873963515755,
Omicron 22D,United Kingdom,0.05246443847493215,2022-10-07,0.05246443847493215,
Omicron 22E,United Kingdom,0.10379197708157757,2022-10-07,0.10379197708157757,
other,United Kingdom,0.0073291452636763,2022-10-07,0.0073291452636763,
Omicron 21K,United Kingdom,0.0007838699167873092,2022-10-08,0.0007838699167873092,
Omicron 21L,United Kingdom,0.002756903744532591,2022-10-08,0.002756903744532591,
Omicron 22A,United Kingdom,0.05541484078328357,2022-10-08,0.05541484078328357,
Omicron 22B,United Kingdom,0.767611948546697,2022-10-08,0.767611948546697,
Omicron 22C,United Kingdom,0.0008291873963515755,2022-10-08,0.0008291873963515755,
Omicron 22D,United Kingdom,0.05559977725611392,2022-10-08,0.05559977725611392,
Omicron 22E,United Kingdom,0.11128201049651835,2022-10-08,0.11128201049651835,
other,United Kingdom,0.006992100997150793,2022-10-08,0.006992100997150793,
Omicron 21K,United Kingdom,0.0007838699167873092,2022-10-09,0.0007838699167873092,
Omicron 21L,United Kingdom,0.0024567675805220817,2022-10-09,0.0024567675805220817,
Omicron 22A,United Kingdom,0.054179296223131675,2022-10-09,0.054179296223131675,
Omicron 22B,United Kingdom,0.7563232808444168,2022-10-09,0.7563232808444168,
Omicron 22C,United Kingdom,0.0008291873963515755,2022-10-09,0.0008291873963515755,
Omicron 22D,United Kingdom,0.05476121790970116,2022-10-09,0.05476121790970116,
