location,model,pivot_date,lead,variant,MAE,MSE
USA,MLR,2022-06-14,-22,Delta,3.3569128846e-05,1.1268864114793494e-09
USA,MLR,2022-06-14,-21,Delta,3.1533080870000005e-05,9.943351891539603e-10
USA,MLR,2022-06-14,-20,Delta,2.9586153503e-05,8.75340479103079e-10
USA,MLR,2022-06-14,-19,Delta,2.7735243292e-05,7.692437204664311e-10
USA,MLR,2022-06-14,-18,Delta,2.59780685905e-05,6.748600476927227e-10
USA,MLR,2022-06-14,-17,Delta,2.4317950103e-05,5.913626972119976e-10
USA,MLR,2022-06-14,-16,Delta,2.27399758093e-05,5.171064998075491e-10
USA,MLR,2022-06-14,-15,Delta,2.1250348348300002e-05,4.515773049240966e-10
USA,MLR,2022-06-14,-14,Delta,1.98260608506e-05,3.93072688851694e-10
USA,MLR,2022-06-14,-13,Delta,1.8487087955999998e-05,3.417724210928802e-10
USA,MLR,2022-06-14,-12,Delta,1.7224783713200002e-05,2.9669317396652004e-10
USA,MLR,2022-06-14,-11,Delta,1.60198382002e-05,2.566352159605872e-10
USA,MLR,2022-06-14,-10,Delta,1.49029430434e-05,2.2209771135482444e-10
USA,MLR,2022-06-14,-9,Delta,1.38491236096e-05,1.9179822475398015e-10
USA,MLR,2022-06-14,-8,Delta,1.285389997e-05,1.65222744438766e-10
USA,MLR,2022-06-14,-7,Delta,1.19186365671e-05,1.4205389761861326e-10
USA,MLR,2022-06-14,-6,Delta,1.102422495384e-05,1.2153353583286854e-10
USA,MLR,2022-06-14,-5,Delta,1.01891817211e-05,1.0381942414559837e-10
USA,MLR,2022-06-14,-4,Delta,9.4108279078e-06,8.856368191022731e-11
USA,MLR,2022-06-14,-3,Delta,8.66614670404e-06,7.510209869594336e-11
USA,MLR,2022-06-14,-2,Delta,7.98070530196e-06,6.369165711673246e-11
USA,MLR,2022-06-14,-1,Delta,7.33530393422e-06,5.3806683807383406e-11
USA,MLR,2022-06-14,0,Delta,6.72047433201e-06,4.516477524720526e-11
USA,MLR,2022-06-14,1,Delta,6.15337348116e-06,3.7864005198643143e-11
USA,MLR,2022-06-14,-26,Omicron 21K,0.0013912085,1.93546109047225e-06
USA,MLR,2022-06-14,-25,Omicron 21K,0.0012948317,1.6765891313248899e-06
USA,MLR,2022-06-14,-24,Omicron 21K,0.0012026871499999999,1.4464563807751222e-06
USA,MLR,2022-06-14,-23,Omicron 21K,0.0011150090000000001,1.2432450700810003e-06
USA,MLR,2022-06-14,-22,Omicron 21K,0.0010317767599999999,1.0645632824760973e-06
USA,MLR,2022-06-14,-21,Omicron 21K,0.0009518385200000001,9.059965681557906e-07
USA,MLR,2022-06-14,-20,Omicron 21K,0.00087688552,7.689282151856704e-07
USA,MLR,2022-06-14,-19,Omicron 21K,0.00080555487,6.489186485807168e-07
USA,MLR,2022-06-14,-18,Omicron 21K,0.00073862258,5.455633156858565e-07
USA,MLR,2022-06-14,-17,Omicron 21K,0.00067625526,4.573211766776676e-07
USA,MLR,2022-06-14,-16,Omicron 21K,0.00061786956,3.8176279317459357e-07
USA,MLR,2022-06-14,-15,Omicron 21K,0.00056387693,3.179571921862249e-07
USA,MLR,2022-06-14,-14,Omicron 21K,0.00051308137,2.632524922410769e-07
USA,MLR,2022-06-14,-13,Omicron 21K,0.00046602552,2.171797852912704e-07
USA,MLR,2022-06-14,-12,Omicron 21K,0.000422521635,1.785245320430732e-07
USA,MLR,2022-06-14,-11,Omicron 21K,0.00038209940000000003,1.4599995148036003e-07
USA,MLR,2022-06-14,-10,Omicron 21K,0.00034474042999999997,1.1884596407658489e-07
USA,MLR,2022-06-14,-9,Omicron 21K,0.00031037693,9.633383867622489e-08
USA,MLR,2022-06-14,-8,Omicron 21K,0.0002790102,7.784669170404001e-08
USA,MLR,2022-06-14,-7,Omicron 21K,0.00025017553300000003,6.25877973118341e-08
USA,MLR,2022-06-14,-6,Omicron 21K,0.00022371405399999997,5.00479779571149e-08
USA,MLR,2022-06-14,-5,Omicron 21K,0.00019966550200000002,3.9866312688912014e-08
USA,MLR,2022-06-14,-4,Omicron 21K,0.000177832537,3.162441121585637e-08
USA,MLR,2022-06-14,-3,Omicron 21K,0.000157977723,2.4956960964264726e-08
USA,MLR,2022-06-14,-2,Omicron 21K,0.000140058856,1.9616483144028735e-08
USA,MLR,2022-06-14,-1,Omicron 21K,0.000123903819,1.535215636278476e-08
USA,MLR,2022-06-14,0,Omicron 21K,0.00010933648200000001,1.1954466296136326e-08
USA,MLR,2022-06-14,1,Omicron 21K,9.61751475e-05,9.249658996646756e-09
USA,MLR,2022-06-14,-26,Omicron 21L,0.014858179999999999,0.00022076551291239996
USA,MLR,2022-06-14,-25,Omicron 21L,0.013002249999999993,0.0001690585050624998
USA,MLR,2022-06-14,-24,Omicron 21L,0.011112029999999995,0.0001234772107208999
USA,MLR,2022-06-14,-23,Omicron 21L,0.009160649999999992,8.391750842249986e-05
USA,MLR,2022-06-14,-22,Omicron 21L,0.007156150000000028,5.12104828225004e-05
USA,MLR,2022-06-14,-21,Omicron 21L,0.005076059999999993,2.5766385123599932e-05
USA,MLR,2022-06-14,-20,Omicron 21L,0.0029413100000000303,8.651304516100179e-06
USA,MLR,2022-06-14,-19,Omicron 21L,0.0008321000000000023,6.923904100000038e-07
USA,MLR,2022-06-14,-18,Omicron 21L,0.0013760999999999912,1.8936512099999759e-06
USA,MLR,2022-06-14,-17,Omicron 21L,0.0036341500000000027,1.3207046222500019e-05
USA,MLR,2022-06-14,-16,Omicron 21L,0.005856340000000015,3.429671819560018e-05
USA,MLR,2022-06-14,-15,Omicron 21L,0.008067580000000019,6.50858470564003e-05
USA,MLR,2022-06-14,-14,Omicron 21L,0.010315060000000015,0.0001064004628036003
USA,MLR,2022-06-14,-13,Omicron 21L,0.012546000000000002,0.00015740211600000003
USA,MLR,2022-06-14,-12,Omicron 21L,0.014772800000000003,0.00021823561984000007
USA,MLR,2022-06-14,-11,Omicron 21L,0.016934210000000005,0.00028676746832410015
USA,MLR,2022-06-14,-10,Omicron 21L,0.019025420000000015,0.00036196660617640055
USA,MLR,2022-06-14,-9,Omicron 21L,0.021057800000000015,0.00044343094084000066
USA,MLR,2022-06-14,-8,Omicron 21L,0.022997780000000023,0.000528897884928401
USA,MLR,2022-06-14,-7,Omicron 21L,0.02482414999999999,0.0006162384232224994
USA,MLR,2022-06-14,-6,Omicron 21L,0.02650189,0.0007023501735721
USA,MLR,2022-06-14,-5,Omicron 21L,0.02806360999999999,0.0007875662062320994
USA,MLR,2022-06-14,-4,Omicron 21L,0.029492664999999987,0.0008698172888022243
USA,MLR,2022-06-14,-3,Omicron 21L,0.030758650000000012,0.0009460945498225008
USA,MLR,2022-06-14,-2,Omicron 21L,0.031866800000000015,0.0010154929422400009
USA,MLR,2022-06-14,-1,Omicron 21L,0.032763539999999994,0.0010734495533315997
USA,MLR,2022-06-14,0,Omicron 21L,0.03350098600000001,0.0011223160629721966
USA,MLR,2022-06-14,1,Omicron 21L,0.034075584000000006,0.0011611454249410564
USA,MLR,2022-06-14,-26,Omicron 22A,0.0010650489999999985,1.1343293724009967e-06
USA,MLR,2022-06-14,-25,Omicron 22A,0.0011271989999999989,1.2705775856009975e-06
USA,MLR,2022-06-14,-24,Omicron 22A,0.001204300000000002,1.4503384900000046e-06
USA,MLR,2022-06-14,-23,Omicron 22A,0.0012808560000000004,1.6405920927360008e-06
USA,MLR,2022-06-14,-22,Omicron 22A,0.001356341000000004,1.8396609082810108e-06
USA,MLR,2022-06-14,-21,Omicron 22A,0.0014289629999999984,2.0419352553689955e-06
USA,MLR,2022-06-14,-20,Omicron 22A,0.0015115569999999967,2.28480456424899e-06
USA,MLR,2022-06-14,-19,Omicron 22A,0.0016100949999999989,2.5924059090249965e-06
USA,MLR,2022-06-14,-18,Omicron 22A,0.0017038210000000012,2.903006000041004e-06
USA,MLR,2022-06-14,-17,Omicron 22A,0.0018026979999999984,3.2497200792039944e-06
USA,MLR,2022-06-14,-16,Omicron 22A,0.001881087999999996,3.5384920637439852e-06
USA,MLR,2022-06-14,-15,Omicron 22A,0.001973021999999998,3.892815812483992e-06
USA,MLR,2022-06-14,-14,Omicron 22A,0.002054996999999996,4.223012670008983e-06
USA,MLR,2022-06-14,-13,Omicron 22A,0.002090654999999997,4.370838329024987e-06
USA,MLR,2022-06-14,-12,Omicron 22A,0.0021376599999999996,4.569590275599998e-06
USA,MLR,2022-06-14,-11,Omicron 22A,0.002166919999999989,4.695542286399952e-06
USA,MLR,2022-06-14,-10,Omicron 22A,0.002238905999999999,5.0127000768359946e-06
USA,MLR,2022-06-14,-9,Omicron 22A,0.0022575400000000023,5.09648685160001e-06
USA,MLR,2022-06-14,-8,Omicron 22A,0.002262903999999996,5.1207345132159825e-06
USA,MLR,2022-06-14,-7,Omicron 22A,0.0022394899999999968,5.015315460099985e-06
USA,MLR,2022-06-14,-6,Omicron 22A,0.002273474999999997,5.1686885756249866e-06
USA,MLR,2022-06-14,-5,Omicron 22A,0.002265051000000004,5.130456032601018e-06
USA,MLR,2022-06-14,-4,Omicron 22A,0.002216339999999997,4.912162995599987e-06
USA,MLR,2022-06-14,-3,Omicron 22A,0.002167954999999999,4.700028882024996e-06
USA,MLR,2022-06-14,-2,Omicron 22A,0.0021477339999999984,4.612761334755993e-06
USA,MLR,2022-06-14,-1,Omicron 22A,0.002037910000000004,4.153077168100016e-06
USA,MLR,2022-06-14,0,Omicron 22A,0.001960439999999994,3.843324993599976e-06
USA,MLR,2022-06-14,1,Omicron 22A,0.001867130999999994,3.486178171160978e-06
USA,MLR,2022-06-14,-26,Omicron 22B,0.00019339499999999898,3.740162602499961e-08
USA,MLR,2022-06-14,-25,Omicron 22B,0.00021295600000000026,4.535025793600011e-08
USA,MLR,2022-06-14,-24,Omicron 22B,0.00023927600000000354,5.725300417600169e-08
USA,MLR,2022-06-14,-23,Omicron 22B,0.0002668539999999969,7.121105731599836e-08
USA,MLR,2022-06-14,-22,Omicron 22B,0.00027521500000000226,7.574329622500125e-08
USA,MLR,2022-06-14,-21,Omicron 22B,0.0003333400000000014,1.1111555560000094e-07
USA,MLR,2022-06-14,-20,Omicron 22B,0.0003964149999999972,1.5714485222499777e-07
USA,MLR,2022-06-14,-19,Omicron 22B,0.00047599599999999936,2.265721920159994e-07
USA,MLR,2022-06-14,-18,Omicron 22B,0.0005653649999999982,3.19637583224998e-07
USA,MLR,2022-06-14,-17,Omicron 22B,0.0006844000000000017,4.684033600000023e-07
USA,MLR,2022-06-14,-16,Omicron 22B,0.0007946799999999921,6.315163023999873e-07
USA,MLR,2022-06-14,-15,Omicron 22B,0.0009305500000000022,8.659233025000042e-07
USA,MLR,2022-06-14,-14,Omicron 22B,0.0010861259999999928,1.1796696878759845e-06
USA,MLR,2022-06-14,-13,Omicron 22B,0.0012210160000000053,1.490880072256013e-06
USA,MLR,2022-06-14,-12,Omicron 22B,0.0014015549999999988,1.9643564180249967e-06
USA,MLR,2022-06-14,-11,Omicron 22B,0.0015948999999999963,2.5437060099999884e-06
USA,MLR,2022-06-14,-10,Omicron 22B,0.0018308200000000108,3.3519018724000393e-06
USA,MLR,2022-06-14,-9,Omicron 22B,0.0020420400000000227,4.1699273616000925e-06
USA,MLR,2022-06-14,-8,Omicron 22B,0.0022351700000000085,4.995984928900038e-06
USA,MLR,2022-06-14,-7,Omicron 22B,0.0023997400000000113,5.758752067600054e-06
USA,MLR,2022-06-14,-6,Omicron 22B,0.002598779999999995,6.753657488399974e-06
USA,MLR,2022-06-14,-5,Omicron 22B,0.002785179999999998,7.75722763239999e-06
USA,MLR,2022-06-14,-4,Omicron 22B,0.0029669999999999974,8.803088999999985e-06
USA,MLR,2022-06-14,-3,Omicron 22B,0.0032080999999999915,1.0291905609999946e-05
USA,MLR,2022-06-14,-2,Omicron 22B,0.0034163200000000005,1.1671242342400003e-05
USA,MLR,2022-06-14,-1,Omicron 22B,0.0035887800000000136,1.2879341888400098e-05
USA,MLR,2022-06-14,0,Omicron 22B,0.003646079999999996,1.329389936639997e-05
USA,MLR,2022-06-14,1,Omicron 22B,0.003766920000000007,1.4189686286400051e-05
USA,MLR,2022-06-14,-26,Omicron 22C,0.010525110000000004,0.00011077794051210009
USA,MLR,2022-06-14,-25,Omicron 22C,0.008657430000000077,7.495109420490133e-05
USA,MLR,2022-06-14,-24,Omicron 22C,0.006706499999999949,4.497714224999931e-05
USA,MLR,2022-06-14,-23,Omicron 22C,0.004667550000000076,2.1786023002500706e-05
USA,MLR,2022-06-14,-22,Omicron 22C,0.0025453500000000018,6.478806622500009e-06
USA,MLR,2022-06-14,-21,Omicron 22C,0.00036480000000005397,1.3307904000003937e-07
USA,MLR,2022-06-14,-20,Omicron 22C,0.0018823000000000034,3.543053290000013e-06
USA,MLR,2022-06-14,-19,Omicron 22C,0.004147740000000066,1.720374710760055e-05
USA,MLR,2022-06-14,-18,Omicron 22C,0.006495200000000034,4.2187623040000445e-05
USA,MLR,2022-06-14,-17,Omicron 22C,0.008846519999999969,7.826091611039945e-05
USA,MLR,2022-06-14,-16,Omicron 22C,0.0112315300000001,0.00012614726614090227
USA,MLR,2022-06-14,-15,Omicron 22C,0.013661659999999909,0.0001866409539555975
USA,MLR,2022-06-14,-14,Omicron 22C,0.016116099999999967,0.00025972867920999893
USA,MLR,2022-06-14,-13,Omicron 22C,0.01857963000000007,0.00034520265093690254
USA,MLR,2022-06-14,-12,Omicron 22C,0.021000240000000003,0.0004410100800576001
USA,MLR,2022-06-14,-11,Omicron 22C,0.023403149999999928,0.0005477074299224966
USA,MLR,2022-06-14,-10,Omicron 22C,0.02572540000000001,0.0006617962051600005
USA,MLR,2022-06-14,-9,Omicron 22C,0.027877299999999994,0.0007771438552899996
USA,MLR,2022-06-14,-8,Omicron 22C,0.03004121999999998,0.0009024748990883988
USA,MLR,2022-06-14,-7,Omicron 22C,0.03213655000000004,0.0010327578459025026
USA,MLR,2022-06-14,-6,Omicron 22C,0.03396900000000003,0.001153892961000002
USA,MLR,2022-06-14,-5,Omicron 22C,0.035628799999999905,0.0012694113894399933
USA,MLR,2022-06-14,-4,Omicron 22C,0.03713164000000002,0.0013787586890896017
USA,MLR,2022-06-14,-3,Omicron 22C,0.038451769999999996,0.0014785386161328996
USA,MLR,2022-06-14,-2,Omicron 22C,0.03963898999999993,0.0015712495282200944
USA,MLR,2022-06-14,-1,Omicron 22C,0.04058039000000002,0.0016467680525521018
USA,MLR,2022-06-14,0,Omicron 22C,0.041205959999999986,0.0016979311395215989
USA,MLR,2022-06-14,1,Omicron 22C,0.041575879999999954,0.001728553797774396
USA,MLR,2022-06-14,-26,other,0.0016970914,2.8801192199539604e-06
USA,MLR,2022-06-14,-25,other,0.0017578885999999998,3.0901723300099593e-06
USA,MLR,2022-06-14,-24,other,0.0018155463,3.29620836744369e-06
USA,MLR,2022-06-14,-23,other,0.0018694685000000002,3.4949124724922508e-06
USA,MLR,2022-06-14,-22,other,0.0019202558000000003,3.6873823374336413e-06
USA,MLR,2022-06-14,-21,other,0.0019674869999999995,3.8710050951689986e-06
USA,MLR,2022-06-14,-20,other,0.0020130928999999996,4.0525430240304084e-06
USA,MLR,2022-06-14,-19,other,0.0020549733,4.22291526371289e-06
USA,MLR,2022-06-14,-18,other,0.0020918931999999997,4.376017160206239e-06
USA,MLR,2022-06-14,-17,other,0.0021256151000000004,4.518239553348012e-06
USA,MLR,2022-06-14,-16,other,0.0021542187,4.6406582074296905e-06
USA,MLR,2022-06-14,-15,other,0.0021786787,4.746640877833691e-06
USA,MLR,2022-06-14,-14,other,0.0022002126,4.840935485198761e-06
USA,MLR,2022-06-14,-13,other,0.0022172777,4.91632039891729e-06
USA,MLR,2022-06-14,-12,other,0.0022303806,4.97459762085636e-06
USA,MLR,2022-06-14,-11,other,0.0022390199999999996,5.013210560399998e-06
USA,MLR,2022-06-14,-10,other,0.0022432155,5.03201577944025e-06
USA,MLR,2022-06-14,-9,other,0.0022432099,5.031990655458009e-06
USA,MLR,2022-06-14,-8,other,0.0022389887,5.013070398727691e-06
USA,MLR,2022-06-14,-7,other,0.0022298068,4.972038365326239e-06
USA,MLR,2022-06-14,-6,other,0.0022160721999999996,4.910975995612838e-06
USA,MLR,2022-06-14,-5,other,0.0021982151,4.8321496258680095e-06
USA,MLR,2022-06-14,-4,other,0.0021758125000000002,4.734160035156251e-06
USA,MLR,2022-06-14,-3,other,0.0021491792000000003,4.618971233712641e-06
USA,MLR,2022-06-14,-2,other,0.0021177028,4.484665149127839e-06
USA,MLR,2022-06-14,-1,other,0.0020819131399999998,4.334362322504659e-06
USA,MLR,2022-06-14,0,other,0.0020426348,4.17235692617104e-06
USA,MLR,2022-06-14,1,other,0.0020003141,4.00125649865881e-06
USA,MLR,2022-06-22,-26,Delta,2.5946760536e-05,6.732343823125271e-10
USA,MLR,2022-06-22,-25,Delta,2.4291468714999998e-05,5.900754523318237e-10
USA,MLR,2022-06-22,-24,Delta,2.271760822e-05,5.160897232374115e-10
USA,MLR,2022-06-22,-23,Delta,2.1231490863e-05,4.507762042656525e-10
USA,MLR,2022-06-22,-22,Delta,1.9810188392e-05,3.9244356412653155e-10
USA,MLR,2022-06-22,-21,Delta,1.8473749758e-05,3.4127943012120505e-10
USA,MLR,2022-06-22,-20,Delta,1.7213594594000002e-05,2.963078388465861e-10
USA,MLR,2022-06-22,-19,Delta,1.601046897e-05,2.5633511663933287e-10
USA,MLR,2022-06-22,-18,Delta,1.4895113108999999e-05,2.2186439452990362e-10
USA,MLR,2022-06-22,-17,Delta,1.3842592499000001e-05,1.916173670933711e-10
USA,MLR,2022-06-22,-16,Delta,1.28484624588e-05,1.6508298755519296e-10
USA,MLR,2022-06-22,-15,Delta,1.19141193785e-05,1.4194624056514922e-10
USA,MLR,2022-06-22,-14,Delta,1.10204823886e-05,1.2145103207744275e-10
USA,MLR,2022-06-22,-13,Delta,1.0186088059200001e-05,1.0375638994977685e-10
USA,MLR,2022-06-22,-12,Delta,9.4082744495e-06,8.851562811711454e-11
USA,MLR,2022-06-22,-11,Delta,8.66404259e-06,7.506563400133391e-11
USA,MLR,2022-06-22,-10,Delta,7.978975218e-06,6.366404552945814e-11
USA,MLR,2022-06-22,-9,Delta,7.3338855554e-06,5.3785877339704764e-11
USA,MLR,2022-06-22,-8,Delta,6.7193144563999996e-06,4.514918676398602e-11
USA,MLR,2022-06-22,-7,Delta,6.1524274005e-06,3.785236291842319e-11
USA,MLR,2022-06-22,-6,Delta,5.6278097034299995e-06,3.167224205802086e-11
USA,MLR,2022-06-22,-5,Delta,5.1356061491e-06,2.6374450518673727e-11
USA,MLR,2022-06-22,-4,Delta,4.681910207099999e-06,2.192028318734716e-11
USA,MLR,2022-06-22,-3,Delta,4.2575261401999996e-06,1.8126528834486306e-11
USA,MLR,2022-06-22,-2,Delta,3.86862202485e-06,1.4966236371154515e-11
USA,MLR,2022-06-22,-1,Delta,3.50608482145e-06,1.2292630775202077e-11
USA,MLR,2022-06-22,0,Delta,3.17110089063e-06,1.0055880858554378e-11
USA,MLR,2022-06-22,1,Delta,2.86579070687e-06,8.212756375582454e-12
USA,MLR,2022-06-22,-26,Omicron 21K,0.0007266875000000001,5.280747226562502e-07
USA,MLR,2022-06-22,-25,Omicron 21K,0.0006656945299999999,4.431492072719208e-07
USA,MLR,2022-06-22,-24,Omicron 21K,0.00060852443,3.7030198190682486e-07
USA,MLR,2022-06-22,-23,Omicron 21K,0.00055562802,3.087224966091204e-07
USA,MLR,2022-06-22,-22,Omicron 21K,0.00050582595,2.558598916934025e-07
USA,MLR,2022-06-22,-21,Omicron 21K,0.00045964875499999997,2.1127697797305e-07
USA,MLR,2022-06-22,-20,Omicron 21K,0.00041690872999999997,1.7381288915021287e-07
USA,MLR,2022-06-22,-19,Omicron 21K,0.000377168626,1.4225617243872785e-07
USA,MLR,2022-06-22,-18,Omicron 21K,0.00034043832,1.158982497244224e-07
USA,MLR,2022-06-22,-17,Omicron 21K,0.00030662530599999996,9.40190782795936e-08
USA,MLR,2022-06-22,-16,Omicron 21K,0.00027574025000000004,7.603268547006252e-08
USA,MLR,2022-06-22,-15,Omicron 21K,0.000247353,6.118350660900001e-08
USA,MLR,2022-06-22,-14,Omicron 21K,0.00022127180299999998,4.89612108028708e-08
USA,MLR,2022-06-22,-13,Omicron 21K,0.00019756530000000002,3.9032047764090006e-08
USA,MLR,2022-06-22,-12,Omicron 21K,0.000176025207,3.098487349939285e-08
USA,MLR,2022-06-22,-11,Omicron 21K,0.000156437241,2.4472610371692085e-08
USA,MLR,2022-06-22,-10,Omicron 21K,0.00013874247099999998,1.9249473259185836e-08
USA,MLR,2022-06-22,-9,Omicron 21K,0.00012278575000000002,1.5076340403062505e-08
USA,MLR,2022-06-22,-8,Omicron 21K,0.00010839116900000002,1.1748645517186564e-08
USA,MLR,2022-06-22,-7,Omicron 21K,9.5379546e-05,9.097257795166115e-09
USA,MLR,2022-06-22,-6,Omicron 21K,8.3730999e-05,7.010880193538002e-09
USA,MLR,2022-06-22,-5,Omicron 21K,7.33978745e-05,5.387247981117751e-09
USA,MLR,2022-06-22,-4,Omicron 21K,6.412474700000001e-05,4.1119831778140104e-09
USA,MLR,2022-06-22,-3,Omicron 21K,5.5934279e-05,3.128643567249841e-09
USA,MLR,2022-06-22,-2,Omicron 21K,4.8667862e-05,2.3685607916510438e-09
USA,MLR,2022-06-22,-1,Omicron 21K,4.2303805999999996e-05,1.7896120020856356e-09
USA,MLR,2022-06-22,0,Omicron 21K,3.66459506e-05,1.3429256953776404e-09
USA,MLR,2022-06-22,1,Omicron 21K,3.1676496e-05,1.0034003988380162e-09
USA,MLR,2022-06-22,-26,Omicron 21L,0.005474330000000027,2.9968288948900297e-05
USA,MLR,2022-06-22,-25,Omicron 21L,0.007301830000000009,5.3316721348900137e-05
USA,MLR,2022-06-22,-24,Omicron 21L,0.009182800000000019,8.432381584000035e-05
USA,MLR,2022-06-22,-23,Omicron 21L,0.01105565,0.0001222273969225
USA,MLR,2022-06-22,-22,Omicron 21L,0.01294917000000001,0.00016768100368890024
USA,MLR,2022-06-22,-21,Omicron 21L,0.014859890000000014,0.00022081633081210043
USA,MLR,2022-06-22,-20,Omicron 21L,0.016764709999999988,0.0002810555013840996
USA,MLR,2022-06-22,-19,Omicron 21L,0.018632549999999998,0.0003471719195024999
USA,MLR,2022-06-22,-18,Omicron 21L,0.02048520000000001,0.0004196434190400004
USA,MLR,2022-06-22,-17,Omicron 21L,0.022279350000000003,0.0004963694364225001
USA,MLR,2022-06-22,-16,Omicron 21L,0.02399647000000002,0.000575830572460901
USA,MLR,2022-06-22,-15,Omicron 21L,0.025624599999999997,0.0006566201251599999
USA,MLR,2022-06-22,-14,Omicron 21L,0.027170970000000016,0.0007382616107409009
USA,MLR,2022-06-22,-13,Omicron 21L,0.028583639999999993,0.0008170244756495996
USA,MLR,2022-06-22,-12,Omicron 21L,0.02989152399999999,0.0008935032070425753
USA,MLR,2022-06-22,-11,Omicron 21L,0.031053200000000017,0.0009643012302400011
USA,MLR,2022-06-22,-10,Omicron 21L,0.03206185000000002,0.001027962225422501
USA,MLR,2022-06-22,-9,Omicron 21L,0.03289457999999999,0.0010820533933763995
USA,MLR,2022-06-22,-8,Omicron 21L,0.03359709000000001,0.0011287644564681007
USA,MLR,2022-06-22,-7,Omicron 21L,0.034103724,0.0011630639906681762
USA,MLR,2022-06-22,-6,Omicron 21L,0.03446157000000001,0.0011875998068649008
USA,MLR,2022-06-22,-5,Omicron 21L,0.034661865,0.001201444885278225
USA,MLR,2022-06-22,-4,Omicron 21L,0.03465878,0.0012012310310884
USA,MLR,2022-06-22,-3,Omicron 21L,0.03453367999999999,0.0011925750543423993
USA,MLR,2022-06-22,-2,Omicron 21L,0.034243645,0.0011726272228860253
USA,MLR,2022-06-22,-1,Omicron 21L,0.03382631999999999,0.0011442199247423995
USA,MLR,2022-06-22,0,Omicron 21L,0.033277398,0.001107385217650404
USA,MLR,2022-06-22,1,Omicron 21L,0.032596943999999996,0.0010625607581391358
USA,MLR,2022-06-22,-26,Omicron 22A,0.0025025309999999953,6.2626614059609765e-06
USA,MLR,2022-06-22,-25,Omicron 22A,0.0025826579999999946,6.670122344963972e-06
USA,MLR,2022-06-22,-24,Omicron 22A,0.0026581249999999973,7.065628515624986e-06
USA,MLR,2022-06-22,-23,Omicron 22A,0.0027382560000000014,7.498045921536008e-06
USA,MLR,2022-06-22,-22,Omicron 22A,0.002796679999999996,7.821419022399977e-06
USA,MLR,2022-06-22,-21,Omicron 22A,0.0028226149999999936,7.967155438224964e-06
USA,MLR,2022-06-22,-20,Omicron 22A,0.002836013999999998,8.042975408195988e-06
USA,MLR,2022-06-22,-19,Omicron 22A,0.0028240799999999927,7.975427846399958e-06
USA,MLR,2022-06-22,-18,Omicron 22A,0.0028045660000000083,7.865590448356048e-06
USA,MLR,2022-06-22,-17,Omicron 22A,0.002782095999999998,7.740058153215987e-06
USA,MLR,2022-06-22,-16,Omicron 22A,0.002766175999999995,7.651729662975974e-06
USA,MLR,2022-06-22,-15,Omicron 22A,0.0026950199999999924,7.263132800399959e-06
USA,MLR,2022-06-22,-14,Omicron 22A,0.0025716449999999974,6.613358006024987e-06
USA,MLR,2022-06-22,-13,Omicron 22A,0.002445026000000003,5.978152140676015e-06
USA,MLR,2022-06-22,-12,Omicron 22A,0.002290429999999996,5.246069584899982e-06
USA,MLR,2022-06-22,-11,Omicron 22A,0.0021065749999999994,4.437658230624998e-06
USA,MLR,2022-06-22,-10,Omicron 22A,0.0019540940000000034,3.818483360836014e-06
USA,MLR,2022-06-22,-9,Omicron 22A,0.0017860700000000007,3.1900460449000027e-06
USA,MLR,2022-06-22,-8,Omicron 22A,0.0015492139999999932,2.400064017795979e-06
USA,MLR,2022-06-22,-7,Omicron 22A,0.0012998460000000073,1.6895996237160189e-06
USA,MLR,2022-06-22,-6,Omicron 22A,0.0010839549999999976,1.1749584420249947e-06
USA,MLR,2022-06-22,-5,Omicron 22A,0.0008564100000000019,7.334380881000033e-07
USA,MLR,2022-06-22,-4,Omicron 22A,0.0006292199999999859,3.9591780839998225e-07
USA,MLR,2022-06-22,-3,Omicron 22A,0.00041620000000000545,1.7322244000000455e-07
USA,MLR,2022-06-22,-2,Omicron 22A,0.00030098000000000624,9.058896040000376e-08
USA,MLR,2022-06-22,-1,Omicron 22A,0.00015057000000001652,2.2671324900004977e-08
USA,MLR,2022-06-22,0,Omicron 22A,6.105000000000693e-05,3.727102500000847e-09
USA,MLR,2022-06-22,1,Omicron 22A,2.1500000000063135e-06,4.622500000027148e-12
USA,MLR,2022-06-22,-26,Omicron 22B,0.0035499870000000044,1.260240770016903e-05
USA,MLR,2022-06-22,-25,Omicron 22B,0.0038356150000000006,1.4711942428225005e-05
USA,MLR,2022-06-22,-24,Omicron 22B,0.004130369999999994,1.7059956336899954e-05
USA,MLR,2022-06-22,-23,Omicron 22B,0.004433550000000008,1.9656365602500073e-05
USA,MLR,2022-06-22,-22,Omicron 22B,0.004745169999999993,2.2516638328899933e-05
USA,MLR,2022-06-22,-21,Omicron 22B,0.005045060000000004,2.5452630403600042e-05
USA,MLR,2022-06-22,-20,Omicron 22B,0.005373614999999998,2.887573816822498e-05
USA,MLR,2022-06-22,-19,Omicron 22B,0.005688484999999993,3.235886159522492e-05
USA,MLR,2022-06-22,-18,Omicron 22B,0.006000080000000005,3.600096000640006e-05
USA,MLR,2022-06-22,-17,Omicron 22B,0.0062544500000000225,3.911814480250028e-05
USA,MLR,2022-06-22,-16,Omicron 22B,0.00648609,4.20693634881e-05
USA,MLR,2022-06-22,-15,Omicron 22B,0.006732509999999997,4.532669090009996e-05
USA,MLR,2022-06-22,-14,Omicron 22B,0.006912869999999988,4.778777163689983e-05
