location,model,pivot_date,variant,date,median_ga,ga_upper_80,ga_lower_80
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-02-25,0.75632614,1.2074862,0.4364804
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-02-26,0.7557091,1.2072539,0.4363189
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-02-27,0.7553115,1.208154,0.43595713
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-02-28,0.7556685,1.2080954,0.43569422
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-01,0.7551464,1.2074677,0.43519062
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-02,0.75428605,1.2067856,0.43572247
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-03,0.7529588,1.205855,0.43633747
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-04,0.7517709,1.2047957,0.43600228
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-05,0.75177807,1.2039518,0.43560526
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-06,0.752001,1.2022775,0.43522897
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-07,0.7516641,1.1999072,0.43480375
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-08,0.7506761,1.2017661,0.4343844
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-09,0.75018394,1.2001977,0.43496597
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-10,0.75007206,1.1984318,0.4351257
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-11,0.75033855,1.1964632,0.4347654
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-12,0.75089025,1.1954331,0.43427944
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-13,0.7511509,1.1952099,0.433735
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-14,0.751788,1.1936802,0.4337597
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-15,0.75186014,1.1936268,0.43397287
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-16,0.75242496,1.1926097,0.43374458
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-17,0.7525159,1.1911546,0.43354243
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-18,0.752542,1.1915483,0.4333667
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-19,0.7528448,1.1926926,0.4338268
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-20,0.75289714,1.1935275,0.4345249
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-21,0.7528752,1.1943405,0.43493503
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-22,0.75266564,1.1951116,0.43458158
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-23,0.7532435,1.1957157,0.43421668
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-24,0.75417536,1.1963073,0.43413028
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-25,0.7547343,1.1979021,0.43439007
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-26,0.75521475,1.1985688,0.43466428
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-27,0.755023,1.1989644,0.43493375
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-28,0.75469124,1.2013305,0.4352303
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-29,0.7538311,1.2024882,0.4353191
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-30,0.7532495,1.2034144,0.4353289
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-03-31,0.7531785,1.2038711,0.43524605
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-01,0.7534635,1.2035948,0.4354762
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-02,0.75398624,1.2032636,0.43542668
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-03,0.7536262,1.2042433,0.43489638
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-04,0.75247526,1.2052795,0.43432498
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-05,0.7521019,1.2053192,0.43377295
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-06,0.75162566,1.203259,0.43355834
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-07,0.75184107,1.2012727,0.43320397
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-08,0.7517731,1.2007784,0.43246922
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-09,0.75044763,1.2017853,0.43176702
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-10,0.7498864,1.2035105,0.43114215
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-11,0.74917346,1.2052475,0.43057713
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-12,0.74852663,1.2033304,0.43003693
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-13,0.74723756,1.2015283,0.42928985
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-14,0.7463835,1.2028071,0.4285501
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-15,0.7455671,1.2027105,0.4285419
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-16,0.74537754,1.2014959,0.42851067
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-17,0.74533427,1.200189,0.42836103
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-18,0.7457589,1.2002946,0.42813534
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-19,0.74579257,1.2006468,0.42861503
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-20,0.74587417,1.2020491,0.42978925
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-21,0.74682665,1.2007277,0.43017572
United Kingdom,GARW,2022-04-22,Omicron 22A,2022-04-22,0.7478939,1.2026885,0.43027768
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-09,0.94030774,1.4591177,0.5829085
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-10,0.9383016,1.4594775,0.5817734
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-11,0.936899,1.4552602,0.58126193
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-12,0.9365521,1.4550171,0.5803708
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-13,0.93528897,1.4540641,0.5799999
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-14,0.93419415,1.4555095,0.5796133
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-15,0.93425095,1.4544107,0.57955647
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-16,0.9352834,1.4583082,0.5802149
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-17,0.9358137,1.4615612,0.58092415
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-18,0.9356965,1.4631469,0.5809124
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-19,0.93454766,1.4608195,0.58164304
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-20,0.9350605,1.4623562,0.5825952
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-21,0.93613803,1.4621352,0.58364165
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-22,0.9353268,1.4613863,0.5847484
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-23,0.93530846,1.4606165,0.58592004
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-24,0.9356824,1.4600918,0.5866932
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-25,0.93620396,1.4597752,0.5865547
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-26,0.93781114,1.459759,0.5864694
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-27,0.93837065,1.4600263,0.5864351
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-28,0.9388558,1.4603015,0.5863908
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-29,0.939827,1.4602516,0.5863222
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-30,0.9407022,1.4597654,0.5862694
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-01-31,0.9412137,1.4588773,0.58710045
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-01,0.9406606,1.4598037,0.5881315
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-02,0.9413413,1.4612895,0.5876705
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-03,0.9411958,1.4632704,0.587129
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-04,0.9419055,1.4627262,0.5858717
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-05,0.94162285,1.4594306,0.58436584
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-06,0.94082063,1.4598898,0.5840447
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-07,0.9392295,1.4601746,0.5844613
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-08,0.938251,1.460511,0.58345336
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-09,0.93754935,1.4608433,0.5823637
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-10,0.93688476,1.4612198,0.58156955
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-11,0.9362496,1.4605991,0.5814245
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-12,0.93604803,1.4614084,0.5809851
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-13,0.9361941,1.4604695,0.58042645
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-14,0.9369179,1.459212,0.57999945
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-15,0.9358115,1.4581559,0.5804281
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-16,0.9367907,1.4589629,0.58004755
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-17,0.93731546,1.4627447,0.579837
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-18,0.9372895,1.4621242,0.5802234
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-19,0.93773055,1.4607842,0.5788204
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-20,0.93861574,1.4595338,0.57897884
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-21,0.9387415,1.4587076,0.57953936
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-22,0.93964285,1.4581605,0.5802361
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-23,0.93998396,1.4588152,0.58164895
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-24,0.9398478,1.4613713,0.5830522
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-25,0.9401685,1.4617592,0.5824466
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-26,0.9407815,1.4644111,0.5815207
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-27,0.9418125,1.467267,0.58033884
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-02-28,0.9421132,1.4682273,0.5803733
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-01,0.942438,1.4702184,0.58039993
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-02,0.9416001,1.4732251,0.5804558
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-03,0.9416343,1.4756329,0.58047557
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-04,0.9415593,1.4768379,0.5804611
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-05,0.94052523,1.4774665,0.5804226
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-06,0.94084316,1.4768136,0.5805785
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-07,0.94116896,1.476722,0.5807197
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-08,0.94100654,1.4764518,0.58007485
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-09,0.940251,1.4764211,0.5800116
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-10,0.9393051,1.4777935,0.57998115
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-11,0.9387071,1.4769679,0.58017087
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-12,0.938671,1.4761636,0.58089656
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-13,0.9387797,1.475513,0.5816448
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-14,0.93950284,1.4740044,0.58232576
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-15,0.9393528,1.4712113,0.5829356
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-16,0.9398457,1.4730064,0.58324844
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-17,0.9405153,1.4720196,0.58328533
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-18,0.9409051,1.4689195,0.5832831
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-19,0.9414887,1.467988,0.58386695
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-20,0.94234926,1.4674201,0.58429897
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-21,0.9422076,1.4674225,0.5848015
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-22,0.9423752,1.4686044,0.58486974
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-23,0.9425458,1.4697312,0.58463585
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-24,0.9425163,1.4707493,0.5853598
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-25,0.9418068,1.4714454,0.5855485
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-26,0.94289994,1.4722265,0.58567196
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-27,0.9426789,1.4725701,0.5857095
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-28,0.9415566,1.4724855,0.58564025
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-29,0.9418347,1.4720443,0.58544344
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-30,0.9418869,1.4711545,0.5850987
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-03-31,0.9416947,1.4715936,0.5845855
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-01,0.9410163,1.470881,0.5839347
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-02,0.9410286,1.4720249,0.58366644
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-03,0.9409394,1.4716944,0.58449644
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-04,0.94191015,1.4701593,0.58403766
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-05,0.94259894,1.4693527,0.58445084
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-06,0.9425402,1.4675117,0.58406246
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-07,0.94167,1.4666028,0.5823718
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-08,0.94144535,1.4652278,0.5806149
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-09,0.94017154,1.4634857,0.57934034
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-10,0.94065374,1.4596907,0.578334
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-11,0.94199634,1.4572449,0.5773331
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-12,0.9422455,1.455676,0.5776592
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-13,0.9414567,1.4537028,0.5777898
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-14,0.94120574,1.4540279,0.57596546
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-15,0.9410088,1.4534982,0.5736804
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-16,0.94026184,1.4540203,0.5732345
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-17,0.9407935,1.4562292,0.57288736
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-18,0.9412874,1.4592162,0.5724676
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-19,0.94209146,1.4618536,0.573032
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-20,0.94255126,1.4668832,0.573942
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-21,0.94358087,1.4718372,0.57518137
United Kingdom,GARW,2022-04-22,Omicron 22C,2022-04-22,0.945096,1.4764769,0.57747144
United Kingdom,GARW,2022-04-29,Delta,2022-01-16,0.4943351,0.526844,0.46158582
United Kingdom,GARW,2022-04-29,Delta,2022-01-17,0.49434024,0.52685827,0.46238455
United Kingdom,GARW,2022-04-29,Delta,2022-01-18,0.49447912,0.52685595,0.4641202
United Kingdom,GARW,2022-04-29,Delta,2022-01-19,0.49460858,0.52647805,0.4648972
United Kingdom,GARW,2022-04-29,Delta,2022-01-20,0.4945969,0.5263716,0.46515816
United Kingdom,GARW,2022-04-29,Delta,2022-01-21,0.49464405,0.5259304,0.4649052
United Kingdom,GARW,2022-04-29,Delta,2022-01-22,0.49470633,0.5259636,0.46521467
United Kingdom,GARW,2022-04-29,Delta,2022-01-23,0.4943265,0.52568084,0.46546865
United Kingdom,GARW,2022-04-29,Delta,2022-01-24,0.4944106,0.5253921,0.46548578
United Kingdom,GARW,2022-04-29,Delta,2022-01-25,0.49469903,0.52563,0.46557018
United Kingdom,GARW,2022-04-29,Delta,2022-01-26,0.49489135,0.5257755,0.46571672
United Kingdom,GARW,2022-04-29,Delta,2022-01-27,0.4950079,0.5265422,0.46588436
United Kingdom,GARW,2022-04-29,Delta,2022-01-28,0.49530548,0.52615464,0.4655974
United Kingdom,GARW,2022-04-29,Delta,2022-01-29,0.49584907,0.52590597,0.46601248
United Kingdom,GARW,2022-04-29,Delta,2022-01-30,0.49617392,0.526082,0.46659237
United Kingdom,GARW,2022-04-29,Delta,2022-01-31,0.49632487,0.5263097,0.46695796
United Kingdom,GARW,2022-04-29,Delta,2022-02-01,0.49689707,0.5267898,0.46725175
United Kingdom,GARW,2022-04-29,Delta,2022-02-02,0.49701443,0.5273082,0.46754837
United Kingdom,GARW,2022-04-29,Delta,2022-02-03,0.49739516,0.5269207,0.46745405
United Kingdom,GARW,2022-04-29,Delta,2022-02-04,0.4978254,0.527232,0.46806145
United Kingdom,GARW,2022-04-29,Delta,2022-02-05,0.4982379,0.5274455,0.46868175
United Kingdom,GARW,2022-04-29,Delta,2022-02-06,0.49874753,0.5279855,0.46906453
United Kingdom,GARW,2022-04-29,Delta,2022-02-07,0.4992669,0.528429,0.46974975
United Kingdom,GARW,2022-04-29,Delta,2022-02-08,0.49994403,0.5289178,0.46996114
United Kingdom,GARW,2022-04-29,Delta,2022-02-09,0.50048316,0.5297072,0.470463
United Kingdom,GARW,2022-04-29,Delta,2022-02-10,0.50081104,0.53023714,0.4712029
United Kingdom,GARW,2022-04-29,Delta,2022-02-11,0.5014808,0.5309871,0.47156402
United Kingdom,GARW,2022-04-29,Delta,2022-02-12,0.5023532,0.53203404,0.47242573
United Kingdom,GARW,2022-04-29,Delta,2022-02-13,0.5024922,0.53294104,0.47308868
United Kingdom,GARW,2022-04-29,Delta,2022-02-14,0.5035217,0.5337294,0.47384238
United Kingdom,GARW,2022-04-29,Delta,2022-02-15,0.50429463,0.5341884,0.47423494
United Kingdom,GARW,2022-04-29,Delta,2022-02-16,0.5046845,0.53506434,0.47423548
United Kingdom,GARW,2022-04-29,Delta,2022-02-17,0.5052571,0.5361942,0.4750183
United Kingdom,GARW,2022-04-29,Delta,2022-02-18,0.50593245,0.53721046,0.47578952
United Kingdom,GARW,2022-04-29,Delta,2022-02-19,0.5061774,0.5384597,0.47609824
United Kingdom,GARW,2022-04-29,Delta,2022-02-20,0.50681245,0.53897357,0.47627053
United Kingdom,GARW,2022-04-29,Delta,2022-02-21,0.5075221,0.5394399,0.47634023
United Kingdom,GARW,2022-04-29,Delta,2022-02-22,0.5076868,0.5397797,0.4766372
United Kingdom,GARW,2022-04-29,Delta,2022-02-23,0.50772965,0.5395826,0.4769228
United Kingdom,GARW,2022-04-29,Delta,2022-02-24,0.507525,0.53991157,0.47701654
United Kingdom,GARW,2022-04-29,Delta,2022-02-25,0.5077414,0.5402221,0.47733188
United Kingdom,GARW,2022-04-29,Delta,2022-02-26,0.507655,0.5404092,0.47753718
United Kingdom,GARW,2022-04-29,Delta,2022-02-27,0.5077479,0.5405128,0.47701275
United Kingdom,GARW,2022-04-29,Delta,2022-02-28,0.507825,0.5408456,0.47690865
United Kingdom,GARW,2022-04-29,Delta,2022-03-01,0.5078778,0.5413518,0.4773026
United Kingdom,GARW,2022-04-29,Delta,2022-03-02,0.5080248,0.5418013,0.47741252
United Kingdom,GARW,2022-04-29,Delta,2022-03-03,0.50824165,0.54171455,0.47746074
United Kingdom,GARW,2022-04-29,Delta,2022-03-04,0.5082004,0.54214525,0.4770982
United Kingdom,GARW,2022-04-29,Delta,2022-03-05,0.50850403,0.5421945,0.4767434
United Kingdom,GARW,2022-04-29,Delta,2022-03-06,0.50872195,0.5424853,0.47669083
United Kingdom,GARW,2022-04-29,Delta,2022-03-07,0.5087402,0.5431389,0.47654697
United Kingdom,GARW,2022-04-29,Delta,2022-03-08,0.5084324,0.54331845,0.47674495
United Kingdom,GARW,2022-04-29,Delta,2022-03-09,0.5086542,0.5438825,0.47669247
United Kingdom,GARW,2022-04-29,Delta,2022-03-10,0.5090682,0.54430616,0.47657716
United Kingdom,GARW,2022-04-29,Delta,2022-03-11,0.50947934,0.5444508,0.4764114
United Kingdom,GARW,2022-04-29,Delta,2022-03-12,0.50975275,0.5451885,0.4768902
United Kingdom,GARW,2022-04-29,Delta,2022-03-13,0.5097604,0.5453702,0.47643864
United Kingdom,GARW,2022-04-29,Delta,2022-03-14,0.5097754,0.546317,0.47683555
United Kingdom,GARW,2022-04-29,Delta,2022-03-15,0.51000845,0.5468437,0.47715178
United Kingdom,GARW,2022-04-29,Delta,2022-03-16,0.51013005,0.5477108,0.47707456
United Kingdom,GARW,2022-04-29,Delta,2022-03-17,0.5104014,0.5478569,0.47697034
United Kingdom,GARW,2022-04-29,Delta,2022-03-18,0.51056975,0.5486218,0.4766469
United Kingdom,GARW,2022-04-29,Delta,2022-03-19,0.5105051,0.548818,0.47650844
United Kingdom,GARW,2022-04-29,Delta,2022-03-20,0.5105952,0.5490848,0.4764188
United Kingdom,GARW,2022-04-29,Delta,2022-03-21,0.51076627,0.5496511,0.47620732
United Kingdom,GARW,2022-04-29,Delta,2022-03-22,0.51030076,0.5496862,0.47584203
United Kingdom,GARW,2022-04-29,Delta,2022-03-23,0.5103766,0.55006224,0.475356
United Kingdom,GARW,2022-04-29,Delta,2022-03-24,0.51047295,0.5502119,0.4753465
United Kingdom,GARW,2022-04-29,Delta,2022-03-25,0.5107,0.55022985,0.47522175
United Kingdom,GARW,2022-04-29,Delta,2022-03-26,0.51091135,0.5505071,0.47480682
United Kingdom,GARW,2022-04-29,Delta,2022-03-27,0.5109221,0.5503964,0.4746631
United Kingdom,GARW,2022-04-29,Delta,2022-03-28,0.5106275,0.550413,0.47442555
United Kingdom,GARW,2022-04-29,Delta,2022-03-29,0.5105915,0.5503644,0.47420505
United Kingdom,GARW,2022-04-29,Delta,2022-03-30,0.5104408,0.5502978,0.4738521
United Kingdom,GARW,2022-04-29,Delta,2022-03-31,0.5107424,0.5503456,0.47372943
United Kingdom,GARW,2022-04-29,Delta,2022-04-01,0.51073027,0.55095845,0.47367957
United Kingdom,GARW,2022-04-29,Delta,2022-04-02,0.51047224,0.5514977,0.47358504
United Kingdom,GARW,2022-04-29,Delta,2022-04-03,0.51036286,0.5521791,0.47298145
United Kingdom,GARW,2022-04-29,Delta,2022-04-04,0.51008475,0.552638,0.47276187
United Kingdom,GARW,2022-04-29,Delta,2022-04-05,0.51009125,0.55233294,0.47212595
United Kingdom,GARW,2022-04-29,Delta,2022-04-06,0.5099067,0.55259305,0.4721027
United Kingdom,GARW,2022-04-29,Delta,2022-04-07,0.5100715,0.5529513,0.4720296
United Kingdom,GARW,2022-04-29,Delta,2022-04-08,0.5102273,0.5532763,0.47208732
United Kingdom,GARW,2022-04-29,Delta,2022-04-09,0.50977445,0.5536461,0.47200343
United Kingdom,GARW,2022-04-29,Delta,2022-04-10,0.51001585,0.5535508,0.47213537
United Kingdom,GARW,2022-04-29,Delta,2022-04-11,0.51014733,0.5540222,0.47195622
United Kingdom,GARW,2022-04-29,Delta,2022-04-12,0.5103484,0.5544582,0.47155425
United Kingdom,GARW,2022-04-29,Delta,2022-04-13,0.51008344,0.55431324,0.47149086
United Kingdom,GARW,2022-04-29,Delta,2022-04-14,0.510113,0.5545206,0.47143772
United Kingdom,GARW,2022-04-29,Delta,2022-04-15,0.5103195,0.554471,0.47100964
United Kingdom,GARW,2022-04-29,Delta,2022-04-16,0.5103822,0.55458283,0.47077078
United Kingdom,GARW,2022-04-29,Delta,2022-04-17,0.51019853,0.555366,0.4700072
United Kingdom,GARW,2022-04-29,Delta,2022-04-18,0.510394,0.5553975,0.47017777
United Kingdom,GARW,2022-04-29,Delta,2022-04-19,0.51050603,0.5557107,0.4699211
United Kingdom,GARW,2022-04-29,Delta,2022-04-20,0.5103812,0.5562012,0.4693878
United Kingdom,GARW,2022-04-29,Delta,2022-04-21,0.5104033,0.5553199,0.46878886
United Kingdom,GARW,2022-04-29,Delta,2022-04-22,0.5102734,0.5554303,0.46819144
United Kingdom,GARW,2022-04-29,Delta,2022-04-23,0.51037663,0.5559289,0.46823192
United Kingdom,GARW,2022-04-29,Delta,2022-04-24,0.51023567,0.55645937,0.46735278
United Kingdom,GARW,2022-04-29,Delta,2022-04-25,0.5103982,0.55727035,0.46771038
United Kingdom,GARW,2022-04-29,Delta,2022-04-26,0.51054347,0.55775166,0.4677345
United Kingdom,GARW,2022-04-29,Delta,2022-04-27,0.511047,0.55711085,0.4670192
United Kingdom,GARW,2022-04-29,Delta,2022-04-28,0.51070845,0.5586106,0.46595526
United Kingdom,GARW,2022-04-29,Delta,2022-04-29,0.5110837,0.5596879,0.4663724
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-16,0.8094257,0.8482652,0.7755412
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-17,0.7823577,0.81066215,0.7566285
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-18,0.7601417,0.7812997,0.7404085
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-19,0.7424646,0.7591267,0.72598547
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-20,0.72848606,0.7425828,0.71444166
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-21,0.71796227,0.73055816,0.7048176
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-22,0.7097722,0.72206676,0.6973779
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-23,0.70412254,0.7157036,0.6922389
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-24,0.7001371,0.7117843,0.688454
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-25,0.6975051,0.70907307,0.6863514
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-26,0.69619274,0.7074537,0.68487144
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-27,0.69533956,0.7063191,0.6842463
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-28,0.6948962,0.7057119,0.68400586
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-29,0.6945045,0.70520675,0.68380827
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-30,0.6941281,0.7047552,0.68343645
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-01-31,0.69369286,0.70414436,0.6832865
United Kingdom,GARW,2022-04-29,Omicron 21K,2022-02-01,0.69343066,0.7037651,0.6833084
