location,model,pivot_date,lead,variant,MAE,RMSE,loglik,total_seq,raw_freq,smoothed_freq,pred_freq,date
USA,GARW,2022-04-15,-13,Omicron 21K,0.028710626249212584,0.028710626249212584,-7.854968751992885,1746.0,0.14146620847651775,0.1470194062492126,0.11830878,2022-04-02
USA,GARW,2022-04-15,-12,Omicron 21K,0.03005390752938021,0.03005390752938021,-7.269480670341721,1764.0,0.12698412698412698,0.1364923725293802,0.106438465,2022-04-03
USA,GARW,2022-04-15,-11,Omicron 21K,0.028733791981093312,0.028733791981093312,-18.680864102699047,3548.0,0.12344983089064261,0.12426347198109332,0.09552968,2022-04-04
USA,GARW,2022-04-15,-10,Omicron 21K,0.026679950412292902,0.026679950412292902,-22.772460385778686,3088.0,0.11819948186528498,0.11225198441229291,0.085572034,2022-04-05
USA,GARW,2022-04-15,-9,Omicron 21K,0.026454473446280283,0.026454473446280283,-13.093074773199533,2929.0,0.09866848753840901,0.10295971344628028,0.07650524,2022-04-06
USA,GARW,2022-04-15,-8,Omicron 21K,0.0261901624965786,0.0261901624965786,-21.111551480039253,3240.0,0.09598765432098766,0.0945625024965786,0.06837234,2022-04-07
USA,GARW,2022-04-15,-7,Omicron 21K,0.02447327786919906,0.02447327786919906,-14.337273070857805,3333.0,0.081008100810081,0.08543883786919906,0.06096556,2022-04-08
USA,GARW,2022-04-15,-6,Omicron 21K,0.021891993282026012,0.021891993282026012,-11.933332559408484,1989.0,0.07642031171442937,0.07610093328202601,0.05420894,2022-04-09
USA,GARW,2022-04-15,-5,Omicron 21K,0.022134528164342367,0.022134528164342367,-11.495941453686143,2082.0,0.06820365033621517,0.07028292816434237,0.0481484,2022-04-10
USA,GARW,2022-04-15,-4,Omicron 21K,0.022109258113935416,0.022109258113935416,-16.026808046098296,3944.0,0.0595841784989858,0.06474253811393542,0.04263328,2022-04-11
USA,GARW,2022-04-15,-3,Omicron 21K,0.021114379103049856,0.021114379103049856,-11.464168091274104,2858.0,0.05283414975507348,0.058803893103049856,0.037689514,2022-04-12
USA,GARW,2022-04-15,-2,Omicron 21K,0.02125010646235151,0.02125010646235151,-23.186419838311423,2537.0,0.057942451714623575,0.05450204646235151,0.03325194,2022-04-13
USA,GARW,2022-04-15,-1,Omicron 21K,0.020264527404729143,0.020264527404729143,-33.20402519463411,2762.0,0.05720492396813903,0.04955448240472914,0.029289955,2022-04-14
USA,GARW,2022-04-15,0,Omicron 21K,0.021118641677090405,0.021118641677090405,-12.748808985580837,2916.0,0.03943758573388203,0.046815148677090405,0.025696507,2022-04-15
USA,GARW,2022-04-15,-13,Omicron 21L,0.023548252840517092,0.023548252840517092,-6.811885998752587,1746.0,0.7479954180985109,0.7492899771594829,0.77283823,2022-04-02
USA,GARW,2022-04-15,-12,Omicron 21L,0.025243042853198117,0.025243042853198117,-7.198539784463151,1764.0,0.7482993197278912,0.7492533971468018,0.77449644,2022-04-03
USA,GARW,2022-04-15,-11,Omicron 21L,0.023364752238792197,0.023364752238792197,-6.878665534599122,3548.0,0.757891770011274,0.7510323777612078,0.77439713,2022-04-04
USA,GARW,2022-04-15,-10,Omicron 21L,0.023025701059059656,0.023025701059059656,-7.777943886650519,3088.0,0.7522668393782384,0.7499089989409403,0.7729347,2022-04-05
USA,GARW,2022-04-15,-9,Omicron 21L,0.019297429113210196,0.019297429113210196,-7.285314086064773,2929.0,0.7497439399112324,0.7503569708867898,0.7696544,2022-04-06
USA,GARW,2022-04-15,-8,Omicron 21L,0.014712859171771342,0.014712859171771342,-6.187546723922651,3240.0,0.7496913580246913,0.7502225408282287,0.7649354,2022-04-07
USA,GARW,2022-04-15,-7,Omicron 21L,0.011917303230176923,0.011917303230176923,-6.156174842479459,3333.0,0.7434743474347435,0.7465234267698231,0.75844073,2022-04-08
USA,GARW,2022-04-15,-6,Omicron 21L,0.008417530262217587,0.008417530262217587,-3.8786133658817334,1989.0,0.751131221719457,0.7424757097377824,0.75089324,2022-04-09
USA,GARW,2022-04-15,-5,Omicron 21L,0.0012435309094834812,0.0012435309094834812,-4.099575794012708,2082.0,0.7473583093179635,0.7401613690905166,0.7414049,2022-04-10
USA,GARW,2022-04-15,-4,Omicron 21L,0.00674599367600337,0.00674599367600337,-4.252615954197381,3944.0,0.7319979716024341,0.7378520936760034,0.7311061,2022-04-11
USA,GARW,2022-04-15,-3,Omicron 21L,0.019623794228633695,0.019623794228633695,-4.278593386490343,2858.0,0.7239328201539538,0.7384413942286336,0.7188176,2022-04-12
USA,GARW,2022-04-15,-2,Omicron 21L,0.02706230837136303,0.02706230837136303,-8.90841103675109,2537.0,0.7335435553803705,0.7325911683713631,0.70552886,2022-04-13
USA,GARW,2022-04-15,-1,Omicron 21L,0.03995618825807168,0.03995618825807168,-15.96107261610473,2762.0,0.7335264301230991,0.7311882882580717,0.6912321,2022-04-14
USA,GARW,2022-04-15,0,Omicron 21L,0.05133314330471361,0.05133314330471361,-39.972081635399604,2916.0,0.747599451303155,0.7270959433047136,0.6757628,2022-04-15
USA,GARW,2022-04-15,-13,Omicron 22C,0.008943036573202306,0.008943036573202306,-3.611996602283881,1746.0,0.10309278350515463,0.09818802742679769,0.107131064,2022-04-02
USA,GARW,2022-04-15,-12,Omicron 22C,0.008233066876338582,0.008233066876338582,-3.551296701478833,1764.0,0.11904761904761904,0.10921165712366142,0.117444724,2022-04-03
USA,GARW,2022-04-15,-11,Omicron 22C,0.008718621977236649,0.008718621977236649,-7.23686531239548,3548.0,0.11414881623449831,0.11978997802276335,0.1285086,2022-04-04
USA,GARW,2022-04-15,-10,Omicron 22C,0.007200601229964493,0.007200601229964493,-7.016822150664609,3088.0,0.12467616580310881,0.1329986387700355,0.14019924,2022-04-05
USA,GARW,2022-04-15,-9,Omicron 22C,0.010434122519324018,0.010434122519324018,-4.174578715232087,2929.0,0.14749061113007852,0.142188357480676,0.15262248,2022-04-06
USA,GARW,2022-04-15,-8,Omicron 22C,0.014513691159171865,0.014513691159171865,-6.618409849593263,3240.0,0.1506172839506173,0.15104953884082814,0.16556323,2022-04-07
USA,GARW,2022-04-15,-7,Omicron 22C,0.015605741281921104,0.015605741281921104,-4.653058390932642,3333.0,0.1719171917191719,0.1638645587180789,0.1794703,2022-04-08
USA,GARW,2022-04-15,-6,Omicron 22C,0.01739865435326396,0.01739865435326396,-8.42466616937537,1989.0,0.167420814479638,0.17669448564673604,0.19409314,2022-04-09
USA,GARW,2022-04-15,-5,Omicron 22C,0.025037820015576556,0.025037820015576556,-9.063915050332639,2082.0,0.18107588856868395,0.18451115998442344,0.20954898,2022-04-10
USA,GARW,2022-04-15,-4,Omicron 22C,0.03366994404638263,0.03366994404638263,-9.655797595299987,3944.0,0.20385395537525355,0.19201064595361736,0.22568059,2022-04-11
USA,GARW,2022-04-15,-3,Omicron 22C,0.04579348665529434,0.04579348665529434,-10.409199210197357,2858.0,0.2144856543037089,0.19699249334470567,0.24278598,2022-04-12
USA,GARW,2022-04-15,-2,Omicron 22C,0.053922945336303346,0.053922945336303346,-27.70400526958292,2537.0,0.20220733149389042,0.20677925466369665,0.2607022,2022-04-13
USA,GARW,2022-04-15,-1,Omicron 22C,0.06629716005262601,0.06629716005262601,-46.180379185959964,2762.0,0.20311368573497465,0.21273803994737397,0.2790352,2022-04-14
USA,GARW,2022-04-15,0,Omicron 22C,0.07914068984629274,0.07914068984629274,-66.2662183357653,2916.0,0.20679012345679013,0.21889738015370724,0.29803807,2022-04-15
USA,GARW,2022-04-15,-13,other,0.0038721541776472928,0.0038721541776472928,-14.705457941102006,1746.0,0.0074455899198167235,0.005112158177647293,0.001240004,2022-04-02
USA,GARW,2022-04-15,-12,other,0.0034578997221057085,0.0034578997221057085,-8.446707847267486,1764.0,0.00510204081632653,0.0046126675221057085,0.0011547678,2022-04-03
USA,GARW,2022-04-15,-11,other,0.003381734198488048,0.003381734198488048,-11.657505847741609,3548.0,0.004227733934611048,0.004455855998488048,0.0010741218,2022-04-04
USA,GARW,2022-04-15,-10,other,0.0034010881619042114,0.0034010881619042114,-11.026757899388112,3088.0,0.0042098445595854924,0.0043980133619042116,0.0009969252,2022-04-05
USA,GARW,2022-04-15,-9,other,0.00312852994142691,0.00312852994142691,-7.861513569806249,2929.0,0.003414134516899966,0.00405259367142691,0.00092406373,2022-04-06
USA,GARW,2022-04-15,-8,other,0.0028799766520093287,0.0028799766520093287,-7.6881770906889635,3240.0,0.0030864197530864196,0.0037354227520093285,0.0008554461,2022-04-07
USA,GARW,2022-04-15,-7,other,0.0028477408528313373,0.0028477408528313373,-9.485910708664091,3333.0,0.0033003300330033004,0.0036385601528313373,0.0007908193,2022-04-08
USA,GARW,2022-04-15,-6,other,0.0035072267551438767,0.0035072267551438767,-12.848132216802565,1989.0,0.005027652086475616,0.0042367938951438765,0.00072956714,2022-04-09
USA,GARW,2022-04-15,-5,other,0.003919966846003992,0.003919966846003992,-5.955139336772263,2082.0,0.002881844380403458,0.004593702546003992,0.0006737357,2022-04-10
USA,GARW,2022-04-15,-4,other,0.004152036391239087,0.004152036391239087,-15.107047757028033,3944.0,0.0035496957403651115,0.004773453691239086,0.0006214173,2022-04-11
USA,GARW,2022-04-15,-3,other,0.004414912528480042,0.004414912528480042,-44.67033298336771,2858.0,0.008397480755773267,0.004987849028480042,0.0005729365,2022-04-12
USA,GARW,2022-04-15,-2,other,0.004483690010195388,0.004483690010195388,-24.906056941039314,2537.0,0.005912495072920773,0.005010987410195388,0.0005272974,2022-04-13
USA,GARW,2022-04-15,-1,other,0.004696416911832272,0.004696416911832272,-17.854877826559033,2762.0,0.004344677769732078,0.005180606211832272,0.0004841893,2022-04-14
USA,GARW,2022-04-15,0,other,0.0052827122735204105,0.0052827122735204105,-22.910717356817116,2916.0,0.004801097393689987,0.0057261741435204105,0.00044346187,2022-04-15
USA,GARW,2022-04-15,1,Delta,0.00018874646778123717,0.00018874646778123717,-3.46482269139306,2505.0,0.0003992015968063872,0.00020164271378123716,1.2896246e-05,2022-04-16
USA,GARW,2022-04-15,2,Delta,0.00019045625678123718,0.00019045625678123718,-0.010996348736205818,983.0,0.0,0.00020164271378123716,1.1186457e-05,2022-04-17
USA,GARW,2022-04-15,3,Delta,8.851150297809245e-05,8.851150297809245e-05,-0.04075131128314776,4207.0,0.0,9.819800497809245e-05,9.686502e-06,2022-04-18
USA,GARW,2022-04-15,4,Delta,8.971621597809245e-05,8.971621597809245e-05,-3.5551027413122114,3470.0,0.00028818443804034583,9.819800497809245e-05,8.481789e-06,2022-04-19
USA,GARW,2022-04-15,5,Delta,3.374776543432285e-05,3.374776543432285e-05,-0.02397134015104135,3230.0,0.0,4.116920543432285e-05,7.42144e-06,2022-04-20
USA,GARW,2022-04-15,6,Delta,3.470740293432285e-05,3.470740293432285e-05,-0.018997760729954995,2940.0,0.0,4.116920543432285e-05,6.4618025e-06,2022-04-21
USA,GARW,2022-04-15,7,Delta,3.5588413434322854e-05,3.5588413434322854e-05,-0.017283761052582565,3097.0,0.0,4.116920543432285e-05,5.580792e-06,2022-04-22
USA,GARW,2022-04-15,8,Delta,3.7026380662690796e-05,3.7026380662690796e-05,-0.011307622134467224,2335.0,0.0,4.1869033662690794e-05,4.842653e-06,2022-04-23
USA,GARW,2022-04-15,9,Delta,3.772396266269079e-05,3.772396266269079e-05,-0.011332647601330688,2734.0,0.0,4.1869033662690794e-05,4.145071e-06,2022-04-24
USA,GARW,2022-04-15,10,Delta,3.8328604062690794e-05,3.8328604062690794e-05,-0.013273094066641422,3749.0,0.0,4.1869033662690794e-05,3.5404296e-06,2022-04-25
USA,GARW,2022-04-15,11,Delta,3.883111986269079e-05,3.883111986269079e-05,-4.57964795922275,3412.0,0.00029308323563892143,4.1869033662690794e-05,3.0379138e-06,2022-04-26
USA,GARW,2022-04-15,12,Delta,3.927017006269079e-05,3.927017006269079e-05,-0.007552307435312696,2906.0,0.0,4.1869033662690794e-05,2.5988636e-06,2022-04-27
USA,GARW,2022-04-15,13,Delta,3.965675966269079e-05,3.965675966269079e-05,-0.005234246073795384,2366.0,0.0,4.1869033662690794e-05,2.212274e-06,2022-04-28
USA,GARW,2022-04-15,14,Delta,3.9990969262690794e-05,3.9990969262690794e-05,-0.005348732433833557,2848.0,0.0,4.1869033662690794e-05,1.8780644e-06,2022-04-29
USA,GARW,2022-04-15,1,Omicron 21K,0.02066794051405603,0.02066794051405603,-28.066069689318077,2505.0,0.04630738522954092,0.04317848751405603,0.022510547,2022-04-16
USA,GARW,2022-04-15,2,Omicron 21K,0.0187743048201934,0.0187743048201934,-6.729627592815518,983.0,0.0335707019328586,0.0384392518201934,0.019664947,2022-04-17
USA,GARW,2022-04-15,3,Omicron 21K,0.016485006504045257,0.016485006504045257,-52.570191993806176,4207.0,0.040408842405514615,0.03361988950404526,0.017134883,2022-04-18
USA,GARW,2022-04-15,4,Omicron 21K,0.01581977801957491,0.01581977801957491,-17.85601544863092,3470.0,0.027377521613832854,0.03075360401957491,0.014933826,2022-04-19
USA,GARW,2022-04-15,5,Omicron 21K,0.01480587683719632,0.01480587683719632,-17.05602649655134,3230.0,0.02476780185758514,0.02774792983719632,0.012942053,2022-04-20
USA,GARW,2022-04-15,6,Omicron 21K,0.013918131961533482,0.013918131961533482,-18.13025849675212,2940.0,0.02346938775510204,0.025146701961533482,0.01122857,2022-04-21
USA,GARW,2022-04-15,7,Omicron 21K,0.01209421175956441,0.01209421175956441,-14.594783688521769,3097.0,0.019373587342589604,0.02181275575956441,0.009718544,2022-04-22
USA,GARW,2022-04-15,8,Omicron 21K,0.012083847296727464,0.012083847296727464,-29.007030816130015,2335.0,0.025267665952890792,0.020455692296727463,0.008371845,2022-04-23
USA,GARW,2022-04-15,9,Omicron 21K,0.011423763002747398,0.011423763002747398,-12.342956137805231,2734.0,0.015362106803218726,0.018638013002747398,0.00721425,2022-04-24
USA,GARW,2022-04-15,10,Omicron 21K,0.010347950129871452,0.010347950129871452,-27.245921979937858,3749.0,0.017071218991731127,0.01655320612987145,0.006205256,2022-04-25
USA,GARW,2022-04-15,11,Omicron 21K,0.010051375231812903,0.010051375231812903,-34.17243731263591,3412.0,0.01787807737397421,0.015390687231812904,0.005339312,2022-04-26
USA,GARW,2022-04-15,12,Omicron 21K,0.00838730858730784,0.00838730858730784,-14.95869009249789,2906.0,0.012044046799724708,0.012960119587307842,0.004572811,2022-04-27
USA,GARW,2022-04-15,13,Omicron 21K,0.007961665638915235,0.007961665638915235,-7.9082972926462425,2366.0,0.008875739644970414,0.011881059638915234,0.003919394,2022-04-28
USA,GARW,2022-04-15,14,Omicron 21K,0.007074551154638328,0.007074551154638328,-19.02384733882849,2848.0,0.011235955056179775,0.010421561554638328,0.0033470104,2022-04-29
USA,GARW,2022-04-15,1,Omicron 21L,0.06123742461660242,0.06123742461660242,-18.721438840785368,2505.0,0.7101796407185629,0.7207951246166024,0.6595577,2022-04-16
USA,GARW,2022-04-15,2,Omicron 21L,0.07410538318013205,0.07410538318013205,-23.82147018168206,983.0,0.7375381485249237,0.716622383180132,0.642517,2022-04-17
USA,GARW,2022-04-15,3,Omicron 21L,0.08766138354155506,0.08766138354155506,-61.622524580915524,4207.0,0.7033515569289279,0.7124159835415551,0.6247546,2022-04-18
USA,GARW,2022-04-15,4,Omicron 21L,0.09896048638551147,0.09896048638551147,-44.63609652621153,3470.0,0.6798270893371758,0.7052055263855115,0.60624504,2022-04-19
USA,GARW,2022-04-15,5,Omicron 21L,0.11121664978240076,0.11121664978240076,-99.66476777588537,3230.0,0.7043343653250774,0.6981532497824008,0.5869366,2022-04-20
USA,GARW,2022-04-15,6,Omicron 21L,0.11855585304255656,0.11855585304255656,-120.70127696394036,2940.0,0.7040816326530612,0.6858515830425566,0.56729573,2022-04-21
USA,GARW,2022-04-15,7,Omicron 21L,0.13222682064776348,0.13222682064776348,-149.71205713948268,3097.0,0.6971262512108493,0.6794550206477635,0.5472282,2022-04-22
USA,GARW,2022-04-15,8,Omicron 21L,0.14574500870594287,0.14574500870594287,-89.82581835491987,2335.0,0.660813704496788,0.6727321087059429,0.5269871,2022-04-23
USA,GARW,2022-04-15,9,Omicron 21L,0.15373707561014738,0.15373707561014738,-121.33319256016887,2734.0,0.6514264813460132,0.6600098756101473,0.5062728,2022-04-24
USA,GARW,2022-04-15,10,Omicron 21L,0.16225349904951808,0.16225349904951808,-232.4899200543366,3749.0,0.6585756201653774,0.6476407690495181,0.48538727,2022-04-25
USA,GARW,2022-04-15,11,Omicron 21L,0.1710260388444368,0.1710260388444368,-199.390036031543,3412.0,0.6327667057444314,0.6353807588444368,0.46435472,2022-04-26
USA,GARW,2022-04-15,12,Omicron 21L,0.1839314992607452,0.1839314992607452,-176.84181104899756,2906.0,0.6152787336545079,0.6274253692607452,0.44349387,2022-04-27
USA,GARW,2022-04-15,13,Omicron 21L,0.19976905184890809,0.19976905184890809,-186.44222200042668,2366.0,0.6174978867286559,0.6218635718489081,0.42209452,2022-04-28
USA,GARW,2022-04-15,14,Omicron 21L,0.20742872808380414,0.20742872808380414,-258.87120335847453,2848.0,0.6113061797752809,0.6086822480838041,0.40125352,2022-04-29
USA,GARW,2022-04-15,1,Omicron 22C,0.08894358468918573,0.08894358468918573,-44.53268467771477,2505.0,0.23592814371257484,0.22852005531081426,0.31746364,2022-04-16
USA,GARW,2022-04-15,2,Omicron 22C,0.1000589024567782,0.1000589024567782,-34.31346764773957,983.0,0.22278738555442523,0.23700613754322178,0.33706504,2022-04-17
USA,GARW,2022-04-15,3,Omicron 22C,0.11141277777557437,0.11141277777557437,-122.54046308515626,4207.0,0.2469693368195864,0.2459393622244256,0.35735214,2022-04-18
USA,GARW,2022-04-15,4,Omicron 22C,0.12248077823157694,0.12248077823157694,-75.58531364631926,3470.0,0.2818443804034582,0.25569862176842306,0.3781794,2022-04-19
USA,GARW,2022-04-15,5,Omicron 22C,0.13380339603939967,0.13380339603939967,-139.25226909098456,3230.0,0.26160990712074306,0.2656165039606003,0.3994199,2022-04-20
USA,GARW,2022-04-15,6,Omicron 22C,0.14081694293070485,0.14081694293070485,-157.16223871969203,2940.0,0.26564625850340134,0.27992830706929517,0.42074525,2022-04-21
USA,GARW,2022-04-15,7,Omicron 22C,0.15300508451156947,0.15300508451156947,-189.048850100731,3097.0,0.27510494026477234,0.28968755548843056,0.44269264,2022-04-22
USA,GARW,2022-04-15,8,Omicron 22C,0.16605152837761367,0.16605152837761367,-126.29140757424796,2335.0,0.3053533190578158,0.29799215162238635,0.46404368,2022-04-23
USA,GARW,2022-04-15,9,Omicron 22C,0.17373574882461396,0.17373574882461396,-153.16550167838068,2734.0,0.32297000731528896,0.31223665117538607,0.4859724,2022-04-24
USA,GARW,2022-04-15,10,Omicron 22C,0.18184941844296,0.18184941844296,-289.0841840731248,3749.0,0.3152840757535343,0.32621328155704,0.5080627,2022-04-25
USA,GARW,2022-04-15,11,Omicron 22C,0.19108075846473332,0.19108075846473332,-254.6585586385063,3412.0,0.3399765533411489,0.33922999153526673,0.53031075,2022-04-26
USA,GARW,2022-04-15,12,Omicron 22C,0.20288775491323102,0.20288775491323102,-217.33353771972475,2906.0,0.36132140399174123,0.349101945086769,0.5519897,2022-04-27
USA,GARW,2022-04-15,13,Omicron 22C,0.21809339029000208,0.21809339029000208,-215.004599253494,2366.0,0.36348267117497884,0.355462849709998,0.57355624,2022-04-28
USA,GARW,2022-04-15,14,Omicron 22C,0.22604107001743812,0.22604107001743812,-306.9677013974367,2848.0,0.36622191011235955,0.3692147799825619,0.59525585,2022-04-29
USA,GARW,2022-04-15,1,other,0.00548011228488586,0.00548011228488586,-23.405187416835663,2505.0,0.005189620758483034,0.00588511781488586,0.00040500553,2022-04-16
USA,GARW,2022-04-15,2,other,0.0058209711792850585,0.0058209711792850585,-7.597584123388737,983.0,0.004069175991861648,0.0061904093192850585,0.00036943814,2022-04-17
USA,GARW,2022-04-15,3,other,0.005913206125309728,0.005913206125309728,-68.80611791436723,4207.0,0.0073686712621820775,0.006250013175309728,0.00033680705,2022-04-18
USA,GARW,2022-04-15,4,other,0.006226751166197782,0.006226751166197782,-84.2721619783938,3470.0,0.009510086455331412,0.006532821486197782,0.00030607032,2022-04-19
USA,GARW,2022-04-15,5,other,0.006370043111379312,0.006370043111379312,-65.05824417390944,3230.0,0.00804953560371517,0.006647978141379312,0.00027793503,2022-04-20
USA,GARW,2022-04-15,6,other,0.006702729092660023,0.006702729092660023,-30.146753042057153,2940.0,0.004761904761904762,0.006954952372660023,0.00025222328,2022-04-21
USA,GARW,2022-04-15,7,other,0.006855813915079693,0.006855813915079693,-53.48028826646468,3097.0,0.006780755569906361,0.0070835524350796935,0.00022773852,2022-04-22
USA,GARW,2022-04-15,8,other,0.006190020934349884,0.006190020934349884,-36.03014039238765,2335.0,0.0059957173447537475,0.006394873194349884,0.00020485226,2022-04-23
USA,GARW,2022-04-15,9,other,0.0056999166576820895,0.0056999166576820895,-45.726311759413235,2734.0,0.006217995610826628,0.005884011407682089,0.00018409475,2022-04-24
USA,GARW,2022-04-15,10,other,0.005581049660163271,0.005581049660163271,-93.51775010111842,3749.0,0.008268871699119766,0.005747151930163271,0.00016610227,2022-04-25
USA,GARW,2022-04-15,11,other,0.005331404924045027,0.005331404924045027,-42.00458840790233,3412.0,0.004689331770222743,0.005480719754045027,0.00014931483,2022-04-26
USA,GARW,2022-04-15,12,other,0.005359327335463475,0.005359327335463475,-35.25852009285748,2906.0,0.004473503097040606,0.005492998435463475,0.0001336711,2022-04-27
USA,GARW,2022-04-15,13,other,0.00532193795153865,0.00532193795153865,-24.473688583159028,2366.0,0.0038038884192730348,0.00544135840153865,0.00011942045,2022-04-28
USA,GARW,2022-04-15,14,other,0.005245696756455554,0.005245696756455554,-42.21002062626856,2848.0,0.0049157303370786515,0.005352328596455554,0.00010663184,2022-04-29
USA,GARW,2022-04-22,-13,Delta,0.00013951946008726075,0.00013951946008726075,-0.08798263598002917,1989.0,0.0,0.00018375309008726074,4.423363e-05,2022-04-09
USA,GARW,2022-04-22,-12,Delta,4.677234960440456e-05,4.677234960440456e-05,-0.08210329012285314,2082.0,0.0,8.620638960440456e-05,3.943404e-05,2022-04-10
USA,GARW,2022-04-22,-11,Delta,0.0001545082954075493,0.0001545082954075493,-2.1147105031349605,3944.0,0.0002535496957403651,0.0001896510984075493,3.5142803e-05,2022-04-11
USA,GARW,2022-04-22,-10,Delta,0.0001583889984075493,0.0001583889984075493,-2.5045439140664136,2858.0,0.0003498950314905528,0.0001896510984075493,3.12621e-05,2022-04-12
USA,GARW,2022-04-22,-9,Delta,0.0002190108519513189,0.0002190108519513189,-0.07019734085320509,2537.0,0.0,0.0002466798979513189,2.7669046e-05,2022-04-13
USA,GARW,2022-04-22,-8,Delta,0.0002222932679513189,0.0002222932679513189,-6.1563476074977785,2762.0,0.000724112961622013,0.0002466798979513189,2.438663e-05,2022-04-14
USA,GARW,2022-04-22,-7,Delta,0.00018893177284555243,0.00018893177284555243,-0.06277264948767641,2916.0,0.0,0.00021045851284555244,2.152674e-05,2022-04-15
USA,GARW,2022-04-22,-6,Delta,0.00018264984178123717,0.00018264984178123717,-3.092961396692193,2505.0,0.0003992015968063872,0.00020164271378123716,1.8992872e-05,2022-04-16
USA,GARW,2022-04-22,-5,Delta,0.00018501124978123715,0.00018501124978123715,-0.016348865065157238,983.0,0.0,0.00020164271378123716,1.6631464e-05,2022-04-17
USA,GARW,2022-04-22,-4,Delta,8.369935197809245e-05,8.369935197809245e-05,-0.060996275353983845,4207.0,0.0,9.819800497809245e-05,1.4498653e-05,2022-04-18
USA,GARW,2022-04-22,-3,Delta,8.552506847809245e-05,8.552506847809245e-05,-3.1680946448763305,3470.0,0.00028818443804034583,9.819800497809245e-05,1.26729365e-05,2022-04-19
USA,GARW,2022-04-22,-2,Delta,3.0131113934322853e-05,3.0131113934322853e-05,-0.035653232317182294,3230.0,0.0,4.116920543432285e-05,1.10380915e-05,2022-04-20
USA,GARW,2022-04-22,-1,Delta,3.160828043432285e-05,3.160828043432285e-05,-0.028109253875448183,2940.0,0.0,4.116920543432285e-05,9.560925e-06,2022-04-21
USA,GARW,2022-04-22,0,Delta,3.294558543432285e-05,3.294558543432285e-05,-0.025468655862417394,3097.0,0.0,4.116920543432285e-05,8.22362e-06,2022-04-22
USA,GARW,2022-04-22,-13,Omicron 21K,0.003462839282026009,0.003462839282026009,-3.599584046916334,1989.0,0.07642031171442937,0.07610093328202601,0.072638094,2022-04-09
USA,GARW,2022-04-22,-12,Omicron 21K,0.004940003164342371,0.004940003164342371,-3.499761514513551,2082.0,0.06820365033621517,0.07028292816434237,0.065342925,2022-04-10
USA,GARW,2022-04-22,-11,Omicron 21K,0.006102148113935418,0.006102148113935418,-3.6500321443858468,3944.0,0.0595841784989858,0.06474253811393542,0.05864039,2022-04-11
USA,GARW,2022-04-22,-10,Omicron 21K,0.006262463103049856,0.006262463103049856,-3.4034467716821553,2858.0,0.05283414975507348,0.058803893103049856,0.05254143,2022-04-12
USA,GARW,2022-04-22,-9,Omicron 21K,0.007451458462351512,0.007451458462351512,-6.520102335941488,2537.0,0.057942451714623575,0.05450204646235151,0.047050588,2022-04-13
