date	location	variant	date_submitted	sequences
2022-01-02	USA	Delta	2022-01-22	16
2022-01-02	USA	Delta	2022-01-24	31
2022-01-02	USA	Delta	2022-01-25	37
2022-01-02	USA	Delta	2022-01-26	12
2022-01-02	USA	Delta	2022-01-27	19
2022-01-02	USA	Delta	2022-01-28	17
2022-01-02	USA	Delta	2022-01-29	2
2022-01-02	USA	Delta	2022-01-31	7
2022-01-02	USA	Delta	2022-02-01	16
2022-01-02	USA	Delta	2022-02-02	4
2022-01-02	USA	Delta	2022-02-03	6
2022-01-02	USA	Delta	2022-02-04	17
2022-01-02	USA	Delta	2022-02-08	8
2022-01-02	USA	Delta	2022-02-09	50
2022-01-02	USA	Delta	2022-02-10	11
2022-01-02	USA	Delta	2022-02-11	1
2022-01-02	USA	Delta	2022-02-14	1
2022-01-02	USA	Delta	2022-02-15	10
2022-01-02	USA	Delta	2022-02-16	2
2022-01-02	USA	Delta	2022-02-17	5
2022-01-02	USA	Delta	2022-02-18	9
2022-01-02	USA	Delta	2022-02-19	4
2022-01-02	USA	Delta	2022-02-22	1
2022-01-02	USA	Delta	2022-02-23	2
2022-01-02	USA	Delta	2022-02-26	5
2022-01-02	USA	Delta	2022-02-28	1
2022-01-02	USA	Delta	2022-03-01	2
2022-01-02	USA	Delta	2022-03-04	3
2022-01-02	USA	Delta	2022-03-08	1
2022-01-02	USA	Delta	2022-03-10	2
2022-01-02	USA	Delta	2022-03-11	1
2022-01-02	USA	Delta	2022-03-12	3
2022-01-02	USA	Delta	2022-03-15	1
2022-01-02	USA	Delta	2022-03-16	1
2022-01-02	USA	Delta	2022-03-17	5
2022-01-02	USA	Delta	2022-03-18	2
2022-01-02	USA	Delta	2022-03-20	5
2022-01-02	USA	Delta	2022-03-22	2
2022-01-02	USA	Delta	2022-03-25	1
2022-01-02	USA	Delta	2022-03-30	7
2022-01-02	USA	Delta	2022-03-31	2
2022-01-02	USA	Delta	2022-04-06	4
2022-01-02	USA	Delta	2022-04-08	2
2022-01-02	USA	Delta	2022-04-10	1
2022-01-02	USA	Delta	2022-04-11	5
2022-01-02	USA	Delta	2022-04-13	4
2022-01-02	USA	Delta	2022-04-14	2
2022-01-02	USA	Delta	2022-04-15	2
2022-01-02	USA	Delta	2022-04-18	4
2022-01-02	USA	Delta	2022-04-19	13
2022-01-02	USA	Delta	2022-04-23	1
2022-01-02	USA	Delta	2022-04-28	1
2022-01-02	USA	Delta	2022-05-01	2
2022-01-02	USA	Delta	2022-05-02	4
2022-01-02	USA	Delta	2022-05-07	1
2022-01-02	USA	Delta	2022-05-09	1
2022-01-02	USA	Delta	2022-05-12	2
2022-01-02	USA	Delta	2022-05-16	8
2022-01-02	USA	Delta	2022-05-19	5
2022-01-02	USA	Delta	2022-05-24	4
2022-01-02	USA	Delta	2022-05-27	9
2022-01-02	USA	Delta	2022-05-28	1
2022-01-02	USA	Delta	2022-06-01	2
2022-01-02	USA	Delta	2022-07-01	1
2022-01-02	USA	Delta	2022-07-02	2
2022-01-02	USA	Delta	2022-07-05	1
2022-01-02	USA	Delta	2022-07-06	3
2022-01-02	USA	Delta	2022-07-15	1
2022-01-02	USA	Delta	2022-08-16	2
2022-01-02	USA	Delta	2022-08-17	3
2022-01-02	USA	Delta	2022-08-23	1
2022-01-02	USA	Delta	2022-09-14	2
2022-01-02	USA	Omicron 21K	2022-01-06	5
2022-01-02	USA	Omicron 21K	2022-01-07	300
2022-01-02	USA	Omicron 21K	2022-01-08	54
2022-01-02	USA	Omicron 21K	2022-01-09	954
2022-01-02	USA	Omicron 21K	2022-01-10	30
2022-01-02	USA	Omicron 21K	2022-01-11	97
2022-01-02	USA	Omicron 21K	2022-01-12	910
2022-01-02	USA	Omicron 21K	2022-01-13	393
2022-01-02	USA	Omicron 21K	2022-01-14	216
2022-01-02	USA	Omicron 21K	2022-01-15	120
2022-01-02	USA	Omicron 21K	2022-01-16	199
2022-01-02	USA	Omicron 21K	2022-01-17	1
2022-01-02	USA	Omicron 21K	2022-01-18	170
2022-01-02	USA	Omicron 21K	2022-01-19	868
2022-01-02	USA	Omicron 21K	2022-01-20	133
2022-01-02	USA	Omicron 21K	2022-01-21	347
2022-01-02	USA	Omicron 21K	2022-01-22	154
2022-01-02	USA	Omicron 21K	2022-01-23	6
2022-01-02	USA	Omicron 21K	2022-01-24	640
2022-01-02	USA	Omicron 21K	2022-01-25	565
2022-01-02	USA	Omicron 21K	2022-01-26	126
2022-01-02	USA	Omicron 21K	2022-01-27	403
2022-01-02	USA	Omicron 21K	2022-01-28	97
2022-01-02	USA	Omicron 21K	2022-01-29	22
2022-01-02	USA	Omicron 21K	2022-01-30	2
2022-01-02	USA	Omicron 21K	2022-01-31	104
2022-01-02	USA	Omicron 21K	2022-02-01	119
2022-01-02	USA	Omicron 21K	2022-02-02	41
2022-01-02	USA	Omicron 21K	2022-02-03	102
2022-01-02	USA	Omicron 21K	2022-02-04	337
2022-01-02	USA	Omicron 21K	2022-02-05	12
2022-01-02	USA	Omicron 21K	2022-02-07	21
2022-01-02	USA	Omicron 21K	2022-02-08	161
2022-01-02	USA	Omicron 21K	2022-02-09	558
2022-01-02	USA	Omicron 21K	2022-02-10	38
2022-01-02	USA	Omicron 21K	2022-02-11	8
2022-01-02	USA	Omicron 21K	2022-02-12	3
2022-01-02	USA	Omicron 21K	2022-02-13	3
2022-01-02	USA	Omicron 21K	2022-02-14	23
2022-01-02	USA	Omicron 21K	2022-02-15	84
2022-01-02	USA	Omicron 21K	2022-02-16	33
2022-01-02	USA	Omicron 21K	2022-02-17	24
2022-01-02	USA	Omicron 21K	2022-02-18	130
2022-01-02	USA	Omicron 21K	2022-02-19	28
2022-01-02	USA	Omicron 21K	2022-02-22	37
2022-01-02	USA	Omicron 21K	2022-02-23	19
2022-01-02	USA	Omicron 21K	2022-02-24	20
2022-01-02	USA	Omicron 21K	2022-02-25	18
2022-01-02	USA	Omicron 21K	2022-02-26	25
2022-01-02	USA	Omicron 21K	2022-02-28	6
2022-01-02	USA	Omicron 21K	2022-03-01	8
2022-01-02	USA	Omicron 21K	2022-03-02	9
2022-01-02	USA	Omicron 21K	2022-03-03	12
2022-01-02	USA	Omicron 21K	2022-03-04	50
2022-01-02	USA	Omicron 21K	2022-03-07	2
2022-01-02	USA	Omicron 21K	2022-03-08	1
2022-01-02	USA	Omicron 21K	2022-03-09	9
2022-01-02	USA	Omicron 21K	2022-03-10	6
2022-01-02	USA	Omicron 21K	2022-03-11	8
2022-01-02	USA	Omicron 21K	2022-03-12	9
2022-01-02	USA	Omicron 21K	2022-03-13	4
2022-01-02	USA	Omicron 21K	2022-03-15	49
2022-01-02	USA	Omicron 21K	2022-03-16	18
2022-01-02	USA	Omicron 21K	2022-03-17	75
2022-01-02	USA	Omicron 21K	2022-03-18	77
2022-01-02	USA	Omicron 21K	2022-03-20	21
2022-01-02	USA	Omicron 21K	2022-03-21	1
2022-01-02	USA	Omicron 21K	2022-03-22	10
2022-01-02	USA	Omicron 21K	2022-03-23	12
2022-01-02	USA	Omicron 21K	2022-03-24	8
2022-01-02	USA	Omicron 21K	2022-03-25	19
2022-01-02	USA	Omicron 21K	2022-03-26	12
2022-01-02	USA	Omicron 21K	2022-03-29	7
2022-01-02	USA	Omicron 21K	2022-03-30	129
2022-01-02	USA	Omicron 21K	2022-04-01	9
2022-01-02	USA	Omicron 21K	2022-04-02	2
2022-01-02	USA	Omicron 21K	2022-04-04	14
2022-01-02	USA	Omicron 21K	2022-04-05	8
2022-01-02	USA	Omicron 21K	2022-04-06	14
2022-01-02	USA	Omicron 21K	2022-04-07	6
2022-01-02	USA	Omicron 21K	2022-04-08	9
2022-01-02	USA	Omicron 21K	2022-04-10	9
2022-01-02	USA	Omicron 21K	2022-04-11	37
2022-01-02	USA	Omicron 21K	2022-04-13	59
2022-01-02	USA	Omicron 21K	2022-04-14	2
2022-01-02	USA	Omicron 21K	2022-04-15	27
2022-01-02	USA	Omicron 21K	2022-04-16	3
2022-01-02	USA	Omicron 21K	2022-04-18	12
2022-01-02	USA	Omicron 21K	2022-04-19	20
2022-01-02	USA	Omicron 21K	2022-04-20	1
2022-01-02	USA	Omicron 21K	2022-04-23	3
2022-01-02	USA	Omicron 21K	2022-04-25	5
2022-01-02	USA	Omicron 21K	2022-04-26	3
2022-01-02	USA	Omicron 21K	2022-04-27	19
2022-01-02	USA	Omicron 21K	2022-04-28	10
2022-01-02	USA	Omicron 21K	2022-05-01	15
2022-01-02	USA	Omicron 21K	2022-05-02	35
2022-01-02	USA	Omicron 21K	2022-05-07	14
2022-01-02	USA	Omicron 21K	2022-05-08	85
2022-01-02	USA	Omicron 21K	2022-05-09	6
2022-01-02	USA	Omicron 21K	2022-05-11	1
2022-01-02	USA	Omicron 21K	2022-05-12	16
2022-01-02	USA	Omicron 21K	2022-05-13	9
2022-01-02	USA	Omicron 21K	2022-05-16	25
2022-01-02	USA	Omicron 21K	2022-05-19	113
2022-01-02	USA	Omicron 21K	2022-05-20	21
2022-01-02	USA	Omicron 21K	2022-05-21	1
2022-01-02	USA	Omicron 21K	2022-05-24	50
2022-01-02	USA	Omicron 21K	2022-05-25	2
2022-01-02	USA	Omicron 21K	2022-05-27	41
2022-01-02	USA	Omicron 21K	2022-05-28	9
2022-01-02	USA	Omicron 21K	2022-06-01	12
2022-01-02	USA	Omicron 21K	2022-06-07	4
2022-01-02	USA	Omicron 21K	2022-06-09	1
2022-01-02	USA	Omicron 21K	2022-06-21	7
2022-01-02	USA	Omicron 21K	2022-06-30	4
2022-01-02	USA	Omicron 21K	2022-07-02	17
2022-01-02	USA	Omicron 21K	2022-07-06	19
2022-01-02	USA	Omicron 21K	2022-07-08	8
2022-01-02	USA	Omicron 21K	2022-07-12	2
2022-01-02	USA	Omicron 21K	2022-07-14	6
2022-01-02	USA	Omicron 21K	2022-07-15	3
2022-01-02	USA	Omicron 21K	2022-07-16	2
2022-01-02	USA	Omicron 21K	2022-07-19	3
2022-01-02	USA	Omicron 21K	2022-07-22	2
2022-01-02	USA	Omicron 21K	2022-07-28	4
2022-01-02	USA	Omicron 21K	2022-08-04	4
2022-01-02	USA	Omicron 21K	2022-08-16	4
2022-01-02	USA	Omicron 21K	2022-08-17	9
2022-01-02	USA	Omicron 21K	2022-08-23	3
2022-01-02	USA	Omicron 21K	2022-09-07	1
2022-01-02	USA	Omicron 21K	2022-09-14	5
2022-01-02	USA	Omicron 21K	2022-09-15	1
2022-01-02	USA	Omicron 21K	2022-09-19	2
2022-01-02	USA	Omicron 21L	2022-01-19	1
2022-01-02	USA	Omicron 21L	2022-02-18	1
2022-01-02	USA	Omicron 21L	2022-02-23	2
2022-01-02	USA	other	2022-01-08	1
2022-01-02	USA	other	2022-01-21	6
2022-01-02	USA	other	2022-01-24	3
2022-01-02	USA	other	2022-01-25	9
2022-01-02	USA	other	2022-01-26	1
2022-01-02	USA	other	2022-01-27	1
2022-01-02	USA	other	2022-01-28	1
2022-01-02	USA	other	2022-02-04	1
2022-01-02	USA	other	2022-02-05	1
2022-01-02	USA	other	2022-02-08	1
2022-01-02	USA	other	2022-02-09	3
2022-01-02	USA	other	2022-02-10	1
2022-01-02	USA	other	2022-02-18	4
2022-01-02	USA	other	2022-05-02	1
2022-01-02	USA	other	2022-09-07	1
2022-01-02	United Kingdom	Delta	2022-01-08	14
2022-01-02	United Kingdom	Delta	2022-01-09	14
2022-01-02	United Kingdom	Delta	2022-01-10	22
2022-01-02	United Kingdom	Delta	2022-01-11	11
2022-01-02	United Kingdom	Delta	2022-01-12	11
2022-01-02	United Kingdom	Delta	2022-01-13	24
2022-01-02	United Kingdom	Delta	2022-01-14	4
2022-01-02	United Kingdom	Delta	2022-01-15	4
2022-01-02	United Kingdom	Delta	2022-01-16	2
2022-01-02	United Kingdom	Delta	2022-01-17	8
2022-01-02	United Kingdom	Delta	2022-01-19	1
2022-01-02	United Kingdom	Delta	2022-01-20	8
2022-01-02	United Kingdom	Delta	2022-01-21	6
2022-01-02	United Kingdom	Delta	2022-01-22	13
2022-01-02	United Kingdom	Delta	2022-01-23	46
2022-01-02	United Kingdom	Delta	2022-01-24	15
2022-01-02	United Kingdom	Delta	2022-01-27	12
2022-01-02	United Kingdom	Delta	2022-01-28	9
2022-01-02	United Kingdom	Delta	2022-01-29	6
2022-01-02	United Kingdom	Delta	2022-01-30	2
2022-01-02	United Kingdom	Delta	2022-02-02	2
2022-01-02	United Kingdom	Delta	2022-02-03	5
2022-01-02	United Kingdom	Delta	2022-02-04	3
2022-01-02	United Kingdom	Delta	2022-02-05	3
2022-01-02	United Kingdom	Delta	2022-02-06	1
2022-01-02	United Kingdom	Delta	2022-02-07	2
2022-01-02	United Kingdom	Delta	2022-02-09	1
2022-01-02	United Kingdom	Delta	2022-02-10	1
2022-01-02	United Kingdom	Delta	2022-02-11	1
2022-01-02	United Kingdom	Delta	2022-02-12	3
2022-01-02	United Kingdom	Delta	2022-02-13	1
2022-01-02	United Kingdom	Delta	2022-02-14	2
2022-01-02	United Kingdom	Delta	2022-02-17	3
2022-01-02	United Kingdom	Delta	2022-02-18	1
2022-01-02	United Kingdom	Delta	2022-02-22	2
2022-01-02	United Kingdom	Delta	2022-02-24	1
2022-01-02	United Kingdom	Delta	2022-02-25	3
2022-01-02	United Kingdom	Delta	2022-02-28	14
2022-01-02	United Kingdom	Delta	2022-03-03	1
2022-01-02	United Kingdom	Delta	2022-03-04	1
2022-01-02	United Kingdom	Delta	2022-03-10	2
2022-01-02	United Kingdom	Delta	2022-04-06	1
2022-01-02	United Kingdom	Delta	2022-04-11	4
2022-01-02	United Kingdom	Omicron 21K	2022-01-07	1
2022-01-02	United Kingdom	Omicron 21K	2022-01-08	925
2022-01-02	United Kingdom	Omicron 21K	2022-01-09	824
2022-01-02	United Kingdom	Omicron 21K	2022-01-10	1197
2022-01-02	United Kingdom	Omicron 21K	2022-01-11	707
2022-01-02	United Kingdom	Omicron 21K	2022-01-12	528
2022-01-02	United Kingdom	Omicron 21K	2022-01-13	431
2022-01-02	United Kingdom	Omicron 21K	2022-01-14	212
2022-01-02	United Kingdom	Omicron 21K	2022-01-15	166
2022-01-02	United Kingdom	Omicron 21K	2022-01-16	24
2022-01-02	United Kingdom	Omicron 21K	2022-01-17	53
2022-01-02	United Kingdom	Omicron 21K	2022-01-18	14
2022-01-02	United Kingdom	Omicron 21K	2022-01-19	44
2022-01-02	United Kingdom	Omicron 21K	2022-01-20	239
2022-01-02	United Kingdom	Omicron 21K	2022-01-21	50
2022-01-02	United Kingdom	Omicron 21K	2022-01-22	415
2022-01-02	United Kingdom	Omicron 21K	2022-01-23	976
2022-01-02	United Kingdom	Omicron 21K	2022-01-24	281
2022-01-02	United Kingdom	Omicron 21K	2022-01-25	1
2022-01-02	United Kingdom	Omicron 21K	2022-01-26	11
2022-01-02	United Kingdom	Omicron 21K	2022-01-27	372
2022-01-02	United Kingdom	Omicron 21K	2022-01-28	133
2022-01-02	United Kingdom	Omicron 21K	2022-01-29	108
2022-01-02	United Kingdom	Omicron 21K	2022-01-30	126
2022-01-02	United Kingdom	Omicron 21K	2022-01-31	10
2022-01-02	United Kingdom	Omicron 21K	2022-02-01	9
2022-01-02	United Kingdom	Omicron 21K	2022-02-02	29
2022-01-02	United Kingdom	Omicron 21K	2022-02-03	113
2022-01-02	United Kingdom	Omicron 21K	2022-02-04	90
2022-01-02	United Kingdom	Omicron 21K	2022-02-05	32
2022-01-02	United Kingdom	Omicron 21K	2022-02-06	22
2022-01-02	United Kingdom	Omicron 21K	2022-02-07	7
2022-01-02	United Kingdom	Omicron 21K	2022-02-08	2
2022-01-02	United Kingdom	Omicron 21K	2022-02-09	1
2022-01-02	United Kingdom	Omicron 21K	2022-02-10	35
2022-01-02	United Kingdom	Omicron 21K	2022-02-11	45
2022-01-02	United Kingdom	Omicron 21K	2022-02-12	61
2022-01-02	United Kingdom	Omicron 21K	2022-02-13	61
2022-01-02	United Kingdom	Omicron 21K	2022-02-14	31
2022-01-02	United Kingdom	Omicron 21K	2022-02-17	28
2022-01-02	United Kingdom	Omicron 21K	2022-02-18	32
2022-01-02	United Kingdom	Omicron 21K	2022-02-21	34
2022-01-02	United Kingdom	Omicron 21K	2022-02-22	31
2022-01-02	United Kingdom	Omicron 21K	2022-02-24	12
2022-01-02	United Kingdom	Omicron 21K	2022-02-25	143
2022-01-02	United Kingdom	Omicron 21K	2022-02-28	172
2022-01-02	United Kingdom	Omicron 21K	2022-03-01	4
2022-01-02	United Kingdom	Omicron 21K	2022-03-02	8
2022-01-02	United Kingdom	Omicron 21K	2022-03-03	12
2022-01-02	United Kingdom	Omicron 21K	2022-03-04	2
2022-01-02	United Kingdom	Omicron 21K	2022-03-07	1
2022-01-02	United Kingdom	Omicron 21K	2022-03-10	15
2022-01-02	United Kingdom	Omicron 21K	2022-03-14	2
2022-01-02	United Kingdom	Omicron 21K	2022-03-17	2
2022-01-02	United Kingdom	Omicron 21K	2022-03-18	2
2022-01-02	United Kingdom	Omicron 21K	2022-04-06	8
2022-01-02	United Kingdom	Omicron 21K	2022-04-11	235
2022-01-02	United Kingdom	Omicron 21K	2022-04-29	1
2022-01-02	United Kingdom	Omicron 21K	2022-09-01	1
2022-01-02	United Kingdom	Omicron 21L	2022-01-08	2
2022-01-02	United Kingdom	Omicron 21L	2022-01-10	1
2022-01-02	United Kingdom	Omicron 21L	2022-01-11	1
2022-01-02	United Kingdom	Omicron 21L	2022-01-20	1
2022-01-02	United Kingdom	Omicron 21L	2022-01-28	1
2022-01-02	United Kingdom	Omicron 21L	2022-02-12	1
2022-01-02	United Kingdom	Omicron 21L	2022-02-21	2
2022-01-02	United Kingdom	Omicron 21L	2022-04-11	1
2022-01-02	United Kingdom	other	2022-01-08	2
2022-01-02	United Kingdom	other	2022-01-12	2
2022-01-02	United Kingdom	other	2022-01-13	1
2022-01-02	United Kingdom	other	2022-01-23	1
2022-01-02	United Kingdom	other	2022-02-03	1
2022-01-02	United Kingdom	other	2022-02-07	1
2022-01-02	United Kingdom	other	2022-02-21	1
2022-01-03	Australia	Delta	2022-01-06	2
2022-01-03	Australia	Delta	2022-01-07	1
2022-01-03	Australia	Delta	2022-01-20	6
2022-01-03	Australia	Delta	2022-01-22	12
2022-01-03	Australia	Delta	2022-01-30	2
2022-01-03	Australia	Delta	2022-02-01	2
2022-01-03	Australia	Delta	2022-02-08	1
2022-01-03	Australia	Delta	2022-02-10	1
2022-01-03	Australia	Delta	2022-02-11	1
2022-01-03	Australia	Delta	2022-02-21	2
2022-01-03	Australia	Delta	2022-02-23	1
2022-01-03	Australia	Omicron 21K	2022-01-06	9
2022-01-03	Australia	Omicron 21K	2022-01-10	6
2022-01-03	Australia	Omicron 21K	2022-01-11	20
2022-01-03	Australia	Omicron 21K	2022-01-12	2
2022-01-03	Australia	Omicron 21K	2022-01-13	10
2022-01-03	Australia	Omicron 21K	2022-01-19	1
2022-01-03	Australia	Omicron 21K	2022-01-20	35
2022-01-03	Australia	Omicron 21K	2022-01-22	277
2022-01-03	Australia	Omicron 21K	2022-01-30	22
2022-01-03	Australia	Omicron 21K	2022-02-01	6
2022-01-03	Australia	Omicron 21K	2022-02-04	2
2022-01-03	Australia	Omicron 21K	2022-02-08	32
2022-01-03	Australia	Omicron 21K	2022-02-10	14
2022-01-03	Australia	Omicron 21K	2022-02-21	1
2022-01-03	Australia	Omicron 21K	2022-02-23	145
2022-01-03	Australia	Omicron 21K	2022-02-24	18
2022-01-03	Australia	Omicron 21K	2022-02-28	1
2022-01-03	Australia	Omicron 21K	2022-03-02	8
2022-01-03	Australia	Omicron 21K	2022-03-07	1
2022-01-03	Australia	Omicron 21K	2022-04-04	42
2022-01-03	Australia	Omicron 21K	2022-04-22	5
2022-01-03	Australia	Omicron 21L	2022-01-10	1
2022-01-03	Brazil	Delta	2022-01-14	2
2022-01-03	Brazil	Delta	2022-01-27	10
2022-01-03	Brazil	Delta	2022-01-28	4
2022-01-03	Brazil	Delta	2022-01-29	1
2022-01-03	Brazil	Delta	2022-01-31	10
2022-01-03	Brazil	Delta	2022-02-02	1
2022-01-03	Brazil	Delta	2022-02-04	1
2022-01-03	Brazil	Delta	2022-02-08	2
2022-01-03	Brazil	Delta	2022-02-11	4
2022-01-03	Brazil	Delta	2022-02-15	3
2022-01-03	Brazil	Delta	2022-03-01	8
2022-01-03	Brazil	Delta	2022-03-09	1
2022-01-03	Brazil	Delta	2022-03-15	1
2022-01-03	Brazil	Delta	2022-03-17	3
2022-01-03	Brazil	Delta	2022-03-23	3
2022-01-03	Brazil	Delta	2022-04-05	4
2022-01-03	Brazil	Delta	2022-04-14	2
2022-01-03	Brazil	Delta	2022-07-18	1
2022-01-03	Brazil	Delta	2022-08-08	2
2022-01-03	Brazil	Delta	2022-08-26	3
2022-01-03	Brazil	Omicron 21K	2022-01-12	27
2022-01-03	Brazil	Omicron 21K	2022-01-14	32
2022-01-03	Brazil	Omicron 21K	2022-01-27	30
2022-01-03	Brazil	Omicron 21K	2022-01-28	100
2022-01-03	Brazil	Omicron 21K	2022-01-29	41
2022-01-03	Brazil	Omicron 21K	2022-01-31	328
2022-01-03	Brazil	Omicron 21K	2022-02-02	6
2022-01-03	Brazil	Omicron 21K	2022-02-04	3
2022-01-03	Brazil	Omicron 21K	2022-02-05	13
2022-01-03	Brazil	Omicron 21K	2022-02-08	11
2022-01-03	Brazil	Omicron 21K	2022-02-09	3
2022-01-03	Brazil	Omicron 21K	2022-02-11	47
2022-01-03	Brazil	Omicron 21K	2022-02-15	27
2022-01-03	Brazil	Omicron 21K	2022-02-18	1
2022-01-03	Brazil	Omicron 21K	2022-03-01	10
2022-01-03	Brazil	Omicron 21K	2022-03-09	20
2022-01-03	Brazil	Omicron 21K	2022-03-15	53
2022-01-03	Brazil	Omicron 21K	2022-03-17	23
2022-01-03	Brazil	Omicron 21K	2022-03-18	1
2022-01-03	Brazil	Omicron 21K	2022-03-22	3
2022-01-03	Brazil	Omicron 21K	2022-03-23	2
2022-01-03	Brazil	Omicron 21K	2022-03-31	4
2022-01-03	Brazil	Omicron 21K	2022-04-05	8
2022-01-03	Brazil	Omicron 21K	2022-04-14	6
2022-01-03	Brazil	Omicron 21K	2022-04-25	1
2022-01-03	Brazil	Omicron 21K	2022-05-03	1
2022-01-03	Brazil	Omicron 21K	2022-05-12	2
2022-01-03	Brazil	Omicron 21K	2022-05-19	1
2022-01-03	Brazil	Omicron 21K	2022-05-21	2
2022-01-03	Brazil	Omicron 21K	2022-05-22	4
2022-01-03	Brazil	Omicron 21K	2022-05-23	11
2022-01-03	Brazil	Omicron 21K	2022-05-30	1
2022-01-03	Brazil	Omicron 21K	2022-06-15	3
2022-01-03	Brazil	Omicron 21K	2022-06-30	1
2022-01-03	Brazil	Omicron 21K	2022-07-01	1
2022-01-03	Brazil	Omicron 21K	2022-07-05	2
2022-01-03	Brazil	Omicron 21K	2022-07-08	1
2022-01-03	Brazil	Omicron 21K	2022-07-12	2
2022-01-03	Brazil	Omicron 21K	2022-07-13	1
2022-01-03	Brazil	Omicron 21K	2022-07-18	15
2022-01-03	Brazil	Omicron 21K	2022-07-19	1
2022-01-03	Brazil	Omicron 21K	2022-07-21	1
2022-01-03	Brazil	Omicron 21K	2022-08-04	1
2022-01-03	Brazil	Omicron 21K	2022-08-08	9
2022-01-03	Brazil	Omicron 21K	2022-08-26	12
2022-01-03	Brazil	Omicron 21K	2022-09-02	2
2022-01-03	Brazil	Omicron 21K	2022-09-19	1
2022-01-03	Brazil	Omicron 21L	2022-01-31	1
2022-01-03	Brazil	other	2022-01-31	1
2022-01-03	Japan	Delta	2022-01-21	2
2022-01-03	Japan	Delta	2022-01-27	2
2022-01-03	Japan	Delta	2022-01-28	56
2022-01-03	Japan	Delta	2022-02-03	3
2022-01-03	Japan	Delta	2022-03-04	12
2022-01-03	Japan	Delta	2022-05-30	1
2022-01-03	Japan	Omicron 21K	2022-01-07	1
2022-01-03	Japan	Omicron 21K	2022-01-13	7
2022-01-03	Japan	Omicron 21K	2022-01-17	10
2022-01-03	Japan	Omicron 21K	2022-01-19	26
2022-01-03	Japan	Omicron 21K	2022-01-21	50
2022-01-03	Japan	Omicron 21K	2022-01-23	21
2022-01-03	Japan	Omicron 21K	2022-01-25	2
2022-01-03	Japan	Omicron 21K	2022-01-27	11
2022-01-03	Japan	Omicron 21K	2022-01-28	321
2022-01-03	Japan	Omicron 21K	2022-02-03	1
2022-01-03	Japan	Omicron 21K	2022-03-04	32
2022-01-03	Japan	Omicron 21K	2022-04-04	2
2022-01-03	Japan	Omicron 21K	2022-04-28	1
2022-01-03	Japan	Omicron 21K	2022-05-30	1
2022-01-03	Japan	Omicron 21K	2022-08-12	1
2022-01-03	Japan	Omicron 21L	2022-01-21	7
2022-01-03	Japan	Omicron 21L	2022-01-28	1
2022-01-03	Japan	Omicron 21L	2022-03-04	1
2022-01-03	South Africa	Omicron 21K	2022-01-13	11
2022-01-03	South Africa	Omicron 21K	2022-01-18	5
2022-01-03	South Africa	Omicron 21K	2022-01-20	1
2022-01-03	South Africa	Omicron 21K	2022-01-22	3
2022-01-03	South Africa	Omicron 21K	2022-01-25	7
2022-01-03	South Africa	Omicron 21K	2022-01-28	7
2022-01-03	South Africa	Omicron 21K	2022-02-02	35
2022-01-03	South Africa	Omicron 21K	2022-02-08	13
2022-01-03	South Africa	Omicron 21K	2022-02-09	16
2022-01-03	South Africa	Omicron 21K	2022-02-22	7
2022-01-03	South Africa	Omicron 21K	2022-02-23	1
2022-01-03	South Africa	Omicron 21K	2022-02-24	7
2022-01-03	South Africa	Omicron 21K	2022-03-03	4
2022-01-03	South Africa	Omicron 21K	2022-03-04	2
2022-01-03	South Africa	Omicron 21K	2022-03-10	10
2022-01-03	South Africa	Omicron 21K	2022-03-30	6
2022-01-03	South Africa	Omicron 21K	2022-04-11	1
2022-01-03	South Africa	Omicron 21K	2022-04-22	1
2022-01-03	South Africa	Omicron 21K	2022-04-25	1
2022-01-03	South Africa	Omicron 21L	2022-01-13	2
2022-01-03	South Africa	Omicron 21L	2022-01-25	2
2022-01-03	South Africa	Omicron 21L	2022-01-28	1
2022-01-03	South Africa	Omicron 21L	2022-02-02	11
2022-01-03	South Africa	Omicron 21L	2022-02-08	2
2022-01-03	South Africa	Omicron 21L	2022-02-09	1
2022-01-03	South Africa	Omicron 21L	2022-02-22	2
2022-01-03	South Africa	Omicron 21L	2022-02-24	2
2022-01-03	South Africa	Omicron 21L	2022-03-03	1
2022-01-03	South Africa	Omicron 21L	2022-03-10	5
2022-01-03	South Africa	Omicron 21L	2022-03-30	10
2022-01-03	South Africa	Omicron 21L	2022-04-11	1
2022-01-03	South Africa	other	2022-03-30	2
2022-01-03	USA	Delta	2022-01-07	6
2022-01-03	USA	Delta	2022-01-08	22
2022-01-03	USA	Delta	2022-01-09	7
2022-01-03	USA	Delta	2022-01-10	12
2022-01-03	USA	Delta	2022-01-11	87
2022-01-03	USA	Delta	2022-01-12	25
2022-01-03	USA	Delta	2022-01-13	26
2022-01-03	USA	Delta	2022-01-14	66
2022-01-03	USA	Delta	2022-01-15	21
2022-01-03	USA	Delta	2022-01-16	4
2022-01-03	USA	Delta	2022-01-17	4
2022-01-03	USA	Delta	2022-01-18	8
2022-01-03	USA	Delta	2022-01-19	75
2022-01-03	USA	Delta	2022-01-20	35
2022-01-03	USA	Delta	2022-01-21	30
2022-01-03	USA	Delta	2022-01-22	51
2022-01-03	USA	Delta	2022-01-23	3
2022-01-03	USA	Delta	2022-01-24	77
2022-01-03	USA	Delta	2022-01-25	68
2022-01-03	USA	Delta	2022-01-26	18
2022-01-03	USA	Delta	2022-01-27	25
2022-01-03	USA	Delta	2022-01-28	31
2022-01-03	USA	Delta	2022-01-29	10
