location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Japan	Delta	0.5346784	0.5589895	0.51258194	0.55075413	0.52078444	0.5434394	0.52645755
Japan	Omicron 21K	0.67276067	0.68023944	0.6650456	0.6780432	0.66739357	0.67525625	0.66984487
Japan	other	1.4546511	1.8338127	1.1604788	1.6935704	1.2480414	1.579526	1.3458627
