date,location,variant,median_freq_forecast,freq_forecast_upper_95,freq_forecast_lower_95,freq_forecast_upper_80,freq_forecast_lower_80,freq_forecast_upper_50,freq_forecast_lower_50
2022-05-28,Canada,Delta,0.0005430446,0.009348969,3.6244182e-05,0.0038828051,8.7404966e-05,0.0013932104,0.00020800294
2022-05-29,Canada,Delta,0.000540321,0.010051212,3.2412536e-05,0.004221081,8.235571e-05,0.001433475,0.00020144071
2022-05-30,Canada,Delta,0.0005357093,0.010900788,2.9626626e-05,0.0043528583,7.7457575e-05,0.001488729,0.00019334757
2022-05-31,Canada,Delta,0.0005396857,0.011762269,2.551243e-05,0.0046706735,7.214213e-05,0.0015428837,0.00018825513
2022-06-01,Canada,Delta,0.0005339042,0.012862393,2.2859456e-05,0.0050436966,6.616451e-05,0.0015597357,0.00017979818
2022-06-02,Canada,Delta,0.0005298233,0.01380184,2.0495772e-05,0.005309132,6.209911e-05,0.001582748,0.00017488789
2022-06-03,Canada,Delta,0.000522897,0.014688373,1.8268116e-05,0.005448854,5.6821802e-05,0.0015926139,0.00016726283
2022-05-28,Canada,Omicron 21K,0.0049619693,0.018168082,0.0013414286,0.012146941,0.0019651665,0.007862862,0.0031055762
2022-05-29,Canada,Omicron 21K,0.004500706,0.017350797,0.001058179,0.011574275,0.0016495326,0.0073617836,0.002689436
2022-05-30,Canada,Omicron 21K,0.004013677,0.017137233,0.000834361,0.011237099,0.0013802629,0.0068402532,0.0022952172
2022-05-31,Canada,Omicron 21K,0.0035508345,0.017156795,0.0006630562,0.010637445,0.0011319962,0.0063432697,0.0019814698
2022-06-01,Canada,Omicron 21K,0.003116609,0.017142428,0.0005259942,0.009908978,0.0009307428,0.005743295,0.0016793988
2022-06-02,Canada,Omicron 21K,0.002737735,0.017023653,0.0004190821,0.009355491,0.00076652766,0.0052976464,0.0014526155
2022-06-03,Canada,Omicron 21K,0.0024031764,0.016731903,0.00032481787,0.009013592,0.00062585453,0.0048639197,0.0012308426
2022-05-28,Canada,Omicron 21L,0.58260906,0.7073196,0.44935536,0.66796464,0.49630967,0.6325795,0.5370434
2022-05-29,Canada,Omicron 21L,0.5576551,0.6908762,0.41608334,0.6495179,0.46640867,0.6109118,0.5091375
2022-05-30,Canada,Omicron 21L,0.5308296,0.67216915,0.38003564,0.62989795,0.4333805,0.5878272,0.4800484
2022-05-31,Canada,Omicron 21L,0.5053615,0.65241075,0.34973317,0.60955334,0.40332046,0.56533843,0.451545
2022-06-01,Canada,Omicron 21L,0.47880322,0.63345826,0.320548,0.58915997,0.37266263,0.54047585,0.42211267
2022-06-02,Canada,Omicron 21L,0.4529826,0.61840975,0.28734082,0.5667509,0.34255826,0.516494,0.3932814
2022-06-03,Canada,Omicron 21L,0.4271127,0.5974268,0.2611516,0.5461459,0.31379035,0.49351826,0.36477137
2022-05-28,Canada,Omicron 22A,0.029527519,0.108358346,0.008646885,0.066536374,0.012797056,0.04590889,0.018704887
2022-05-29,Canada,Omicron 22A,0.031228447,0.11883101,0.008692123,0.07225316,0.013042563,0.04964255,0.019313559
2022-05-30,Canada,Omicron 22A,0.03280519,0.1321995,0.008784931,0.07942018,0.01340948,0.053072155,0.019710394
