variant,location,freq,date,median_freq_nowcast,median_freq_forecast
Omicron 21L,Panama,0.10213744588744589,2022-07-04,0.10213744588744589,
Omicron 22A,Panama,0.10974025974025974,2022-07-04,0.10974025974025974,
Omicron 22B,Panama,0.6445797258297258,2022-07-04,0.6445797258297258,
Omicron 22C,Panama,0.10669191919191919,2022-07-04,0.10669191919191919,
other,Panama,0.21493506493506492,2022-07-04,0.21493506493506492,
Omicron 21L,Panama,0.12103174603174603,2022-07-05,0.12103174603174603,
Omicron 22A,Panama,0.08992673992673993,2022-07-05,0.08992673992673993,
Omicron 22B,Panama,0.6690552503052504,2022-07-05,0.6690552503052504,
Omicron 22C,Panama,0.10202991452991454,2022-07-05,0.10202991452991454,
other,Panama,0.20934065934065932,2022-07-05,0.20934065934065932,
Omicron 21L,Panama,0.14583333333333331,2022-07-06,0.14583333333333331,
Omicron 22A,Panama,0.06346153846153846,2022-07-06,0.06346153846153846,
Omicron 22B,Panama,0.7047695360195361,2022-07-06,0.7047695360195361,
Omicron 22C,Panama,0.1122367216117216,2022-07-06,0.1122367216117216,
other,Panama,0.22596153846153846,2022-07-06,0.22596153846153846,
Omicron 21L,Panama,0.14583333333333331,2022-07-07,0.14583333333333331,
Omicron 22A,Panama,0.07692307692307693,2022-07-07,0.07692307692307693,
Omicron 22B,Panama,0.740880647130647,2022-07-07,0.740880647130647,
Omicron 22C,Panama,0.10645604395604395,2022-07-07,0.10645604395604395,
other,Panama,0.21794871794871792,2022-07-07,0.21794871794871792,
Omicron 21L,Panama,0.18333333333333335,2022-07-08,0.18333333333333335,
Omicron 22A,Panama,0.07692307692307693,2022-07-08,0.07692307692307693,
Omicron 22B,Panama,0.7387973137973138,2022-07-08,0.7387973137973138,
Omicron 22C,Panama,0.11744505494505494,2022-07-08,0.11744505494505494,
other,Panama,0.21794871794871792,2022-07-08,0.21794871794871792,
Omicron 21L,Panama,0.13846153846153847,2022-07-09,0.13846153846153847,
Omicron 22A,Panama,0.07692307692307693,2022-07-09,0.07692307692307693,
Omicron 22B,Panama,0.7964896214896214,2022-07-09,0.7964896214896214,
Omicron 22C,Panama,0.0950091575091575,2022-07-09,0.0950091575091575,
other,Panama,0.24358974358974358,2022-07-09,0.24358974358974358,
Omicron 21L,Panama,0.17564102564102566,2022-07-10,0.17564102564102566,
Omicron 22A,Panama,0.07692307692307693,2022-07-10,0.07692307692307693,
Omicron 22B,Panama,0.7687118437118436,2022-07-10,0.7687118437118436,
Omicron 22C,Panama,0.0950091575091575,2022-07-10,0.0950091575091575,
other,Panama,0.20192307692307693,2022-07-10,0.20192307692307693,
Omicron 21L,Panama,0.17564102564102566,2022-07-11,0.17564102564102566,
Omicron 22A,Panama,0.07692307692307693,2022-07-11,0.07692307692307693,
Omicron 22B,Panama,0.7687118437118436,2022-07-11,0.7687118437118436,
Omicron 22C,Panama,0.0950091575091575,2022-07-11,0.0950091575091575,
other,Panama,0.20192307692307693,2022-07-11,0.20192307692307693,
Omicron 21L,Panama,0.14735576923076923,2022-07-12,0.14735576923076923,
Omicron 22A,Panama,0.125,2022-07-12,0.125,
Omicron 22B,Panama,0.7887438949938951,2022-07-12,0.7887438949938951,
Omicron 22C,Panama,0.10103785103785103,2022-07-12,0.10103785103785103,
other,Panama,0.25,2022-07-12,0.25,
Omicron 21L,Panama,0.1252920227920228,2022-07-13,0.1252920227920228,
Omicron 22A,Panama,0.09953703703703703,2022-07-13,0.09953703703703703,
Omicron 22B,Panama,0.7755163817663817,2022-07-13,0.7755163817663817,
Omicron 22C,Panama,0.07811016144349477,2022-07-13,0.07811016144349477,
other,Panama,0.14351851851851852,2022-07-13,0.14351851851851852,
Omicron 21L,Panama,0.13774335232668566,2022-07-14,0.13774335232668566,
Omicron 22A,Panama,0.09953703703703703,2022-07-14,0.09953703703703703,
Omicron 22B,Panama,0.7560719373219373,2022-07-14,0.7560719373219373,
Omicron 22C,Panama,0.0754985754985755,2022-07-14,0.0754985754985755,
other,Panama,0.14351851851851852,2022-07-14,0.14351851851851852,
Omicron 21L,Panama,0.1252920227920228,2022-07-15,0.1252920227920228,
Omicron 22A,Panama,0.09953703703703703,2022-07-15,0.09953703703703703,
Omicron 22B,Panama,0.7060719373219374,2022-07-15,0.7060719373219374,
Omicron 22C,Panama,0.21699905033238368,2022-07-15,0.21699905033238368,
other,Panama,0.14351851851851852,2022-07-15,0.14351851851851852,
Omicron 21L,Panama,0.13738425925925926,2022-07-16,0.13738425925925926,
Omicron 22A,Panama,0.09953703703703703,2022-07-16,0.09953703703703703,
Omicron 22B,Panama,0.731712962962963,2022-07-16,0.731712962962963,
Omicron 22C,Panama,0.28703703703703703,2022-07-16,0.28703703703703703,
other,Panama,0.14351851851851852,2022-07-16,0.14351851851851852,
Omicron 21L,Panama,0.09984567901234569,2022-07-17,0.09984567901234569,
Omicron 22A,Panama,0.09953703703703703,2022-07-17,0.09953703703703703,
Omicron 22B,Panama,0.7733796296296296,2022-07-17,0.7733796296296296,
Omicron 22C,Panama,0.27469135802469136,2022-07-17,0.27469135802469136,
other,Panama,0.037037037037037035,2022-07-17,0.037037037037037035,
Omicron 21L,Panama,0.09984567901234569,2022-07-18,0.09984567901234569,
Omicron 22A,Panama,0.09953703703703703,2022-07-18,0.09953703703703703,
Omicron 22B,Panama,0.7733796296296296,2022-07-18,0.7733796296296296,
Omicron 22C,Panama,0.27469135802469136,2022-07-18,0.27469135802469136,
other,Panama,0.037037037037037035,2022-07-18,0.037037037037037035,
Omicron 21L,Panama,0.11851851851851852,2022-07-19,0.11851851851851852,
Omicron 22A,Panama,0.16203703703703703,2022-07-19,0.16203703703703703,
Omicron 22B,Panama,0.762962962962963,2022-07-19,0.762962962962963,
Omicron 22C,Panama,0.27469135802469136,2022-07-19,0.27469135802469136,
other,Panama,0.037037037037037035,2022-07-19,0.037037037037037035,
Omicron 21L,Panama,0.2,2022-07-20,0.2,
Omicron 22A,Panama,0.25,2022-07-20,0.25,
Omicron 22B,Panama,0.7814814814814816,2022-07-20,0.7814814814814816,
Omicron 22C,Panama,0.28703703703703703,2022-07-20,0.28703703703703703,
Omicron 22A,Panama,0.25,2022-07-21,0.25,
Omicron 22B,Panama,0.8148148148148149,2022-07-21,0.8148148148148149,
Omicron 22C,Panama,0.28703703703703703,2022-07-21,0.28703703703703703,
Omicron 22A,Panama,0.25,2022-07-22,0.25,
Omicron 22B,Panama,0.8981481481481483,2022-07-22,0.8981481481481483,
Omicron 22C,Panama,0.18055555555555555,2022-07-22,0.18055555555555555,
Omicron 22A,Panama,0.25,2022-07-23,0.25,
Omicron 22B,Panama,0.8777777777777779,2022-07-23,0.8777777777777779,
Omicron 22C,Panama,0.18055555555555555,2022-07-23,0.18055555555555555,
Omicron 22A,Panama,0.25,2022-07-24,0.25,
Omicron 22B,Panama,0.9277777777777778,2022-07-24,0.9277777777777778,
Omicron 22C,Panama,0.1111111111111111,2022-07-24,0.1111111111111111,
Omicron 22A,Panama,0.25,2022-07-25,0.25,
Omicron 22B,Panama,0.9277777777777778,2022-07-25,0.9277777777777778,
Omicron 22C,Panama,0.1111111111111111,2022-07-25,0.1111111111111111,
Omicron 22B,Panama,0.9652777777777779,2022-07-26,0.9652777777777779,
Omicron 22C,Panama,0.08680555555555555,2022-07-26,0.08680555555555555,
Omicron 22B,Panama,0.9875,2022-07-27,0.9875,
