variant	location	freq	date	median_freq_nowcast	median_freq_forecast
Delta	South Africa	0.16666666666666666	2022-07-18	0.16666666666666666	
Delta	South Africa	0.16666666666666666	2022-07-19	0.16666666666666666	
Delta	South Africa	0.16666666666666666	2022-07-20	0.16666666666666666	
Delta	South Africa	0.16666666666666666	2022-07-21	0.16666666666666666	
Delta	South Africa	0.16666666666666666	2022-07-22	0.16666666666666666	
Delta	South Africa	0.16666666666666666	2022-07-23	0.16666666666666666	
Omicron 21K	South Africa	0.0861111111111111	2022-07-18	0.0861111111111111	
Omicron 21K	South Africa	0.11666666666666667	2022-07-19	0.11666666666666667	
Omicron 21K	South Africa	0.11666666666666667	2022-07-20	0.11666666666666667	
Omicron 21K	South Africa	0.11666666666666667	2022-07-21	0.11666666666666667	
Omicron 21K	South Africa	0.11666666666666667	2022-07-22	0.11666666666666667	
Omicron 21K	South Africa	0.11666666666666667	2022-07-23	0.11666666666666667	
Omicron 21K	South Africa	0.06666666666666667	2022-07-24	0.06666666666666667	
Omicron 21K	South Africa	0.058823529411764705	2022-08-02	0.058823529411764705	
Omicron 21K	South Africa	0.058823529411764705	2022-08-03	0.058823529411764705	
Omicron 21K	South Africa	0.05322128851540616	2022-08-04	0.05322128851540616	
Omicron 21K	South Africa	0.05322128851540616	2022-08-05	0.05322128851540616	
Omicron 21K	South Africa	0.05322128851540616	2022-08-06	0.05322128851540616	
Omicron 21K	South Africa	0.05322128851540616	2022-08-07	0.05322128851540616	
Omicron 21K	South Africa	0.05322128851540616	2022-08-08	0.05322128851540616	
Omicron 21K	South Africa	0.047619047619047616	2022-08-09	0.047619047619047616	
Omicron 21K	South Africa	0.047619047619047616	2022-08-10	0.047619047619047616	
Omicron 21K	South Africa	0.125	2022-08-13	0.125	
Omicron 21K	South Africa	0.125	2022-08-14	0.125	
Omicron 21K	South Africa	0.125	2022-08-15	0.125	
Omicron 21K	South Africa	0.125	2022-08-16	0.125	
Omicron 21K	South Africa	0.125	2022-08-17	0.125	
Omicron 21K	South Africa	0.125	2022-08-18	0.125	
Omicron 21K	South Africa	0.125	2022-08-19	0.125	
Omicron 21L	South Africa	0.06666666666666667	2022-07-18	0.06666666666666667	
Omicron 21L	South Africa	0.06666666666666667	2022-07-19	0.06666666666666667	
Omicron 21L	South Africa	0.06666666666666667	2022-07-20	0.06666666666666667	
