	date	location	cases
0	2022-01-20	Australia	63941
1	2022-01-21	Australia	43166
2	2022-01-22	Australia	67182
3	2022-01-23	Australia	32234
4	2022-01-24	Australia	58022
5	2022-01-25	Australia	52920
6	2022-01-26	Australia	51016
7	2022-01-27	Australia	66223
8	2022-01-28	Australia	65980
9	2022-01-29	Australia	47258
10	2022-01-30	Australia	36719
11	2022-01-31	Australia	20073
12	2022-02-01	Australia	20073
13	2022-02-02	Australia	24228
14	2022-02-03	Australia	32179
15	2022-02-04	Australia	27336
16	2022-02-05	Australia	22985
17	2022-02-06	Australia	25247
18	2022-02-07	Australia	27373
19	2022-02-08	Australia	31510
20	2022-02-09	Australia	11483
21	2022-02-10	Australia	31250
22	2022-02-11	Australia	22564
23	2022-02-12	Australia	25607
24	2022-02-13	Australia	12289
25	2022-02-14	Australia	30913
26	2022-02-15	Australia	24394
27	2022-02-16	Australia	11364
28	2022-02-17	Australia	11364
29	2022-02-18	Australia	23217
30	2022-02-19	Australia	17376
31	2022-02-20	Australia	18219
32	2022-02-21	Australia	25163
33	2022-02-22	Australia	25229
34	2022-02-23	Australia	24852
35	2022-02-24	Australia	26670
36	2022-02-25	Australia	19803
37	2022-02-26	Australia	17543
38	2022-02-27	Australia	21482
39	2022-02-28	Australia	25418
40	2022-03-01	Australia	21755
41	2022-03-02	Australia	40012
42	2022-03-03	Australia	25159
43	2022-03-04	Australia	22716
44	2022-03-05	Australia	17376
45	2022-03-06	Australia	22182
46	2022-03-07	Australia	44962
47	2022-03-08	Australia	30691
48	2022-03-09	Australia	36335
49	2022-03-10	Australia	31689
50	2022-03-11	Australia	35077
51	2022-03-12	Australia	33495
52	2022-03-13	Australia	26440
53	2022-03-14	Australia	28803
54	2022-03-15	Australia	54309
55	2022-03-16	Australia	57148
56	2022-03-17	Australia	49166
57	2022-03-18	Australia	46952
58	2022-03-19	Australia	40854
59	2022-03-20	Australia	43230
60	2022-03-21	Australia	53063
61	2022-03-22	Australia	57556
62	2022-03-23	Australia	59704
63	2022-03-24	Australia	66782
64	2022-03-25	Australia	47988
65	2022-03-26	Australia	46749
66	2022-03-27	Australia	50971
67	2022-03-28	Australia	55738
68	2022-03-29	Australia	65523
69	2022-03-30	Australia	60239
70	2022-03-31	Australia	65385
71	2022-04-01	Australia	55097
72	2022-04-02	Australia	48097
73	2022-04-03	Australia	40610
74	2022-04-04	Australia	55544
75	2022-04-05	Australia	75797
76	2022-04-06	Australia	62608
77	2022-04-07	Australia	60481
78	2022-04-08	Australia	49317
79	2022-04-09	Australia	39025
80	2022-04-10	Australia	48724
81	2022-04-11	Australia	46267
82	2022-04-12	Australia	53017
83	2022-04-13	Australia	54709
84	2022-04-14	Australia	46499
85	2022-04-15	Australia	36580
86	2022-04-16	Australia	39177
87	2022-04-17	Australia	32365
88	2022-04-18	Australia	42032
89	2022-04-19	Australia	50580
90	2022-04-20	Australia	53901
91	2022-04-21	Australia	49848
92	2022-04-22	Australia	37209
93	2022-04-23	Australia	35052
94	2022-04-24	Australia	33709
95	2022-04-25	Australia	37480
96	2022-04-26	Australia	39909
97	2022-04-27	Australia	50876
98	2022-04-28	Australia	41780
99	2022-04-29	Australia	38172
100	2022-04-30	Australia	25614
101	2022-05-01	Australia	39217
102	2022-05-02	Australia	37881
103	2022-05-03	Australia	42324
104	2022-05-04	Australia	58258
105	2022-05-05	Australia	40811
106	2022-05-06	Australia	36035
107	2022-05-07	Australia	38806
108	2022-05-08	Australia	40457
109	2022-05-09	Australia	48033
110	2022-05-10	Australia	57054
111	2022-05-11	Australia	57348
112	2022-05-12	Australia	47516
113	2022-05-13	Australia	51486
114	2022-05-14	Australia	41698
115	2022-05-15	Australia	45774
116	2022-05-16	Australia	67455
117	2022-05-17	Australia	56461
118	2022-05-18	Australia	53985
119	2022-05-19	Australia	50229
120	2022-01-20	Austria	28094
121	2022-01-21	Austria	25130
122	2022-01-22	Austria	29628
123	2022-01-23	Austria	26668
124	2022-01-24	Austria	23352
125	2022-01-25	Austria	25133
126	2022-01-26	Austria	26697
127	2022-01-27	Austria	38141
128	2022-01-28	Austria	35761
129	2022-01-29	Austria	37829
130	2022-01-30	Austria	33591
131	2022-01-31	Austria	28952
132	2022-02-01	Austria	26105
133	2022-02-02	Austria	27730
134	2022-02-03	Austria	43978
135	2022-02-04	Austria	33642
136	2022-02-05	Austria	36848
137	2022-02-06	Austria	33200
138	2022-02-07	Austria	29980
139	2022-02-08	Austria	25927
140	2022-02-09	Austria	29056
141	2022-02-10	Austria	40419
142	2022-02-11	Austria	35351
143	2022-02-12	Austria	33380
144	2022-02-13	Austria	29883
145	2022-02-14	Austria	25038
146	2022-02-15	Austria	24088
147	2022-02-16	Austria	26526
148	2022-02-17	Austria	38841
149	2022-02-18	Austria	30930
150	2022-02-19	Austria	30629
151	2022-02-20	Austria	25828
152	2022-02-21	Austria	21836
153	2022-02-22	Austria	21426
154	2022-02-23	Austria	23772
155	2022-02-24	Austria	35384
156	2022-02-25	Austria	28633
157	2022-02-26	Austria	29920
158	2022-02-27	Austria	25200
159	2022-02-28	Austria	22171
160	2022-03-01	Austria	21318
161	2022-03-02	Austria	27453
162	2022-03-03	Austria	41093
163	2022-03-04	Austria	31841
164	2022-03-05	Austria	32075
165	2022-03-06	Austria	31678
166	2022-03-07	Austria	27737
167	2022-03-08	Austria	26662
168	2022-03-09	Austria	34237
169	2022-03-10	Austria	51348
170	2022-03-11	Austria	50249
171	2022-03-12	Austria	49632
172	2022-03-13	Austria	43761
173	2022-03-14	Austria	37633
174	2022-03-15	Austria	34529
175	2022-03-16	Austria	40246
176	2022-03-17	Austria	64038
177	2022-03-18	Austria	51951
178	2022-03-19	Austria	50984
179	2022-03-20	Austria	42322
180	2022-03-21	Austria	37709
181	2022-03-22	Austria	31344
182	2022-03-23	Austria	37095
183	2022-03-24	Austria	54899
184	2022-03-25	Austria	41281
185	2022-03-26	Austria	37352
186	2022-03-27	Austria	33200
187	2022-03-28	Austria	25659
188	2022-03-29	Austria	21070
189	2022-03-30	Austria	26137
190	2022-03-31	Austria	34192
191	2022-04-01	Austria	26188
192	2022-04-02	Austria	22295
193	2022-04-03	Austria	18992
194	2022-04-04	Austria	14010
195	2022-04-05	Austria	11550
196	2022-04-06	Austria	15351
197	2022-04-07	Austria	21047
198	2022-04-08	Austria	16391
199	2022-04-09	Austria	13930
200	2022-04-10	Austria	13027
201	2022-04-11	Austria	10670
202	2022-04-12	Austria	7340
203	2022-04-13	Austria	9524
204	2022-04-14	Austria	12626
205	2022-04-15	Austria	10449
206	2022-04-16	Austria	9977
207	2022-04-17	Austria	8807
208	2022-04-18	Austria	7494
209	2022-04-19	Austria	5629
210	2022-04-20	Austria	5774
211	2022-04-21	Austria	8601
212	2022-04-22	Austria	11002
213	2022-04-23	Austria	8140
214	2022-04-24	Austria	6574
215	2022-04-25	Austria	5547
216	2022-04-26	Austria	4470
217	2022-04-27	Austria	6249
218	2022-04-28	Austria	8313
219	2022-04-29	Austria	6602
220	2022-04-30	Austria	6127
221	2022-05-01	Austria	5331
222	2022-05-02	Austria	4513
223	2022-05-03	Austria	3970
224	2022-05-04	Austria	5679
225	2022-05-05	Austria	7215
226	2022-05-06	Austria	6020
227	2022-05-07	Austria	6149
228	2022-05-08	Austria	5164
229	2022-05-09	Austria	3521
230	2022-05-10	Austria	3957
231	2022-05-11	Austria	4787
232	2022-05-12	Austria	5165
233	2022-05-13	Austria	5254
234	2022-05-14	Austria	4963
235	2022-05-15	Austria	3859
236	2022-05-16	Austria	3450
237	2022-05-17	Austria	2156
238	2022-05-18	Austria	2837
239	2022-05-19	Austria	4426
240	2022-01-20	Belgium	67448
241	2022-01-21	Belgium	54478
242	2022-01-22	Belgium	44493
243	2022-01-23	Belgium	44493
244	2022-01-24	Belgium	44493
245	2022-01-25	Belgium	47493
246	2022-01-26	Belgium	61227
247	2022-01-27	Belgium	68285
248	2022-01-28	Belgium	48201
249	2022-01-29	Belgium	33105
250	2022-01-30	Belgium	33105
251	2022-01-31	Belgium	33105
252	2022-02-01	Belgium	28962
253	2022-02-02	Belgium	45428
254	2022-02-03	Belgium	38027
255	2022-02-04	Belgium	28382
256	2022-02-05	Belgium	16265
257	2022-02-06	Belgium	16265
258	2022-02-07	Belgium	16265
259	2022-02-08	Belgium	19057
