	date	location	cases
0	2022-01-15	Australia	112867
1	2022-01-16	Australia	59891
2	2022-01-17	Australia	84355
3	2022-01-18	Australia	84615
4	2022-01-19	Australia	67604
5	2022-01-20	Australia	63941
6	2022-01-21	Australia	43166
7	2022-01-22	Australia	67182
8	2022-01-23	Australia	32234
9	2022-01-24	Australia	58022
10	2022-01-25	Australia	52920
11	2022-01-26	Australia	51016
12	2022-01-27	Australia	66223
13	2022-01-28	Australia	65980
14	2022-01-29	Australia	47258
15	2022-01-30	Australia	36719
16	2022-01-31	Australia	20073
17	2022-02-01	Australia	20073
18	2022-02-02	Australia	24228
19	2022-02-03	Australia	32179
20	2022-02-04	Australia	27336
21	2022-02-05	Australia	22985
22	2022-02-06	Australia	25247
23	2022-02-07	Australia	27373
24	2022-02-08	Australia	31510
25	2022-02-09	Australia	11483
26	2022-02-10	Australia	31250
27	2022-02-11	Australia	22564
28	2022-02-12	Australia	25607
29	2022-02-13	Australia	12289
30	2022-02-14	Australia	30913
31	2022-02-15	Australia	24394
32	2022-02-16	Australia	11364
33	2022-02-17	Australia	11364
34	2022-02-18	Australia	23217
35	2022-02-19	Australia	17376
36	2022-02-20	Australia	18219
37	2022-02-21	Australia	25163
38	2022-02-22	Australia	25229
39	2022-02-23	Australia	24852
40	2022-02-24	Australia	26670
41	2022-02-25	Australia	19803
42	2022-02-26	Australia	17543
43	2022-02-27	Australia	21482
44	2022-02-28	Australia	25418
45	2022-03-01	Australia	21755
46	2022-03-02	Australia	40012
47	2022-03-03	Australia	25159
48	2022-03-04	Australia	22716
49	2022-03-05	Australia	17376
50	2022-03-06	Australia	22182
51	2022-03-07	Australia	44962
52	2022-03-08	Australia	30691
53	2022-03-09	Australia	36335
54	2022-03-10	Australia	31689
55	2022-03-11	Australia	35077
56	2022-03-12	Australia	33495
57	2022-03-13	Australia	26440
58	2022-03-14	Australia	28803
59	2022-03-15	Australia	54309
60	2022-03-16	Australia	57148
61	2022-03-17	Australia	49166
62	2022-03-18	Australia	46952
63	2022-03-19	Australia	40854
64	2022-03-20	Australia	43230
65	2022-03-21	Australia	53063
66	2022-03-22	Australia	57556
67	2022-03-23	Australia	59704
68	2022-03-24	Australia	66782
69	2022-03-25	Australia	47988
70	2022-03-26	Australia	46749
71	2022-03-27	Australia	50971
72	2022-03-28	Australia	55738
73	2022-03-29	Australia	65523
74	2022-03-30	Australia	60239
75	2022-03-31	Australia	65385
76	2022-04-01	Australia	55097
77	2022-04-02	Australia	48097
78	2022-04-03	Australia	40610
79	2022-04-04	Australia	55544
80	2022-04-05	Australia	75797
81	2022-04-06	Australia	62608
82	2022-04-07	Australia	60481
83	2022-04-08	Australia	49317
84	2022-04-09	Australia	39025
85	2022-04-10	Australia	48724
86	2022-04-11	Australia	46267
87	2022-04-12	Australia	53017
88	2022-04-13	Australia	54709
89	2022-04-14	Australia	46499
90	2022-04-15	Australia	36580
91	2022-04-16	Australia	39177
92	2022-04-17	Australia	32365
93	2022-04-18	Australia	42032
94	2022-04-19	Australia	50580
95	2022-04-20	Australia	53901
96	2022-04-21	Australia	49848
97	2022-04-22	Australia	37209
98	2022-04-23	Australia	35052
99	2022-04-24	Australia	33709
100	2022-04-25	Australia	37480
101	2022-04-26	Australia	39909
102	2022-04-27	Australia	50876
103	2022-04-28	Australia	41780
104	2022-04-29	Australia	38172
105	2022-04-30	Australia	25614
106	2022-05-01	Australia	39217
107	2022-05-02	Australia	37881
108	2022-05-03	Australia	42324
109	2022-05-04	Australia	58258
110	2022-05-05	Australia	40811
111	2022-05-06	Australia	36035
112	2022-05-07	Australia	38806
113	2022-05-08	Australia	40457
114	2022-05-09	Australia	48033
115	2022-05-10	Australia	57054
116	2022-05-11	Australia	57348
117	2022-05-12	Australia	47516
118	2022-05-13	Australia	51486
119	2022-05-14	Australia	41698
120	2022-05-15	Australia	45774
121	2022-05-16	Australia	67455
122	2022-05-17	Australia	56461
123	2022-05-18	Australia	53985
124	2022-05-19	Australia	50229
125	2022-05-20	Australia	46485
126	2022-05-21	Australia	38512
127	2022-05-22	Australia	34087
128	2022-05-23	Australia	42868
129	2022-05-24	Australia	45792
130	2022-05-25	Australia	46028
131	2022-05-26	Australia	39563
132	2022-05-27	Australia	32621
133	2022-05-28	Australia	26877
134	2022-05-29	Australia	25916
135	2022-05-30	Australia	33976
136	2022-05-31	Australia	35713
137	2022-06-01	Australia	33716
138	2022-06-02	Australia	31897
139	2022-06-03	Australia	27521
140	2022-06-04	Australia	20127
141	2022-06-05	Australia	23253
142	2022-06-06	Australia	27503
143	2022-06-07	Australia	33223
144	2022-06-08	Australia	32433
145	2022-06-09	Australia	29548
146	2022-06-10	Australia	26085
147	2022-06-11	Australia	16393
148	2022-06-12	Australia	20880
149	2022-06-13	Australia	25763
150	2022-01-15	Austria	16934
151	2022-01-16	Austria	17057
152	2022-01-17	Austria	14856
153	2022-01-18	Austria	16110
154	2022-01-19	Austria	18334
155	2022-01-20	Austria	28094
156	2022-01-21	Austria	25130
157	2022-01-22	Austria	29628
158	2022-01-23	Austria	26668
159	2022-01-24	Austria	23352
160	2022-01-25	Austria	25133
161	2022-01-26	Austria	26697
162	2022-01-27	Austria	38141
163	2022-01-28	Austria	35761
164	2022-01-29	Austria	37829
165	2022-01-30	Austria	33591
166	2022-01-31	Austria	28952
167	2022-02-01	Austria	26105
168	2022-02-02	Austria	27730
169	2022-02-03	Austria	43978
170	2022-02-04	Austria	33642
171	2022-02-05	Austria	36848
172	2022-02-06	Austria	33200
173	2022-02-07	Austria	29980
174	2022-02-08	Austria	25927
175	2022-02-09	Austria	29056
176	2022-02-10	Austria	40419
177	2022-02-11	Austria	35351
178	2022-02-12	Austria	33380
179	2022-02-13	Austria	29883
180	2022-02-14	Austria	25038
181	2022-02-15	Austria	24088
182	2022-02-16	Austria	26526
183	2022-02-17	Austria	38841
184	2022-02-18	Austria	30930
185	2022-02-19	Austria	30629
186	2022-02-20	Austria	25828
187	2022-02-21	Austria	21836
188	2022-02-22	Austria	21426
189	2022-02-23	Austria	23772
190	2022-02-24	Austria	35384
191	2022-02-25	Austria	28633
192	2022-02-26	Austria	29920
193	2022-02-27	Austria	25200
194	2022-02-28	Austria	22171
195	2022-03-01	Austria	21318
196	2022-03-02	Austria	27453
197	2022-03-03	Austria	41093
198	2022-03-04	Austria	31841
199	2022-03-05	Austria	32075
200	2022-03-06	Austria	31678
201	2022-03-07	Austria	27737
202	2022-03-08	Austria	26662
203	2022-03-09	Austria	34237
204	2022-03-10	Austria	51348
205	2022-03-11	Austria	50249
206	2022-03-12	Austria	49632
207	2022-03-13	Austria	43761
208	2022-03-14	Austria	37633
209	2022-03-15	Austria	34529
210	2022-03-16	Austria	40246
211	2022-03-17	Austria	64038
212	2022-03-18	Austria	51951
213	2022-03-19	Austria	50984
214	2022-03-20	Austria	42322
215	2022-03-21	Austria	37709
216	2022-03-22	Austria	31344
217	2022-03-23	Austria	37095
218	2022-03-24	Austria	54899
219	2022-03-25	Austria	41281
220	2022-03-26	Austria	37352
221	2022-03-27	Austria	33200
222	2022-03-28	Austria	25659
223	2022-03-29	Austria	21070
224	2022-03-30	Austria	26137
225	2022-03-31	Austria	34192
226	2022-04-01	Austria	26188
227	2022-04-02	Austria	22295
228	2022-04-03	Austria	18992
229	2022-04-04	Austria	14010
230	2022-04-05	Austria	11550
231	2022-04-06	Austria	15351
232	2022-04-07	Austria	21047
233	2022-04-08	Austria	16391
234	2022-04-09	Austria	13930
235	2022-04-10	Austria	13027
236	2022-04-11	Austria	10670
237	2022-04-12	Austria	7340
238	2022-04-13	Austria	9524
239	2022-04-14	Austria	12626
240	2022-04-15	Austria	10449
241	2022-04-16	Austria	9977
242	2022-04-17	Austria	8807
243	2022-04-18	Austria	7494
244	2022-04-19	Austria	5629
245	2022-04-20	Austria	5774
246	2022-04-21	Austria	8601
247	2022-04-22	Austria	11002
248	2022-04-23	Austria	8140
249	2022-04-24	Austria	6574
250	2022-04-25	Austria	5547
251	2022-04-26	Austria	4470
252	2022-04-27	Austria	6249
253	2022-04-28	Austria	8313
254	2022-04-29	Austria	6602
255	2022-04-30	Austria	6127
256	2022-05-01	Austria	5331
257	2022-05-02	Austria	4513
258	2022-05-03	Austria	3970
259	2022-05-04	Austria	5679
260	2022-05-05	Austria	7215
261	2022-05-06	Austria	6020
262	2022-05-07	Austria	6149
263	2022-05-08	Austria	5164
264	2022-05-09	Austria	3521
265	2022-05-10	Austria	3957
266	2022-05-11	Austria	4787
