	date	location	cases
0	2021-10-15	Austria	2432
1	2021-10-16	Austria	2397
2	2021-10-17	Austria	2242
3	2021-10-18	Austria	1897
4	2021-10-19	Austria	2590
5	2021-10-20	Austria	3727
6	2021-10-21	Austria	3648
7	2021-10-22	Austria	3582
8	2021-10-23	Austria	3756
9	2021-10-24	Austria	3624
10	2021-10-25	Austria	2850
11	2021-10-26	Austria	3369
12	2021-10-27	Austria	4261
13	2021-10-28	Austria	4248
14	2021-10-29	Austria	5861
15	2021-10-30	Austria	6102
16	2021-10-31	Austria	5684
17	2021-11-01	Austria	4523
18	2021-11-02	Austria	5398
19	2021-11-03	Austria	6506
20	2021-11-04	Austria	8594
21	2021-11-05	Austria	9388
22	2021-11-06	Austria	9943
23	2021-11-07	Austria	8554
24	2021-11-08	Austria	8178
25	2021-11-09	Austria	7712
26	2021-11-10	Austria	11398
27	2021-11-11	Austria	11975
28	2021-11-12	Austria	11798
29	2021-11-13	Austria	13152
30	2021-11-14	Austria	11552
31	2021-11-15	Austria	11889
32	2021-11-16	Austria	10363
33	2021-11-17	Austria	14416
34	2021-11-18	Austria	15145
35	2021-11-19	Austria	15809
36	2021-11-20	Austria	15297
37	2021-11-21	Austria	14042
38	2021-11-22	Austria	13806
39	2021-11-23	Austria	9513
40	2021-11-24	Austria	15365
41	2021-11-25	Austria	13592
42	2021-11-26	Austria	12245
43	2021-11-27	Austria	11671
44	2021-11-28	Austria	10478
45	2021-11-29	Austria	8526
46	2021-11-30	Austria	8186
47	2021-12-01	Austria	10367
48	2021-12-02	Austria	8882
49	2021-12-03	Austria	6738
50	2021-12-04	Austria	7304
51	2021-12-05	Austria	5192
52	2021-12-06	Austria	4625
53	2021-12-07	Austria	4233
54	2021-12-08	Austria	5663
55	2021-12-09	Austria	4437
56	2021-12-10	Austria	3659
57	2021-12-11	Austria	4460
58	2021-12-12	Austria	2479
59	2021-12-13	Austria	4170
60	2021-12-14	Austria	2859
61	2021-12-15	Austria	4224
62	2021-12-16	Austria	3046
63	2021-12-17	Austria	2899
64	2021-12-18	Austria	2167
65	2021-12-19	Austria	2242
66	2021-12-20	Austria	1792
67	2021-12-21	Austria	2528
68	2021-12-22	Austria	2269
69	2021-12-23	Austria	2147
70	2021-12-24	Austria	2374
71	2021-12-25	Austria	2085
72	2021-12-26	Austria	1717
73	2021-12-27	Austria	1550
74	2021-12-28	Austria	2416
75	2021-12-29	Austria	3251
76	2021-12-30	Austria	3225
77	2021-12-31	Austria	3624
78	2022-01-01	Austria	3608
79	2022-01-02	Austria	3283
80	2022-01-03	Austria	3319
81	2022-01-04	Austria	5496
82	2022-01-05	Austria	9761
83	2022-01-06	Austria	8853
84	2022-01-07	Austria	8786
85	2022-01-08	Austria	7405
86	2022-01-09	Austria	10291
87	2022-01-10	Austria	10804
88	2022-01-11	Austria	11516
89	2022-01-12	Austria	17006
