	date	location	cases
0	2022-01-13	Australia	128185
1	2022-01-14	Australia	86288
2	2022-01-15	Australia	112867
3	2022-01-16	Australia	59891
4	2022-01-17	Australia	84355
5	2022-01-18	Australia	84615
6	2022-01-19	Australia	67604
7	2022-01-20	Australia	63941
8	2022-01-21	Australia	43166
9	2022-01-22	Australia	67182
10	2022-01-23	Australia	32234
11	2022-01-24	Australia	58022
12	2022-01-25	Australia	52920
13	2022-01-26	Australia	51016
14	2022-01-27	Australia	66223
15	2022-01-28	Australia	65980
16	2022-01-29	Australia	47258
17	2022-01-30	Australia	36719
18	2022-01-31	Australia	20073
19	2022-02-01	Australia	20073
20	2022-02-02	Australia	24228
21	2022-02-03	Australia	32179
22	2022-02-04	Australia	27336
23	2022-02-05	Australia	22985
24	2022-02-06	Australia	25247
25	2022-02-07	Australia	27373
26	2022-02-08	Australia	31510
27	2022-02-09	Australia	11483
28	2022-02-10	Australia	31250
29	2022-02-11	Australia	22564
30	2022-02-12	Australia	25607
31	2022-02-13	Australia	12289
32	2022-02-14	Australia	30913
33	2022-02-15	Australia	24394
34	2022-02-16	Australia	11364
35	2022-02-17	Australia	11364
36	2022-02-18	Australia	23217
37	2022-02-19	Australia	17376
38	2022-02-20	Australia	18219
39	2022-02-21	Australia	25163
40	2022-02-22	Australia	25229
41	2022-02-23	Australia	24852
42	2022-02-24	Australia	26670
43	2022-02-25	Australia	19803
44	2022-02-26	Australia	17543
45	2022-02-27	Australia	21482
46	2022-02-28	Australia	25418
47	2022-03-01	Australia	21755
48	2022-03-02	Australia	40012
49	2022-03-03	Australia	25159
50	2022-03-04	Australia	22716
51	2022-03-05	Australia	17376
52	2022-03-06	Australia	22182
53	2022-03-07	Australia	44962
54	2022-03-08	Australia	30691
55	2022-03-09	Australia	36335
56	2022-03-10	Australia	31689
57	2022-03-11	Australia	35077
58	2022-03-12	Australia	33495
59	2022-03-13	Australia	26440
60	2022-03-14	Australia	28803
61	2022-03-15	Australia	54309
62	2022-03-16	Australia	57148
63	2022-03-17	Australia	49166
64	2022-03-18	Australia	46952
65	2022-03-19	Australia	40854
66	2022-03-20	Australia	43230
67	2022-03-21	Australia	53063
68	2022-03-22	Australia	57556
69	2022-03-23	Australia	59704
70	2022-03-24	Australia	66782
71	2022-03-25	Australia	47988
72	2022-03-26	Australia	46749
73	2022-03-27	Australia	50971
74	2022-03-28	Australia	55738
75	2022-03-29	Australia	65523
76	2022-03-30	Australia	60239
77	2022-03-31	Australia	65385
78	2022-04-01	Australia	55097
79	2022-04-02	Australia	48097
80	2022-04-03	Australia	40610
81	2022-04-04	Australia	55544
82	2022-04-05	Australia	75797
83	2022-04-06	Australia	62608
84	2022-04-07	Australia	60481
85	2022-04-08	Australia	49317
86	2022-04-09	Australia	39025
87	2022-04-10	Australia	48724
88	2022-04-11	Australia	46267
89	2022-04-12	Australia	53017
90	2022-04-13	Australia	54709
91	2022-04-14	Australia	46499
92	2022-04-15	Australia	36580
93	2022-04-16	Australia	39177
94	2022-04-17	Australia	32365
95	2022-04-18	Australia	42032
96	2022-04-19	Australia	50580
97	2022-04-20	Australia	53901
98	2022-04-21	Australia	49848
99	2022-04-22	Australia	37209
100	2022-04-23	Australia	35052
101	2022-04-24	Australia	33709
102	2022-04-25	Australia	37480
103	2022-04-26	Australia	39909
104	2022-04-27	Australia	50876
105	2022-04-28	Australia	41780
106	2022-04-29	Australia	38172
107	2022-04-30	Australia	25614
108	2022-05-01	Australia	39217
109	2022-05-02	Australia	37881
110	2022-05-03	Australia	42324
111	2022-05-04	Australia	58258
112	2022-05-05	Australia	40811
113	2022-05-06	Australia	36035
114	2022-05-07	Australia	38806
115	2022-05-08	Australia	40457
116	2022-05-09	Australia	48033
117	2022-05-10	Australia	57054
118	2022-05-11	Australia	57348
119	2022-05-12	Australia	47516
120	2022-01-13	Austria	15852
121	2022-01-14	Austria	16822
122	2022-01-15	Austria	16749
123	2022-01-16	Austria	15419
124	2022-01-17	Austria	15717
125	2022-01-18	Austria	16685
126	2022-01-19	Austria	27677
127	2022-01-20	Austria	1833
128	2022-01-21	Austria	25418
129	2022-01-22	Austria	46669
130	2022-01-23	Austria	22453
131	2022-01-24	Austria	25610
132	2022-01-25	Austria	24946
133	2022-01-26	Austria	34011
134	2022-01-27	Austria	43053
135	2022-01-28	Austria	38631
136	2022-01-29	Austria	34748
137	2022-01-30	Austria	27127
138	2022-01-31	Austria	27411
139	2022-02-01	Austria	25894
140	2022-02-02	Austria	39410
141	2022-02-03	Austria	38135
142	2022-02-04	Austria	36329
143	2022-02-05	Austria	32258
144	2022-02-06	Austria	29324
145	2022-02-07	Austria	27299
146	2022-02-08	Austria	27087
147	2022-02-09	Austria	38309
148	2022-02-10	Austria	35250
149	2022-02-11	Austria	32712
150	2022-02-12	Austria	31128
151	2022-02-13	Austria	25951
152	2022-02-14	Austria	24565
153	2022-02-15	Austria	25177
154	2022-02-16	Austria	38256
155	2022-02-17	Austria	30914
156	2022-02-18	Austria	31166
157	2022-02-19	Austria	24178
158	2022-02-20	Austria	24178
159	2022-02-21	Austria	21436
160	2022-02-22	Austria	21427
161	2022-02-23	Austria	34409
162	2022-02-24	Austria	28591
163	2022-02-25	Austria	31324
164	2022-02-26	Austria	25972
165	2022-02-27	Austria	23274
166	2022-02-28	Austria	20210
167	2022-03-01	Austria	24788
168	2022-03-02	Austria	39493
169	2022-03-03	Austria	31566
170	2022-03-04	Austria	32419
171	2022-03-05	Austria	31289
172	2022-03-06	Austria	28463
173	2022-03-07	Austria	26153
174	2022-03-08	Austria	30939
175	2022-03-09	Austria	47795
176	2022-03-10	Austria	49432
177	2022-03-11	Austria	49323
178	2022-03-12	Austria	44465
179	2022-03-13	Austria	38060
180	2022-03-14	Austria	34220
181	2022-03-15	Austria	37125
182	2022-03-16	Austria	58583
183	2022-03-17	Austria	52045
184	2022-03-18	Austria	51112
185	2022-03-19	Austria	41999
186	2022-03-20	Austria	37192
187	2022-03-21	Austria	31872
188	2022-03-22	Austria	34340
189	2022-03-23	Austria	53071
190	2022-03-24	Austria	41607
191	2022-03-25	Austria	37910
192	2022-03-26	Austria	33508
193	2022-03-27	Austria	24536
194	2022-03-28	Austria	24536
195	2022-03-29	Austria	22830
196	2022-03-30	Austria	34743
197	2022-03-31	Austria	25893
198	2022-04-01	Austria	23357
199	2022-04-02	Austria	19043
200	2022-04-03	Austria	13907
201	2022-04-04	Austria	12305
202	2022-04-05	Austria	12946
203	2022-04-06	Austria	21076
204	2022-04-07	Austria	16479
205	2022-04-08	Austria	14085
206	2022-04-09	Austria	12504
207	2022-04-10	Austria	10635
208	2022-04-11	Austria	8033
209	2022-04-12	Austria	8651
210	2022-04-13	Austria	12471
211	2022-04-14	Austria	10483
212	2022-04-15	Austria	9790
213	2022-04-16	Austria	8996
214	2022-04-17	Austria	7408
215	2022-04-18	Austria	6227
216	2022-04-19	Austria	5395
217	2022-04-20	Austria	7571
218	2022-04-21	Austria	11948
219	2022-04-22	Austria	8155
220	2022-04-23	Austria	6536
221	2022-04-24	Austria	5810
222	2022-04-25	Austria	4111
223	2022-04-26	Austria	5588
224	2022-04-27	Austria	8239
225	2022-04-28	Austria	6361
226	2022-04-29	Austria	6186
227	2022-04-30	Austria	5199
228	2022-05-01	Austria	4363
229	2022-05-02	Austria	4098
230	2022-05-03	Austria	5240
231	2022-05-04	Austria	6760
232	2022-05-05	Austria	5755
233	2022-05-06	Austria	6001
234	2022-05-07	Austria	5168
235	2022-05-08	Austria	3617
236	2022-05-09	Austria	4133
237	2022-05-10	Austria	4022
238	2022-05-11	Austria	5991
239	2022-05-12	Austria	5134
240	2022-01-13	Belgium	31784
241	2022-01-14	Belgium	31784
242	2022-01-15	Belgium	24432
243	2022-01-16	Belgium	24432
244	2022-01-17	Belgium	24432
245	2022-01-18	Belgium	37435
246	2022-01-19	Belgium	53851
247	2022-01-20	Belgium	67448
248	2022-01-21	Belgium	54478
249	2022-01-22	Belgium	44493
250	2022-01-23	Belgium	44493
251	2022-01-24	Belgium	44493
252	2022-01-25	Belgium	47493
253	2022-01-26	Belgium	61227
254	2022-01-27	Belgium	68285
255	2022-01-28	Belgium	48201
256	2022-01-29	Belgium	33105
257	2022-01-30	Belgium	33105
258	2022-01-31	Belgium	33105
259	2022-02-01	Belgium	28962
260	2022-02-02	Belgium	45428
261	2022-02-03	Belgium	38027
262	2022-02-04	Belgium	28382
263	2022-02-05	Belgium	16265
264	2022-02-06	Belgium	16265
265	2022-02-07	Belgium	16265
266	2022-02-08	Belgium	19057
267	2022-02-09	Belgium	22333
268	2022-02-10	Belgium	19616
269	2022-02-11	Belgium	15242
270	2022-02-12	Belgium	8819
271	2022-02-13	Belgium	8819
272	2022-02-14	Belgium	8819
273	2022-02-15	Belgium	12762
274	2022-02-16	Belgium	12714
275	2022-02-17	Belgium	11503
276	2022-02-18	Belgium	9705
277	2022-02-19	Belgium	5996
278	2022-02-20	Belgium	5996
279	2022-02-21	Belgium	5996
280	2022-02-22	Belgium	8356
281	2022-02-23	Belgium	8473
282	2022-02-24	Belgium	8634
283	2022-02-25	Belgium	6359
284	2022-02-26	Belgium	4427
285	2022-02-27	Belgium	4427
286	2022-02-28	Belgium	4427
287	2022-03-01	Belgium	6527
288	2022-03-02	Belgium	3869
289	2022-03-03	Belgium	3869
290	2022-03-04	Belgium	14713
291	2022-03-05	Belgium	5112
292	2022-03-06	Belgium	5112
293	2022-03-07	Belgium	5112
294	2022-03-08	Belgium	7495
295	2022-03-09	Belgium	10274
296	2022-03-10	Belgium	10274
297	2022-03-11	Belgium	10381
298	2022-03-12	Belgium	6011
299	2022-03-13	Belgium	6011
300	2022-03-14	Belgium	6011
301	2022-03-15	Belgium	12850
302	2022-03-16	Belgium	12850
303	2022-03-17	Belgium	12275
304	2022-03-18	Belgium	5751
305	2022-03-19	Belgium	5751
306	2022-03-20	Belgium	10692
307	2022-03-21	Belgium	10692
308	2022-03-22	Belgium	12669
309	2022-03-23	Belgium	16162
310	2022-03-24	Belgium	13457
311	2022-03-25	Belgium	10852
312	2022-03-26	Belgium	8454
313	2022-03-27	Belgium	8454
314	2022-03-28	Belgium	8454
315	2022-03-29	Belgium	14534
316	2022-03-30	Belgium	14534
317	2022-03-31	Belgium	14534
318	2022-04-01	Belgium	7619
319	2022-04-02	Belgium	7619
320	2022-04-03	Belgium	7619
321	2022-04-04	Belgium	7619
322	2022-04-05	Belgium	11403
323	2022-04-06	Belgium	11403
324	2022-04-07	Belgium	11403
325	2022-04-08	Belgium	7025
326	2022-04-09	Belgium	7025
327	2022-04-10	Belgium	7025
328	2022-04-11	Belgium	7025
329	2022-04-12	Belgium	9711
330	2022-04-13	Belgium	9711
331	2022-04-14	Belgium	9711
332	2022-04-15	Belgium	5152
333	2022-04-16	Belgium	5152
334	2022-04-17	Belgium	5152
335	2022-04-18	Belgium	5152
336	2022-04-19	Belgium	5152
337	2022-04-20	Belgium	8534
338	2022-04-21	Belgium	8534
339	2022-04-22	Belgium	4064
340	2022-04-23	Belgium	4064
341	2022-04-24	Belgium	4064
342	2022-04-25	Belgium	4064
343	2022-04-26	Belgium	4064
344	2022-04-27	Belgium	10168
345	2022-04-28	Belgium	10168
346	2022-04-29	Belgium	3708
347	2022-04-30	Belgium	3708
348	2022-05-01	Belgium	3708
349	2022-05-02	Belgium	3708
350	2022-05-03	Belgium	5686
351	2022-05-04	Belgium	5686
352	2022-05-05	Belgium	5686
353	2022-05-06	Belgium	3436
354	2022-05-07	Belgium	3436
355	2022-05-08	Belgium	3436
356	2022-05-09	Belgium	3436
357	2022-05-10	Belgium	4772
358	2022-05-11	Belgium	4772
359	2022-05-12	Belgium	4772
360	2022-01-13	Canada	31587
361	2022-01-14	Canada	40510
362	2022-01-15	Canada	18147
363	2022-01-16	Canada	15277
364	2022-01-17	Canada	41407
365	2022-01-18	Canada	20864
366	2022-01-19	Canada	23472
367	2022-01-20	Canada	22966
368	2022-01-21	Canada	21193
369	2022-01-22	Canada	13783
370	2022-01-23	Canada	5268
371	2022-01-24	Canada	19230
372	2022-01-25	Canada	29249
373	2022-01-26	Canada	7479
374	2022-01-27	Canada	28575
375	2022-01-28	Canada	16539
376	2022-01-29	Canada	8436
377	2022-01-30	Canada	7290
378	2022-01-31	Canada	21281
379	2022-02-01	Canada	11937
380	2022-02-02	Canada	15352
381	2022-02-03	Canada	13172
382	2022-02-04	Canada	13098
383	2022-02-05	Canada	6623
384	2022-02-06	Canada	5403
385	2022-02-07	Canada	16050
386	2022-02-08	Canada	10040
387	2022-02-09	Canada	10325
388	2022-02-10	Canada	10431
389	2022-02-11	Canada	7353
390	2022-02-12	Canada	9844
391	2022-02-13	Canada	3615
392	2022-02-14	Canada	12189
393	2022-02-15	Canada	6456
394	2022-02-16	Canada	7756
395	2022-02-17	Canada	7195
396	2022-02-18	Canada	6747
397	2022-02-19	Canada	3544
398	2022-02-20	Canada	2448
399	2022-02-21	Canada	3657
400	2022-02-22	Canada	7991
401	2022-02-23	Canada	9812
402	2022-02-24	Canada	5761
403	2022-02-25	Canada	8632
404	2022-02-26	Canada	1812
405	2022-02-27	Canada	3584
406	2022-02-28	Canada	7919
407	2022-03-01	Canada	5110
408	2022-03-02	Canada	5913
409	2022-03-03	Canada	8355
410	2022-03-04	Canada	9503
411	2022-03-05	Canada	3197
412	2022-03-06	Canada	2613
413	2022-03-07	Canada	8455
414	2022-03-08	Canada	4153
415	2022-03-09	Canada	6741
416	2022-03-10	Canada	5607
417	2022-03-11	Canada	8058
418	2022-03-12	Canada	1824
419	2022-03-13	Canada	1393
420	2022-03-14	Canada	4522
421	2022-03-15	Canada	9031
422	2022-03-16	Canada	5289
423	2022-03-17	Canada	4200
424	2022-03-18	Canada	3340
425	2022-03-19	Canada	3007
426	2022-03-20	Canada	2253
427	2022-03-21	Canada	8153
428	2022-03-22	Canada	9466
429	2022-03-23	Canada	6824
430	2022-03-24	Canada	7053
431	2022-03-25	Canada	8944
432	2022-03-26	Canada	4374
433	2022-03-27	Canada	3654
434	2022-03-28	Canada	6150
435	2022-03-29	Canada	10561
436	2022-03-30	Canada	10976
437	2022-03-31	Canada	8791
438	2022-04-01	Canada	13015
439	2022-04-02	Canada	7014
440	2022-04-03	Canada	2581
441	2022-04-04	Canada	563
442	2022-04-05	Canada	8904
443	2022-04-06	Canada	9552
444	2022-04-07	Canada	6019
445	2022-04-08	Canada	7784
446	2022-04-09	Canada	7784
447	2022-04-10	Canada	15952
448	2022-04-11	Canada	15952
449	2022-04-12	Canada	15952
450	2022-04-13	Canada	15952
451	2022-04-14	Canada	18945
452	2022-04-15	Canada	8344
453	2022-04-16	Canada	8344
454	2022-04-17	Canada	1938
455	2022-04-18	Canada	11974
456	2022-04-19	Canada	7893
457	2022-04-20	Canada	13433
