	date	location	cases
0	2021-12-01	Australia	1702
1	2021-12-02	Australia	1522
2	2021-12-03	Australia	1708
3	2021-12-04	Australia	1249
4	2021-12-05	Australia	1285
5	2021-12-06	Australia	1434
6	2021-12-07	Australia	1705
7	2021-12-08	Australia	1654
8	2021-12-09	Australia	1711
9	2021-12-10	Australia	1757
10	2021-12-11	Australia	1543
11	2021-12-12	Australia	1843
12	2021-12-13	Australia	1970
13	2021-12-14	Australia	2809
14	2021-12-15	Australia	3423
15	2021-12-16	Australia	3802
16	2021-12-17	Australia	4017
17	2021-12-18	Australia	3862
18	2021-12-19	Australia	4031
19	2021-12-20	Australia	4492
20	2021-12-21	Australia	5531
21	2021-12-22	Australia	8357
22	2021-12-23	Australia	8218
23	2021-12-24	Australia	9855
24	2021-12-25	Australia	9459
25	2021-12-26	Australia	9884
26	2021-12-27	Australia	11797
27	2021-12-28	Australia	17678
28	2021-12-29	Australia	21369
29	2021-12-30	Australia	33811
30	2021-12-31	Australia	30363
31	2022-01-01	Australia	37459
32	2022-01-02	Australia	29608
33	2022-01-03	Australia	44745
34	2022-01-04	Australia	71495
35	2022-01-05	Australia	75426
36	2022-01-06	Australia	78229
37	2022-01-07	Australia	98092
38	2022-01-08	Australia	111907
39	2022-01-09	Australia	72834
40	2022-01-10	Australia	93806
41	2022-01-11	Australia	84408
42	2022-01-12	Australia	175271
43	2022-01-13	Australia	128185
44	2022-01-14	Australia	86288
45	2022-01-15	Australia	112867
46	2022-01-16	Australia	59891
47	2022-01-17	Australia	84355
48	2022-01-18	Australia	84615
49	2022-01-19	Australia	67604
50	2022-01-20	Australia	63941
51	2022-01-21	Australia	43166
52	2022-01-22	Australia	67182
53	2022-01-23	Australia	32234
54	2022-01-24	Australia	58022
55	2022-01-25	Australia	52920
56	2022-01-26	Australia	51016
57	2022-01-27	Australia	66223
58	2022-01-28	Australia	65980
59	2022-01-29	Australia	47258
60	2022-01-30	Australia	36719
61	2022-01-31	Australia	20073
62	2022-02-01	Australia	20073
63	2022-02-02	Australia	24228
64	2022-02-03	Australia	32179
65	2022-02-04	Australia	27336
66	2022-02-05	Australia	22985
67	2022-02-06	Australia	25247
68	2022-02-07	Australia	27373
69	2022-02-08	Australia	31510
70	2022-02-09	Australia	11483
71	2022-02-10	Australia	31250
72	2022-02-11	Australia	22564
73	2022-02-12	Australia	25607
74	2022-02-13	Australia	12289
75	2022-02-14	Australia	30913
76	2022-02-15	Australia	24394
77	2022-02-16	Australia	11364
78	2022-02-17	Australia	11364
79	2022-02-18	Australia	23217
80	2022-02-19	Australia	17376
81	2022-02-20	Australia	18219
82	2022-02-21	Australia	25163
83	2022-02-22	Australia	25229
84	2022-02-23	Australia	24852
85	2022-02-24	Australia	26670
86	2022-02-25	Australia	19803
87	2022-02-26	Australia	17543
88	2022-02-27	Australia	21482
89	2022-02-28	Australia	25418
90	2022-03-01	Australia	21755
91	2022-03-02	Australia	40012
92	2022-03-03	Australia	25159
93	2022-03-04	Australia	22716
94	2022-03-05	Australia	17376
95	2022-03-06	Australia	22182
96	2022-03-07	Australia	44962
97	2022-03-08	Australia	30691
98	2022-03-09	Australia	36335
99	2022-03-10	Australia	31689
100	2022-03-11	Australia	35077
101	2022-03-12	Australia	33495
102	2022-03-13	Australia	26440
103	2022-03-14	Australia	28803
104	2022-03-15	Australia	54309
105	2022-03-16	Australia	57148
106	2022-03-17	Australia	49166
107	2022-03-18	Australia	46952
108	2022-03-19	Australia	40854
109	2022-03-20	Australia	43230
110	2022-03-21	Australia	53063
111	2022-03-22	Australia	57556
112	2022-03-23	Australia	59704
113	2022-03-24	Australia	66782
114	2022-03-25	Australia	47988
115	2022-03-26	Australia	46749
116	2022-03-27	Australia	50971
117	2022-03-28	Australia	55738
118	2022-03-29	Australia	65523
119	2022-03-30	Australia	60239
120	2022-03-31	Australia	65385
121	2022-04-01	Australia	55097
122	2022-04-02	Australia	48097
123	2022-04-03	Australia	40610
124	2022-04-04	Australia	55544
125	2022-04-05	Australia	75797
126	2022-04-06	Australia	62608
127	2022-04-07	Australia	60481
128	2022-04-08	Australia	49317
129	2022-04-09	Australia	39025
130	2022-04-10	Australia	48724
131	2022-04-11	Australia	46267
132	2022-04-12	Australia	53017
133	2022-04-13	Australia	54709
134	2022-04-14	Australia	46499
135	2022-04-15	Australia	36580
136	2022-04-16	Australia	39177
137	2022-04-17	Australia	32365
138	2022-04-18	Australia	42032
139	2022-04-19	Australia	50580
140	2022-04-20	Australia	53901
141	2022-04-21	Australia	49848
142	2022-04-22	Australia	37209
143	2022-04-23	Australia	35052
144	2022-04-24	Australia	33709
145	2022-04-25	Australia	37480
146	2022-04-26	Australia	39909
147	2022-04-27	Australia	50876
148	2022-04-28	Australia	41780
149	2022-04-29	Australia	38172
150	2022-04-30	Australia	25614
151	2022-05-01	Australia	39217
152	2022-05-02	Australia	37881
153	2022-05-03	Australia	42324
154	2022-05-04	Australia	58258
155	2022-05-05	Australia	40811
156	2022-05-06	Australia	36035
157	2022-05-07	Australia	38806
158	2022-05-08	Australia	40457
159	2022-05-09	Australia	48033
160	2022-05-10	Australia	57054
161	2022-05-11	Australia	57348
162	2022-05-12	Australia	47516
163	2022-05-13	Australia	51486
164	2022-05-14	Australia	41698
165	2022-05-15	Australia	45774
166	2022-05-16	Australia	67455
167	2022-05-17	Australia	56461
168	2022-05-18	Australia	53985
169	2022-05-19	Australia	50229
170	2022-05-20	Australia	46485
171	2022-05-21	Australia	38512
172	2022-05-22	Australia	34087
173	2022-05-23	Australia	42868
174	2022-05-24	Australia	45792
175	2022-05-25	Australia	46028
176	2022-05-26	Australia	39563
177	2022-05-27	Australia	32621
178	2022-05-28	Australia	26877
179	2022-05-29	Australia	25916
180	2022-05-30	Australia	33976
181	2022-05-31	Australia	35713
182	2022-06-01	Australia	33716
183	2022-06-02	Australia	31897
184	2022-06-03	Australia	27521
185	2022-06-04	Australia	20127
186	2022-06-05	Australia	23253
187	2022-06-06	Australia	27503
188	2022-06-07	Australia	33223
189	2021-12-01	Austria	8110
190	2021-12-02	Austria	10961
191	2021-12-03	Austria	8774
192	2021-12-04	Austria	7249
193	2021-12-05	Austria	6262
194	2021-12-06	Austria	5314
195	2021-12-07	Austria	4270
196	2021-12-08	Austria	4414
197	2021-12-09	Austria	6068
198	2021-12-10	Austria	4314
199	2021-12-11	Austria	3117
200	2021-12-12	Austria	4821
201	2021-12-13	Austria	3261
202	2021-12-14	Austria	3262
203	2021-12-15	Austria	2934
204	2021-12-16	Austria	4128
205	2021-12-17	Austria	2929
206	2021-12-18	Austria	2698
207	2021-12-19	Austria	2346
208	2021-12-20	Austria	1984
209	2021-12-21	Austria	1886
210	2021-12-22	Austria	1951
211	2021-12-23	Austria	2814
212	2021-12-24	Austria	2162
213	2021-12-25	Austria	2266
214	2021-12-26	Austria	2116
215	2021-12-27	Austria	1628
216	2021-12-28	Austria	1736
217	2021-12-29	Austria	2601
218	2021-12-30	Austria	3342
219	2021-12-31	Austria	3181
220	2022-01-01	Austria	3817
221	2022-01-02	Austria	3699
222	2022-01-03	Austria	3001
223	2022-01-04	Austria	3483
224	2022-01-05	Austria	6006
225	2022-01-06	Austria	10082
226	2022-01-07	Austria	8792
227	2022-01-08	Austria	8891
228	2022-01-09	Austria	7050
229	2022-01-10	Austria	10716
230	2022-01-11	Austria	10926
231	2022-01-12	Austria	12683
232	2022-01-13	Austria	16547
233	2022-01-14	Austria	16831
234	2022-01-15	Austria	16934
235	2022-01-16	Austria	17057
236	2022-01-17	Austria	14856
237	2022-01-18	Austria	16110
238	2022-01-19	Austria	18334
239	2022-01-20	Austria	28094
240	2022-01-21	Austria	25130
241	2022-01-22	Austria	29628
242	2022-01-23	Austria	26668
243	2022-01-24	Austria	23352
244	2022-01-25	Austria	25133
245	2022-01-26	Austria	26697
246	2022-01-27	Austria	38141
247	2022-01-28	Austria	35761
248	2022-01-29	Austria	37829
249	2022-01-30	Austria	33591
250	2022-01-31	Austria	28952
251	2022-02-01	Austria	26105
252	2022-02-02	Austria	27730
253	2022-02-03	Austria	43978
254	2022-02-04	Austria	33642
255	2022-02-05	Austria	36848
