location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Australia,Delta,0.3234614,0.33437735,0.3128851,0.33036056,0.31667718,0.32729083,0.31945992
Australia,Omicron 21K,0.6429117,0.66145813,0.62715876,0.65526915,0.6309961,0.64904034,0.6366106
Australia,Omicron 22C,0.75167847,0.9504262,0.5742558,0.8822915,0.6304967,0.8159078,0.68375534
Australia,other,0.540043,0.62239486,0.47422206,0.5864154,0.49757478,0.56304276,0.51823866
