date,location,variant,median_freq_forecast,freq_forecast_upper_95,freq_forecast_lower_95,freq_forecast_upper_80,freq_forecast_lower_80,freq_forecast_upper_50,freq_forecast_lower_50
2022-03-21,Austria,Delta,0.0006481196,0.0105678905,3.7234542e-05,0.0040089036,0.0001017184,0.001620878,0.0002278151
2022-03-22,Austria,Delta,0.00062164373,0.010720648,3.0731455e-05,0.0039829933,8.918206e-05,0.0015688665,0.00020858253
2022-03-23,Austria,Delta,0.00058487745,0.010952674,2.6280553e-05,0.00399516,8.003287e-05,0.0015427833,0.00018663758
2022-03-24,Austria,Delta,0.00053846336,0.01136438,2.2713639e-05,0.004049794,7.080716e-05,0.0015226346,0.0001724142
2022-03-25,Austria,Delta,0.0005109899,0.0116380835,1.9987125e-05,0.004115845,6.3225496e-05,0.0014802251,0.00015349264
2022-03-26,Austria,Delta,0.0004817309,0.011771435,1.7078795e-05,0.0041552074,5.645684e-05,0.0014097962,0.00013808813
2022-03-27,Austria,Delta,0.00044963174,0.012011887,1.4255302e-05,0.00415861,4.9882965e-05,0.0013473823,0.00012601627
2022-03-21,Austria,Omicron 21K,0.19700171,0.29619694,0.12265583,0.26197788,0.14283657,0.23094666,0.16809751
2022-03-22,Austria,Omicron 21K,0.18891719,0.2896778,0.115752146,0.25507578,0.13634352,0.22358726,0.16092058
2022-03-23,Austria,Omicron 21K,0.18066442,0.28427884,0.10920836,0.24735449,0.13000758,0.2159577,0.15346055
2022-03-24,Austria,Omicron 21K,0.17382683,0.27891764,0.10347671,0.24109417,0.123349175,0.20941187,0.1462157
2022-03-25,Austria,Omicron 21K,0.16688208,0.27265677,0.09721161,0.23461598,0.11684545,0.2026477,0.13931608
2022-03-26,Austria,Omicron 21K,0.16114186,0.2660915,0.09144823,0.22676666,0.11119777,0.19617447,0.13266823
2022-03-27,Austria,Omicron 21K,0.15464762,0.26005873,0.08603434,0.21974385,0.10562401,0.18975753,0.12641835
2022-03-21,Austria,Omicron 21L,0.78140223,0.8575961,0.68325484,0.8352655,0.7175498,0.8122425,0.7471195
2022-03-22,Austria,Omicron 21L,0.7893388,0.8652131,0.69018114,0.8434021,0.72349846,0.8194113,0.7541035
2022-03-23,Austria,Omicron 21L,0.7976352,0.8723154,0.69732285,0.8500437,0.73130405,0.8268695,0.7614058
2022-03-24,Austria,Omicron 21L,0.805236,0.87854445,0.7033892,0.8570348,0.73820245,0.83424395,0.7688426
2022-03-25,Austria,Omicron 21L,0.81189114,0.8853116,0.70920646,0.8636998,0.74466217,0.8405906,0.7761457
2022-03-26,Austria,Omicron 21L,0.818424,0.89119303,0.7149391,0.87012386,0.75188315,0.8473945,0.7829965
2022-03-27,Austria,Omicron 21L,0.8252023,0.89772063,0.72046095,0.876271,0.75826687,0.85457325,0.78957075
2022-03-21,Austria,other,0.018566094,0.031829935,0.010268525,0.026216678,0.012702482,0.02258158,0.015084435
2022-03-22,Austria,other,0.018233608,0.031670433,0.0101661105,0.026114766,0.012402228,0.022278016,0.01477855
2022-03-23,Austria,other,0.018027615,0.031503152,0.010041212,0.026005128,0.012138027,0.022063145,0.014512565
2022-03-24,Austria,other,0.017783431,0.03131755,0.009808067,0.02581124,0.011862167,0.021838613,0.014243424
2022-03-25,Austria,other,0.017541781,0.031288702,0.009472069,0.025774216,0.011553335,0.021671623,0.014007953
2022-03-26,Austria,other,0.01733927,0.03094807,0.009151727,0.025766151,0.011230465,0.021431576,0.013751155
2022-03-27,Austria,other,0.017094329,0.03075396,0.008912207,0.025438383,0.010992485,0.021199716,0.013426485
