location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Trinidad and Tobago,Delta,0.39655232,0.4855448,0.3166234,0.4560876,0.34568653,0.4282302,0.36994535
Trinidad and Tobago,Omicron 21K,0.72793406,0.76517695,0.68928975,0.75120306,0.7039516,0.7394061,0.715409
Trinidad and Tobago,other,0.6363404,0.84157026,0.46984684,0.7754295,0.5276319,0.7111952,0.5809824
