date	location	variant	sequences
2021-09-01	Denmark	Delta	630
2021-09-02	Denmark	Delta	521
2021-09-03	Denmark	Delta	427
2021-09-04	Denmark	Delta	368
2021-09-05	Denmark	Delta	405
2021-09-06	Denmark	Delta	477
2021-09-07	Denmark	Delta	523
2021-09-08	Denmark	Delta	411
2021-09-09	Denmark	Delta	437
2021-09-10	Denmark	Delta	326
2021-09-11	Denmark	Delta	221
2021-09-12	Denmark	Delta	281
2021-09-13	Denmark	Delta	352
2021-09-14	Denmark	Delta	306
2021-09-15	Denmark	Delta	282
2021-09-16	Denmark	Delta	275
2021-09-17	Denmark	Delta	263
2021-09-18	Denmark	Delta	187
2021-09-19	Denmark	Delta	242
2021-09-20	Denmark	Delta	338
2021-09-21	Denmark	Delta	307
2021-09-22	Denmark	Delta	321
2021-09-23	Denmark	Delta	323
2021-09-24	Denmark	Delta	325
2021-09-25	Denmark	Delta	311
2021-09-26	Denmark	Delta	307
2021-09-27	Denmark	Delta	364
2021-09-28	Denmark	Delta	471
2021-09-29	Denmark	Delta	376
2021-09-30	Denmark	Delta	396
2021-10-01	Denmark	Delta	359
2021-10-02	Denmark	Delta	311
2021-10-03	Denmark	Delta	368
2021-10-04	Denmark	Delta	469
2021-10-05	Denmark	Delta	451
2021-10-06	Denmark	Delta	559
2021-10-07	Denmark	Delta	478
2021-10-08	Denmark	Delta	545
2021-10-09	Denmark	Delta	408
2021-10-10	Denmark	Delta	508
2021-10-11	Denmark	Delta	610
2021-10-12	Denmark	Delta	666
2021-10-13	Denmark	Delta	660
2021-10-14	Denmark	Delta	655
2021-10-15	Denmark	Delta	583
2021-10-16	Denmark	Delta	393
2021-10-17	Denmark	Delta	677
2021-10-18	Denmark	Delta	781
2021-10-19	Denmark	Delta	887
2021-10-20	Denmark	Delta	1056
2021-10-21	Denmark	Delta	1257
2021-10-22	Denmark	Delta	1045
2021-10-23	Denmark	Delta	1089
2021-10-24	Denmark	Delta	1147
2021-10-25	Denmark	Delta	1263
2021-10-26	Denmark	Delta	1078
2021-10-27	Denmark	Delta	1494
2021-10-28	Denmark	Delta	1306
2021-10-29	Denmark	Delta	1157
2021-10-30	Denmark	Delta	838
2021-10-31	Denmark	Delta	1117
2021-11-01	Denmark	Delta	1232
