location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Vietnam,Delta,0.8660002,1.1161525,0.6607852,1.014106,0.74300045,0.93679214,0.7937993
Vietnam,Omicron 22A,0.9609325,1.1729978,0.79351234,1.0911148,0.84575707,1.0287583,0.89947426
Vietnam,Omicron 22B,1.4706988,1.5504509,1.3751888,1.5206156,1.4086189,1.4991636,1.4391867
Vietnam,Omicron 22C,1.0537366,1.3529189,0.824371,1.2361901,0.9017625,1.1482217,0.9662947
Vietnam,other,0.88508683,2.143835,0.371682,1.5149765,0.5097908,1.2167717,0.6647395
