date	location	variant	sequences
2022-01-01	Japan	Delta	1
2022-01-04	Japan	Delta	2
2022-01-05	Japan	Delta	2
2022-01-06	Japan	Delta	9
2022-01-07	Japan	Delta	3
2022-01-08	Japan	Delta	2
2022-01-10	Japan	Delta	1
2022-01-12	Japan	Delta	5
2022-01-13	Japan	Delta	5
2022-01-14	Japan	Delta	3
2022-01-17	Japan	Delta	1
2022-01-19	Japan	Delta	1
2022-01-20	Japan	Delta	1
2022-01-22	Japan	Delta	1
2022-01-25	Japan	Delta	2
2022-01-27	Japan	Delta	1
2022-02-01	Japan	Delta	1
2022-02-09	Japan	Delta	1
2022-02-10	Japan	Delta	1
2022-02-14	Japan	Delta	1
2022-01-02	Japan	Omicron 21K	2
2022-01-03	Japan	Omicron 21K	2
2022-01-04	Japan	Omicron 21K	10
2022-01-05	Japan	Omicron 21K	19
2022-01-06	Japan	Omicron 21K	34
2022-01-07	Japan	Omicron 21K	23
2022-01-08	Japan	Omicron 21K	21
2022-01-09	Japan	Omicron 21K	9
2022-01-10	Japan	Omicron 21K	19
2022-01-11	Japan	Omicron 21K	50
2022-01-12	Japan	Omicron 21K	42
2022-01-13	Japan	Omicron 21K	69
2022-01-14	Japan	Omicron 21K	55
2022-01-15	Japan	Omicron 21K	26
2022-01-16	Japan	Omicron 21K	17
2022-01-17	Japan	Omicron 21K	59
2022-01-18	Japan	Omicron 21K	54
2022-01-19	Japan	Omicron 21K	37
2022-01-20	Japan	Omicron 21K	56
2022-01-21	Japan	Omicron 21K	61
2022-01-22	Japan	Omicron 21K	38
2022-01-23	Japan	Omicron 21K	31
2022-01-24	Japan	Omicron 21K	46
2022-01-25	Japan	Omicron 21K	73
2022-01-26	Japan	Omicron 21K	21
2022-01-27	Japan	Omicron 21K	65
2022-01-28	Japan	Omicron 21K	29
2022-01-29	Japan	Omicron 21K	42
2022-01-30	Japan	Omicron 21K	15
2022-01-31	Japan	Omicron 21K	32
2022-02-01	Japan	Omicron 21K	40
2022-02-02	Japan	Omicron 21K	25
2022-02-03	Japan	Omicron 21K	29
2022-02-04	Japan	Omicron 21K	29
2022-02-05	Japan	Omicron 21K	21
2022-02-06	Japan	Omicron 21K	10
2022-02-07	Japan	Omicron 21K	34
2022-02-08	Japan	Omicron 21K	20
2022-02-09	Japan	Omicron 21K	31
2022-02-10	Japan	Omicron 21K	28
2022-02-11	Japan	Omicron 21K	13
2022-02-12	Japan	Omicron 21K	19
2022-02-13	Japan	Omicron 21K	16
2022-02-14	Japan	Omicron 21K	28
2022-02-15	Japan	Omicron 21K	13
2022-02-16	Japan	Omicron 21K	21
2022-02-17	Japan	Omicron 21K	18
2022-02-18	Japan	Omicron 21K	21
2022-02-19	Japan	Omicron 21K	16
2022-02-20	Japan	Omicron 21K	21
