location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Australia	Omicron 21K	0.94553435	1.0525255	0.84315085	1.0198722	0.87760067	0.979858	0.9136997
Australia	Omicron 22A	0.9219843	0.93285596	0.90914094	0.92963696	0.91282505	0.92610765	0.9167668
Australia	Omicron 22B	0.9387914	0.9484298	0.92871094	0.9451182	0.9319787	0.9417365	0.93485355
Australia	Omicron 22C	0.62453496	0.7396651	0.52082247	0.7058631	0.55575234	0.6657423	0.58432424
Australia	Omicron 22D	1.0871387	1.1012889	1.0730522	1.0956565	1.0779314	1.0914426	1.082073
Australia	Omicron 22E	1.2538669	1.2753456	1.2354507	1.2676502	1.2411041	1.2608993	1.2473989
Australia	other	1.2511194	1.2719016	1.2277212	1.265998	1.2357453	1.2591605	1.2438009
