location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Japan,Delta,0.5417243,0.5417243,0.5417243,0.5417243,0.5417243,0.5417243,0.5417243
Japan,Omicron 21K,0.6891483,0.6891483,0.6891483,0.6891483,0.6891483,0.6891483,0.6891483
Japan,Omicron 22C,13.913784,13.913784,13.913784,13.913784,13.913784,13.913784,13.913784
Japan,other,1.2369734,1.2369734,1.2369734,1.2369734,1.2369734,1.2369734,1.2369734
