location,variant,median_ga,ga_upper_95,ga_lower_95,ga_upper_80,ga_lower_80,ga_upper_50,ga_lower_50
Trinidad and Tobago,Delta,0.45693785,0.51424944,0.40624934,0.49670857,0.4211869,0.4765035,0.43762705
Trinidad and Tobago,Omicron 21K,0.72353005,0.77391803,0.67134374,0.75527734,0.68861544,0.7402247,0.7038815
Trinidad and Tobago,other,0.70193684,0.8689123,0.5754336,0.80268174,0.6179743,0.7529931,0.6542916
