variant,location,freq,date,median_freq_nowcast,median_freq_forecast
Delta,USA,0.0005461496450027307,2022-04-09,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-10,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-11,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-12,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-13,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-14,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-15,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-16,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-17,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-18,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-19,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-20,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-21,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-22,0.0005461496450027307,
Delta,USA,0.0005461496450027307,2022-04-23,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-04-24,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-04-25,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-04-26,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-04-27,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-04-28,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-04-29,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-04-30,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-05-01,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-05-02,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-05-03,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-05-04,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-05-05,,0.0005461496450027307
Delta,USA,0.0005461496450027307,2022-05-06,,0.0005461496450027307
Omicron 21K,USA,0.1065928421336699,2022-04-09,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-10,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-11,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-12,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-13,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-14,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-15,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-16,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-17,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-18,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-19,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-20,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-21,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-22,0.1065928421336699,
Omicron 21K,USA,0.1065928421336699,2022-04-23,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-04-24,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-04-25,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-04-26,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-04-27,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-04-28,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-04-29,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-04-30,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-05-01,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-05-02,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-05-03,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-05-04,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-05-05,,0.1065928421336699
Omicron 21K,USA,0.1065928421336699,2022-05-06,,0.1065928421336699
Omicron 21L,USA,0.749131500679462,2022-04-09,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-10,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-11,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-12,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-13,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-14,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-15,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-16,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-17,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-18,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-19,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-20,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-21,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-22,0.749131500679462,
Omicron 21L,USA,0.749131500679462,2022-04-23,,0.749131500679462
Omicron 21L,USA,0.749131500679462,2022-04-24,,0.749131500679462
Omicron 21L,USA,0.749131500679462,2022-04-25,,0.749131500679462
Omicron 21L,USA,0.749131500679462,2022-04-26,,0.749131500679462
Omicron 21L,USA,0.749131500679462,2022-04-27,,0.749131500679462
Omicron 21L,USA,0.749131500679462,2022-04-28,,0.749131500679462
Omicron 21L,USA,0.749131500679462,2022-04-29,,0.749131500679462
